Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
122222222.0,122222222.0,3829313000.0,3895912000.0,553579000.0,4391313000.0,-1406671000.0,553579000.0,60531000.0,555932000.0,2343783000.0,555932000.0,555932000.0,311488000.0,,,244444000.0,244444000.0,5090876000.0,1902691000.0,2182000.0,,,1834234000.0,46383000.0,1787851000.0,66275000.0,3188185000.0,161944000.0,2061678000.0,14148000.0,2047530000.0,,3392000.0,553070000.0,,,,553070000.0,5646808000.0,3865294000.0,21791000.0,,310681000.0,183700000.0,183700000.0,2353000.0,2353000.0,3325161000.0,,3325161000.0,28848000.0,3296313000.0,,,,,1781514000.0,119307000.0,,,783310000.0,,,,,3516000.0,852730000.0,,,22651000.0,16583000.0,6068000.0,,2024-03-31
122222222.0,122222222.0,1686352000.0,1842398000.0,786600000.0,2567222000.0,-846007000.0,786600000.0,64017000.0,788841000.0,788841000.0,788841000.0,788841000.0,544397000.0,,,244444000.0,244444000.0,5163537000.0,2354157000.0,2244521000.0,,,57665000.0,57665000.0,,51971000.0,2809380000.0,82827000.0,1784733000.0,6352000.0,1778381000.0,,5588000.0,528248000.0,,,,528248000.0,5952378000.0,3989005000.0,24200000.0,,329681000.0,149030000.0,149030000.0,2241000.0,2241000.0,3452640000.0,,3452640000.0,13290000.0,3439350000.0,,,,,1963373000.0,135819000.0,,,821329000.0,,,,,3360000.0,882189000.0,,,120676000.0,28647000.0,92029000.0,,2023-09-30
122222222.0,122222222.0,3632048000.0,4278756000.0,1043248000.0,5257034000.0,-840252000.0,1043248000.0,67463000.0,1045741000.0,3197159000.0,1045741000.0,1045741000.0,801297000.0,-84383000.0,356056000.0,244444000.0,244444000.0,5515701000.0,2261297000.0,2273000.0,46495000.0,2273000.0,2212529000.0,61111000.0,2151418000.0,46495000.0,3254404000.0,-1000.0,2066227000.0,6352000.0,2059875000.0,5587000.0,5687000.0,1129523000.0,228067000.0,1583000.0,152883000.0,746990000.0,6561442000.0,4147290000.0,29775000.0,95753000.0,348331000.0,112797000.0,112797000.0,2493000.0,2493000.0,3627820000.0,-5324105000.0,8951925000.0,7907000.0,94646000.0,7135045000.0,1136471000.0,577856000.0,0.0,2414152000.0,2175000.0,2483000.0,93856000.0,789817000.0,4619000.0,46753000.0,249749000.0,488696000.0,11907000.0,934669000.0,-92864000.0,1027533000.0,579245000.0,7619000.0,579245000.0,579245000.0,2023-03-31
