Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Accrued Expenses,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Stock
0.0,177517591.0,177517591.0,900500000.0,17402800000.0,66814600000.0,83227300000.0,58609700000.0,66814600000.0,4758000000.0,70582500000.0,72621900000.0,112120000000.0,41537500000.0,70582500000.0,70405000000.0,,,177500000.0,177500000.0,102810000000.0,9482100000.0,1700000.0,,,,2545100000.0,6434900000.0,4395500000.0,2039400000.0,336100000.0,93327900000.0,1675200000.0,10967900000.0,362500000.0,10605400000.0,396400000.0,75982600000.0,,,5700000.0,75976900000.0,214930000000.0,62992400000.0,987200000.0,,,61200000.0,,5148600000.0,5148600000.0,1216200000.0,177000000.0,1039200000.0,566500000.0,3767900000.0,757700000.0,3010200000.0,49825500000.0,,49825500000.0,4903100000.0,44922400000.0,,,,,151937600000.0,12941300000.0,,40200000.0,,,69483700000.0,,,,,13771500000.0,184400000.0,18346000000.0,,,37170500000.0,25426200000.0,11744300000.0,,,2024-03-31,
,177517591.0,177517591.0,,8782800000.0,62752700000.0,70655500000.0,54722800000.0,62752700000.0,4657900000.0,66530600000.0,68371300000.0,106442500000.0,39911900000.0,66530600000.0,66353100000.0,,,177500000.0,177500000.0,82537200000.0,8646300000.0,10600000.0,,,,2050700000.0,6144400000.0,4303700000.0,1840700000.0,322500000.0,73890900000.0,1252800000.0,2638400000.0,354200000.0,2284200000.0,386400000.0,65585900000.0,,,1372900000.0,64213000000.0,188979700000.0,60366000000.0,1630000000.0,,,,,4258900000.0,4258900000.0,1466400000.0,230600000.0,1235800000.0,559900000.0,3777900000.0,794500000.0,2983400000.0,47340100000.0,,47340100000.0,3917400000.0,43422700000.0,,,,,128613700000.0,12706800000.0,,,,,46920300000.0,,,,,14971600000.0,,16695300000.0,,,37319700000.0,24236800000.0,13082900000.0,,,2023-09-30,
,177517591.0,177517591.0,,16178400000.0,60253600000.0,72759000000.0,41221900000.0,60253600000.0,4267800000.0,60848400000.0,61957000000.0,95389900000.0,34541500000.0,60848400000.0,122400000.0,30066000000.0,5504100000.0,177500000.0,177500000.0,92394900000.0,7685400000.0,17400000.0,0.0,0.0,17400000.0,2123300000.0,5066100000.0,3957500000.0,1108600000.0,288800000.0,84709500000.0,457800000.0,11112300000.0,310300000.0,10802000000.0,1339000000.0,65900300000.0,536100000.0,263700000.0,571800000.0,64528700000.0,187784800000.0,61853400000.0,41200000.0,0.0,609100000.0,,0.0,4434300000.0,4434300000.0,1535400000.0,227200000.0,1308200000.0,308800000.0,594800000.0,427300000.0,167500000.0,43910300000.0,-30873300000.0,74783600000.0,5824900000.0,38085400000.0,49716300000.0,13091000000.0,6151400000.0,0.0,125931400000.0,68200000.0,40700000.0,0.0,267800000.0,4829700000.0,61948900000.0,328100000.0,33729900000.0,1641600000.0,26249300000.0,34740300000.0,,8119500000.0,-1765300000.0,9884800000.0,15916300000.0,1520400000.0,14395900000.0,13079800000.0,1316100000.0,2023-03-31,
