Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Interest Income,Interest Expense,Net Non Operating Interest Income Expense,Interest Expense Non Operating
0.0,0.4,314300000.0,140400000.0,31800000.0,459000000.0,314300000.0,282500000.0,140400000.0,140400000.0,731700000.0,,,,,140400000.0,140400000.0,0.0,140400000.0,140400000.0,140400000.0,-4900000.0,135500000.0,68200000.0,68600000.0,272700000.0,240900000.0,31800000.0,31800000.0,341300000.0,459000000.0,800300000.0,800300000.0,2024-03-31,,,,
0.0,0.197127,116200000.0,100600000.0,32400000.0,458500000.0,116200000.0,83800000.0,100600000.0,100600000.0,735400000.0,54086022.0,53227513.0,1.86,1.89,100600000.0,100600000.0,0.0,100600000.0,100600000.0,100600000.0,24700000.0,125300000.0,41500000.0,83800000.0,276900000.0,244500000.0,32400000.0,32400000.0,360700000.0,458500000.0,819200000.0,819200000.0,2023-12-31,,,,
0.0,0.038031,109700000.0,129000000.0,32500000.0,437700000.0,109700000.0,77200000.0,129000000.0,129000000.0,706400000.0,53305785.0,53086420.0,2.42,2.43,129000000.0,129000000.0,0.0,129000000.0,129000000.0,129000000.0,5100000.0,134100000.0,56900000.0,77200000.0,268700000.0,236200000.0,32500000.0,32500000.0,345900000.0,437700000.0,783600000.0,783600000.0,2023-09-30,,,,
0.0,0.039157,-150800000.0,-127600000.0,29300000.0,403400000.0,-150800000.0,-180100000.0,-127600000.0,-127600000.0,694500000.0,53166667.0,53166667.0,-2.401,-2.4,-127600000.0,-127600000.0,0.0,-127600000.0,-127600000.0,-127600000.0,-5200000.0,-132800000.0,47300000.0,-180100000.0,291100000.0,261800000.0,29300000.0,29300000.0,111000000.0,403400000.0,514400000.0,514400000.0,2023-06-30,,,,
0.0,0.324873,-154200000.0,-66500000.0,37300000.0,393800000.0,-154200000.0,-191500000.0,-66500000.0,-66500000.0,684200000.0,,,,,-66500000.0,-66500000.0,0.0,-66500000.0,-66500000.0,-66500000.0,-32000000.0,-98500000.0,-93300000.0,-191500000.0,290400000.0,-477800000.0,37300000.0,2000000.0,98900000.0,393800000.0,492700000.0,492700000.0,2023-03-31,,,,
,,,,,,,,,,,54647059.0,54647059.0,-1.7,-1.7,,,,,,,,,,,,,,,,,,,2022-12-31,,,,
0.0,0.162162,76500000.0,40300000.0,27900000.0,456800000.0,76500000.0,48600000.0,40300000.0,40300000.0,704900000.0,54459459.0,53733333.0,0.74,0.75,40300000.0,40300000.0,0.0,40300000.0,40300000.0,40300000.0,7800000.0,48100000.0,50600000.0,-2000000.0,248100000.0,220200000.0,27900000.0,27900000.0,246100000.0,456800000.0,702900000.0,702900000.0,2024-06-30 00:00:00,-500000.0,500000.0,-500000.0,500000.0
0.0,0.18146,82700000.0,41500000.0,31500000.0,498200000.0,82700000.0,51200000.0,41500000.0,41500000.0,735700000.0,55333333.0,53896104.0,0.75,0.77,41500000.0,41500000.0,0.0,41500000.0,41500000.0,41500000.0,9200000.0,50700000.0,52000000.0,-800000.0,237500000.0,206000000.0,31500000.0,31500000.0,236700000.0,498200000.0,734900000.0,734900000.0,2024-09-30 00:00:00,-500000.0,500000.0,-500000.0,500000.0
