Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,177010830.0,177010830.0,,200053000.0,7747581000.0,7947634000.0,5943955000.0,7747581000.0,,7747581000.0,7747581000.0,7747581000.0,7747581000.0,7393559000.0,,,354022000.0,354022000.0,687334000.0,39607000.0,1000.0,,,18585000.0,0.0,0.0,19060000.0,647727000.0,130157000.0,200053000.0,,200053000.0,,3123000.0,287858000.0,,,42872000.0,244986000.0,8434915000.0,1843253000.0,611824000.0,,57953000.0,,,,,1173476000.0,,1173476000.0,60047000.0,1113429000.0,,,,,6591682000.0,1684652000.0,,,1504315000.0,,,,416039000.0,,1926612000.0,1060064000.0,47777000.0,1012287000.0,,,2024-03-31
,170154184.0,170154184.0,63811000.0,573359000.0,4771371000.0,5344730000.0,3487646000.0,4771371000.0,,4771371000.0,4804947000.0,4771371000.0,4771371000.0,4431063000.0,,,340308000.0,340308000.0,1531748000.0,106312000.0,1282000.0,,,56824000.0,33576000.0,33576000.0,14630000.0,1425436000.0,588996000.0,539783000.0,,539783000.0,,1196000.0,245825000.0,,,57814000.0,188011000.0,6303119000.0,1390037000.0,238952000.0,,187049000.0,187049000.0,,,,964036000.0,,964036000.0,57590000.0,906446000.0,,,,,4913082000.0,867630000.0,,,1385461000.0,,,,316714000.0,0.0,1800155000.0,543122000.0,33574000.0,509548000.0,,,2023-09-30
,168684184.0,168684184.0,566887000.0,1067738000.0,4071125000.0,5138863000.0,3187232000.0,4071125000.0,0.0,4071125000.0,4162382000.0,4071125000.0,4071125000.0,960778000.0,2270589000.0,608113000.0,168684000.0,168684000.0,1563441000.0,150539000.0,1000.0,16894000.0,742000.0,41645000.0,91257000.0,91257000.0,16894000.0,1412902000.0,-1000.0,976481000.0,0.0,976481000.0,4247000.0,9876000.0,383456000.0,13322000.0,222000.0,83689000.0,286223000.0,5634566000.0,1034431000.0,1000.0,175114000.0,161688000.0,161688000.0,0.0,0.0,0.0,697628000.0,-254412000.0,952040000.0,44010000.0,79808000.0,562318000.0,158959000.0,106945000.0,0.0,4600134000.0,23420000.0,30559000.0,477931000.0,1677380000.0,15441000.0,591728000.0,1070211000.0,518608000.0,-41102000.0,1412487000.0,500851000.0,30559000.0,500851000.0,496411000.0,4440000.0,2023-03-31
