Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investments In Other Ventures Under Equity Method,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
110720000.0,110720000.0,825900000.0,19614600000.0,20733400000.0,10029800000.0,19614600000.0,645400000.0,20552900000.0,20616500000.0,20667800000.0,114900000.0,20552900000.0,19999300000.0,,,,553600000.0,553600000.0,7028400000.0,1325000000.0,3100000.0,,,221000000.0,604700000.0,541100000.0,63600000.0,496200000.0,5703400000.0,480000000.0,221200000.0,104300000.0,116900000.0,351100000.0,3702700000.0,,,79000000.0,3623700000.0,27696200000.0,11963000000.0,238700000.0,,40100000.0,2565400000.0,2565400000.0,146700000.0,,,,938300000.0,470400000.0,467900000.0,7896400000.0,,7896400000.0,1274600000.0,6621800000.0,,,,,15733200000.0,448900000.0,,,,4876100000.0,,,,,15400000.0,,3574600000.0,,,6818200000.0,6327200000.0,491000000.0,,,2024-03-31
110720000.0,110720000.0,646900000.0,17506400000.0,18598500000.0,9013900000.0,17506400000.0,490400000.0,18442000000.0,18473300000.0,18557000000.0,115000000.0,18442000000.0,17888400000.0,,,,553600000.0,553600000.0,6849200000.0,967500000.0,2900000.0,,,152100000.0,448600000.0,417300000.0,31300000.0,363900000.0,5881700000.0,477000000.0,198300000.0,73100000.0,125200000.0,289000000.0,3827800000.0,,,330800000.0,3497000000.0,25406200000.0,10510600000.0,290900000.0,,35700000.0,2133800000.0,2133800000.0,1500000.0,,1500000.0,,935600000.0,467700000.0,467900000.0,6950400000.0,,6950400000.0,1722900000.0,5227500000.0,,,,,14895600000.0,469200000.0,,,,4822700000.0,,,,,10700000.0,,3191400000.0,,,6401600000.0,5230800000.0,1170800000.0,,,2023-09-30
110720000.0,110720000.0,513645000.0,17107727000.0,18233502000.0,8628529000.0,17107727000.0,338231000.0,18058088000.0,18097606000.0,18168839000.0,110751000.0,18058088000.0,117614000.0,33534000.0,11704551000.0,279082000.0,553600000.0,553600000.0,5949020000.0,792513000.0,4200000.0,336351000.0,4202000.0,157425000.0,294535000.0,255017000.0,39518000.0,336400000.0,5156507000.0,322893000.0,219110000.0,83214000.0,135896000.0,246218000.0,3966393000.0,709520000.0,18229000.0,251050000.0,2987594000.0,24117859000.0,10332823000.0,-1000.0,613837000.0,58664000.0,2336472000.0,2336472000.0,85135000.0,83635000.0,85100000.0,1500000.0,950361000.0,482495000.0,467866000.0,6148557000.0,-3423099000.0,9571656000.0,1235324000.0,215983000.0,5120291000.0,2599871000.0,400187000.0,0.0,13785036000.0,498400000.0,0.0,21604000.0,525691000.0,4639431000.0,97605000.0,1472745000.0,931516000.0,2137565000.0,38639000.0,0.0,2802031000.0,-50964000.0,2852995000.0,5757640000.0,5361504000.0,396136000.0,260000000.0,136136000.0,2023-03-31
