Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Goodwill
499145736.0,499145736.0,302490000.0,23545550000.0,24420730000.0,18721570000.0,23545550000.0,297430000.0,24415670000.0,24415670000.0,24445420000.0,29750000.0,24415670000.0,19424210000.0,,,4991460000.0,4991460000.0,8687260000.0,680230000.0,258800000.0,236300000.0,185130000.0,185130000.0,,8007030000.0,531840000.0,117360000.0,112300000.0,5060000.0,,104260000.0,4305770000.0,,,5280000.0,4300490000.0,33132680000.0,6404080000.0,28400000.0,,7440000.0,71150000.0,71150000.0,870120000.0,870120000.0,4981880000.0,,4981880000.0,39670000.0,4942210000.0,,,,,26728600000.0,997950000.0,,,,6104120000.0,,,,,1812060000.0,7159130000.0,,,10655340000.0,10188980000.0,466360000.0,,,2024-03-31,
499145736.0,499145736.0,290650000.0,25026060000.0,25259790000.0,19972100000.0,25026060000.0,290650000.0,25259790000.0,25259790000.0,25259810000.0,20000.0,25259790000.0,20268330000.0,,,4991460000.0,4991460000.0,10022950000.0,567210000.0,,177690000.0,155690000.0,155690000.0,233830000.0,9455740000.0,541430000.0,134960000.0,134960000.0,,,82450000.0,4490940000.0,,,92230000.0,4398710000.0,35282760000.0,5854920000.0,35000000.0,,,215890000.0,215890000.0,233730000.0,233730000.0,5014260000.0,,5014260000.0,233540000.0,4780720000.0,,,,,29427840000.0,1054900000.0,,,,5616610000.0,,,,,6980000.0,8679450000.0,,,14069900000.0,13562770000.0,507130000.0,,,2023-09-30,
499145736.0,499145736.0,339720000.0,23602270000.0,23817800000.0,18545500000.0,23602270000.0,339720000.0,23817800000.0,23817800000.0,23817820000.0,20000.0,23817800000.0,18826340000.0,1675210000.0,2350600000.0,4991460000.0,4991460000.0,9873300000.0,539340000.0,225630000.0,136260000.0,177450000.0,177450000.0,,9333960000.0,512240000.0,162270000.0,162270000.0,,63070000.0,,5497430000.0,553360000.0,9570000.0,28380000.0,4906120000.0,33691120000.0,5811660000.0,250000.0,86900000.0,,359070000.0,359070000.0,215530000.0,215530000.0,4794400000.0,-2256790000.0,7051190000.0,534690000.0,171350000.0,3868980000.0,1483380000.0,992790000.0,0.0,27879460000.0,1261490000.0,15700000.0,13550000.0,1238840000.0,8886970000.0,419630000.0,4276870000.0,454620000.0,3735850000.0,268800000.0,9460620000.0,-879330000.0,10339950000.0,7994980000.0,7526070000.0,468910000.0,236800000.0,232110000.0,2023-03-31,
