Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Derivative Product Liabilities
399116175.0,399116175.0,28860000000.0,33760000000.0,16530000000.0,52480000000.0,-5370000000.0,16530000000.0,1510000000.0,20230000000.0,30140000000.0,20230000000.0,0.0,20230000000.0,19430000000.0,,,800000000.0,800000000.0,63080000000.0,11280000000.0,240000000.0,,,530000000.0,10460000000.0,550000000.0,9910000000.0,51800000000.0,320000000.0,23300000000.0,960000000.0,22340000000.0,470000000.0,390000000.0,21940000000.0,,,160000000.0,21780000000.0,83310000000.0,36880000000.0,1740000000.0,,1460000000.0,,960000000.0,,960000000.0,,,,3700000000.0,1420000000.0,2280000000.0,29010000000.0,,29010000000.0,620000000.0,28390000000.0,,,,,46430000000.0,4090000000.0,,0.0,,,8220000000.0,,,,12400000000.0,15980000000.0,,,5740000000.0,2350000000.0,3390000000.0,,,2024-03-31,,
399006502.0,399006502.0,32550000000.0,36890000000.0,17620000000.0,56670000000.0,-3200000000.0,17620000000.0,1580000000.0,21360000000.0,30900000000.0,21360000000.0,0.0,21360000000.0,20560000000.0,,,800000000.0,800000000.0,63180000000.0,11950000000.0,480000000.0,,,670000000.0,10760000000.0,1220000000.0,9540000000.0,51230000000.0,960000000.0,26130000000.0,360000000.0,25770000000.0,260000000.0,660000000.0,18670000000.0,,,260000000.0,18410000000.0,84540000000.0,36510000000.0,960000000.0,,1100000000.0,,1050000000.0,,1050000000.0,,,,3740000000.0,1510000000.0,2230000000.0,29630000000.0,,29630000000.0,1880000000.0,27750000000.0,,,,,48030000000.0,3800000000.0,,0.0,,,8710000000.0,,,,13350000000.0,15910000000.0,,,6260000000.0,3500000000.0,2760000000.0,,,2023-09-30,,
398500000.0,398500000.0,32170000000.0,38340000000.0,16990000000.0,57580000000.0,-3230000000.0,16990000000.0,1670000000.0,20910000000.0,30930000000.0,20950000000.0,40000000.0,20910000000.0,250000000.0,17770000000.0,360000000.0,800000000.0,800000000.0,67700000000.0,12410000000.0,440000000.0,70000000.0,30000000.0,540000000.0,11280000000.0,1260000000.0,10020000000.0,55290000000.0,610000000.0,27060000000.0,410000000.0,26650000000.0,290000000.0,660000000.0,24890000000.0,2270000000.0,50000000.0,1050000000.0,21520000000.0,88650000000.0,36590000000.0,10000000.0,1050000000.0,770000000.0,0.0,30000000.0,0.0,30000000.0,960000000.0,0.0,960000000.0,3920000000.0,1670000000.0,2250000000.0,29820000000.0,-21680000000.0,51500000000.0,1290000000.0,4210000000.0,37550000000.0,7090000000.0,1360000000.0,0.0,52060000000.0,10000000.0,70000000.0,100000000.0,50000000.0,4710000000.0,8320000000.0,4690000000.0,610000000.0,3020000000.0,14840000000.0,18220000000.0,-1520000000.0,19740000000.0,5740000000.0,1240000000.0,4500000000.0,0.0,4500000000.0,2023-03-31,,
