Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
60000000.0,60000000.0,193660000.0,297670000.0,1766120000.0,1991300000.0,1383580000.0,1766120000.0,80490000.0,1774120000.0,1833910000.0,1774120000.0,0.0,1774120000.0,1655360000.0,120000000.0,120000000.0,1192470000.0,164630000.0,37020000.0,127610000.0,67820000.0,59790000.0,1027840000.0,57330000.0,170060000.0,12670000.0,157390000.0,11280000.0,4100000.0,710780000.0,121960000.0,0.0,588820000.0,2966590000.0,555170000.0,2540000.0,27940000.0,4480000.0,50970000.0,4480000.0,3940000.0,8000000.0,8000000.0,457300000.0,-409820000.0,867120000.0,100180000.0,757500000.0,9440000.0,0.0,2411420000.0,940000.0,17620000.0,189450000.0,2130000.0,2130000.0,540350000.0,12290000.0,710580000.0,-8030000.0,718610000.0,938060000.0,914540000.0,23520000.0,0.0,23520000.0,2024-03-31
60000000.0,60000000.0,160630000.0,298140000.0,1450850000.0,1696760000.0,1135240000.0,1450850000.0,54630000.0,1453250000.0,1569560000.0,1453250000.0,0.0,1453250000.0,1453590000.0,600000.0,600000.0,1305360000.0,195330000.0,32530000.0,162800000.0,46490000.0,116310000.0,1110030000.0,42610000.0,135340000.0,8140000.0,127200000.0,12490000.0,2530000.0,827890000.0,116830000.0,28740000.0,682320000.0,2758610000.0,513340000.0,2360000.0,29660000.0,4480000.0,17230000.0,4480000.0,15130000.0,2400000.0,2400000.0,442080000.0,-363560000.0,805640000.0,68190000.0,731370000.0,6080000.0,0.0,2245270000.0,610000.0,52180000.0,324640000.0,2290000.0,2290000.0,534620000.0,0.0,760420000.0,-5920000.0,766340000.0,570510000.0,487630000.0,82880000.0,0.0,82880000.0,2023-09-30
