Ordinary Shares Number,Share Issued,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Current Liabilities,Other Current Liabilities,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
20360600.0,20360600.0,886505000.0,889647000.0,484466000.0,886505000.0,889647000.0,889647000.0,888367000.0,-1280000.0,889647000.0,699624000.0,88220000.0,101803000.0,101803000.0,86908000.0,6797000.0,-1000.0,1340000.0,5458000.0,0.0,80111000.0,25303000.0,22403000.0,32405000.0,32405000.0,975275000.0,410698000.0,10189000.0,11846000.0,14636000.0,0.0,,0.0,255381000.0,92594000.0,162787000.0,3142000.0,3142000.0,0.0,115504000.0,-216735000.0,332239000.0,0.0,95292000.0,161055000.0,63407000.0,12485000.0,0.0,564577000.0,1000.0,2073000.0,9206000.0,9206000.0,201245000.0,267115000.0,84937000.0,3000.0,84934000.0,0.0,84934000.0,2024-03-31
20360600.0,20360600.0,863394000.0,863394000.0,421261000.0,863394000.0,863394000.0,863394000.0,862721000.0,-673000.0,863394000.0,,,101803000.0,101803000.0,69924000.0,5245000.0,,,,,64679000.0,25058000.0,4102000.0,35519000.0,35519000.0,932645000.0,446705000.0,,,11736000.0,300599000.0,300599000.0,,,,,,,,134370000.0,,,,,,,,,485940000.0,17732000.0,,10729000.0,,173905000.0,271671000.0,11903000.0,3000.0,11900000.0,,11900000.0,2023-12-31
20360600.0,20360600.0,802204000.0,802204000.0,363158000.0,802204000.0,802204000.0,802204000.0,802266000.0,62000.0,802204000.0,,,101803000.0,101803000.0,85514000.0,4261000.0,,,,,81253000.0,36360000.0,2937000.0,41956000.0,41956000.0,887780000.0,443369000.0,180000.0,,13166000.0,289136000.0,289136000.0,,,,,,,,140887000.0,,,,,,,,,444411000.0,17458000.0,,13706000.0,,119883000.0,287765000.0,5599000.0,3000.0,5596000.0,,5596000.0,2023-09-30
20360600.0,20360600.0,738614000.0,738614000.0,369253000.0,738614000.0,738614000.0,738614000.0,738750000.0,136000.0,738614000.0,,,101803000.0,101803000.0,79859000.0,4505000.0,,,,,75354000.0,38790000.0,2373000.0,34191000.0,34191000.0,818609000.0,374002000.0,180000.0,,12665000.0,219859000.0,219859000.0,,,,,,,,141298000.0,,,,,,,,,444607000.0,16541000.0,,14932000.0,,137043000.0,241995000.0,34096000.0,,34096000.0,,34096000.0,2023-06-30
20360600.0,20360600.0,648445000.0,653193000.0,306929000.0,648445000.0,653193000.0,653193000.0,653369000.0,176000.0,653193000.0,463170000.0,88220000.0,101803000.0,101803000.0,84880000.0,2604000.0,-1000.0,913000.0,1692000.0,0.0,82276000.0,28243000.0,4719000.0,49314000.0,49314000.0,738249000.0,349043000.0,2000.0,11070000.0,11943000.0,0.0,,0.0,192594000.0,60594000.0,132000000.0,4748000.0,4748000.0,,128506000.0,-177993000.0,306499000.0,490000.0,93843000.0,149134000.0,63032000.0,,0.0,389205000.0,-2000.0,17000.0,6177000.0,6177000.0,145751000.0,143139000.0,94123000.0,2000.0,94121000.0,0.0,94121000.0,2023-03-31
,,,,,,,,,,,,,,,,,-89000.0,,,,,,,,,,,10998000.0,,,,,,,,,7360000.0,,,,,142068000.0,17619000.0,124449000.0,,,,,,,,,,,,,,,,,2022-12-31
20360600.0,20360600.0,960600000.0,960600000.0,541935000.0,960600000.0,960600000.0,960600000.0,959207000.0,-1393000.0,960600000.0,,,101803000.0,101803000.0,97556000.0,7125000.0,-1000.0,,,,90431000.0,24176000.0,5655000.0,60600000.0,60600000.0,1056763000.0,424397000.0,,,14454000.0,279577000.0,279577000.0,,,,,,,,130366000.0,,,,,,,,,632366000.0,23055000.0,,21268000.0,,247500000.0,268805000.0,71738000.0,3000.0,71735000.0,,71735000.0,2024-06-30 00:00:00
