Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Treasury Shares Number,Retained Earnings,Additional Paid In Capital,Current Provisions,Other Payable,Non Current Prepaid Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Raw Materials,Taxes Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
398511188.0,398511188.0,15414879000.0,15460997000.0,-6908429000.0,8552568000.0,-16025676000.0,-6908429000.0,0.0,-6908429000.0,-6556488000.0,-6908429000.0,-6908429000.0,-7705451000.0,797022000.0,797022000.0,18613938000.0,853018000.0,2736000.0,35700000.0,29184000.0,433457000.0,351941000.0,0.0,351941000.0,17760920000.0,452697000.0,15109056000.0,0.0,15109056000.0,4221000.0,1185458000.0,1185458000.0,11705509000.0,9970265000.0,6528000.0,37297000.0,37297000.0,5440000.0,3984195000.0,3984195000.0,225812000.0,3758383000.0,1735244000.0,188344000.0,827205000.0,141953000.0,509707000.0,68035000.0,21917000.0,46118000.0,2023-09-30,,,,,,,,,,,,,,,,,,
398511188.0,398511188.0,15102716000.0,15158759000.0,-6456794000.0,8701965000.0,-15640282000.0,-6456794000.0,0.0,-6456794000.0,-6104853000.0,-6456794000.0,-6456794000.0,-7253816000.0,797022000.0,797022000.0,18217778000.0,854771000.0,4981000.0,39699000.0,24464000.0,433686000.0,351941000.0,,351941000.0,17363007000.0,385537000.0,14806818000.0,0.0,14806818000.0,3760000.0,1212210000.0,1212210000.0,11760984000.0,10038259000.0,11940000.0,40027000.0,40027000.0,5591000.0,4011614000.0,4011614000.0,225812000.0,3785802000.0,1722725000.0,166350000.0,838502000.0,104217000.0,535867000.0,77789000.0,21746000.0,56043000.0,2023-03-31,,,,,,,,,,,,,,,,,,
398511188.0,398511188.0,1321131000.0,1408202000.0,275930000.0,1684132000.0,-2308408000.0,275930000.0,,275930000.0,647871000.0,275930000.0,275930000.0,,797022000.0,797022000.0,5146476000.0,623649000.0,1655000.0,31506000.0,23289000.0,195258000.0,371941000.0,,371941000.0,4522827000.0,1321931000.0,1036261000.0,,1036261000.0,651276000.0,1409911000.0,1312981000.0,5422406000.0,3207970000.0,,1151000.0,1151000.0,5290000.0,2077646000.0,3771635000.0,0.0,,2214419000.0,,583099000.0,1092021000.0,231619000.0,87071000.0,,87071000.0,2024-03-31 00:00:00,0.0,-4544514000.0,2959502000.0,117000.0,96930000.0,42657000.0,-1693989000.0,1634310000.0,600609000.0,1536716000.0,0.0,53505000.0,88519000.0,583099000.0,78585000.0,0.0,231619000.0,87071000.0
