Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Other Special Charges
0.0,0.164502,488830000.0,0.0,0.0,-517450000.0,1026580000.0,10551850000.0,488830000.0,-537750000.0,90680000.0,-19640000.0,95470000.0,-517450000.0,-517450000.0,16882160000.0,201940000.0,-517450000.0,-517450000.0,0.0,-517450000.0,-84830000.0,-432620000.0,-432880000.0,-85230000.0,-518110000.0,86610000.0,0.0,0.0,90680000.0,24430000.0,-19640000.0,95470000.0,-695400000.0,6330310000.0,1001890000.0,1026580000.0,274310000.0,752270000.0,2759320000.0,1172130000.0,1587190000.0,201940000.0,5634910000.0,10551850000.0,16186760000.0,16186760000.0,2024-03-31,,,,,
-36792000.0,0.3,759650000.0,-122640000.0,-122640000.0,-567070000.0,954930000.0,10291230000.0,637010000.0,-317920000.0,-379730000.0,379730000.0,,-481222000.0,-567070000.0,16983980000.0,,-567070000.0,-567070000.0,0.0,-567070000.0,189790000.0,-756860000.0,-756860000.0,59210000.0,-697650000.0,267970000.0,-122640000.0,,-379730000.0,,379730000.0,,-463250000.0,6692750000.0,4170210000.0,954930000.0,,954930000.0,,,,,6229500000.0,10291230000.0,16520730000.0,16520730000.0,2024-06-30 00:00:00,465241239.0,465241239.0,-1.218873,-1.218873,122640000.0
0.0,0.039799,42090000.0,0.0,0.0,-901290000.0,835580000.0,9044010000.0,42090000.0,-793490000.0,-356540000.0,356540000.0,,-901290000.0,-901290000.0,15061760000.0,,-901290000.0,-901290000.0,0.0,-901290000.0,202971000.0,-1104260000.0,-1104260000.0,-45770000.0,-1150030000.0,198940000.0,0.0,,-356540000.0,,356540000.0,,-992430000.0,6017750000.0,3588970000.0,835580000.0,,835580000.0,,,,,5025320000.0,9044010000.0,14069330000.0,14069330000.0,2023-06-30 00:00:00,519184169.0,519184169.0,-1.735974,-1.735974,
