Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
21850589.0,21850589.0,478600000.0,522500000.0,13640600000.0,14131100000.0,6205700000.0,13640600000.0,35200000.0,13643800000.0,13981800000.0,13643800000.0,13643800000.0,13425300000.0,,,218500000.0,218500000.0,3198700000.0,1458500000.0,124700000.0,,,818000000.0,367300000.0,29300000.0,338000000.0,122800000.0,1740200000.0,145700000.0,155200000.0,5900000.0,149300000.0,,40100000.0,1286200000.0,,,0.0,1286200000.0,16842500000.0,8896600000.0,97900000.0,,699200000.0,699200000.0,,3200000.0,3200000.0,8096300000.0,,8096300000.0,36500000.0,8059800000.0,,,,,7945900000.0,423000000.0,,,2692200000.0,,,,,13900000.0,1969900000.0,,,2846900000.0,2838200000.0,8700000.0,,2024-03-31
21850589.0,21850589.0,619200000.0,674500000.0,13226500000.0,13866800000.0,6274400000.0,13226500000.0,37900000.0,13230200000.0,13717200000.0,13230200000.0,13230200000.0,13011700000.0,,,218500000.0,218500000.0,2779300000.0,1515500000.0,113900000.0,,,733900000.0,519200000.0,32200000.0,487000000.0,122900000.0,1263800000.0,115600000.0,155300000.0,5700000.0,149600000.0,,36500000.0,828900000.0,,,3300000.0,825600000.0,16009500000.0,8471300000.0,110700000.0,,290000000.0,290000000.0,,3700000.0,3700000.0,8066900000.0,,8066900000.0,846400000.0,7220500000.0,,,,,7538200000.0,540800000.0,,,3012700000.0,,,,,,1331900000.0,,,2652800000.0,2635400000.0,17400000.0,,2023-09-30
21850589.0,21850589.0,610800000.0,678400000.0,13207900000.0,13854900000.0,6693400000.0,13207900000.0,40600000.0,13217100000.0,13704100000.0,13217100000.0,13217100000.0,12998600000.0,8578300000.0,341100000.0,218500000.0,218500000.0,3009000000.0,1498200000.0,58000000.0,119800000.0,36500000.0,721300000.0,522100000.0,35100000.0,487000000.0,15400000.0,1510800000.0,10700000.0,156300000.0,5500000.0,150800000.0,31900000.0,31900000.0,1156600000.0,56300000.0,19700000.0,3300000.0,1077300000.0,16226100000.0,8021900000.0,116800000.0,140400000.0,371300000.0,282600000.0,88700000.0,9200000.0,9200000.0,7501000000.0,-2968500000.0,10469500000.0,1061700000.0,6439300000.0,8190100000.0,1163400000.0,54300000.0,0.0,8204200000.0,11200000.0,33200000.0,51900000.0,2433600000.0,815900000.0,422600000.0,1195100000.0,305100000.0,,2170400000.0,-71400000.0,2241800000.0,3198800000.0,3171800000.0,27000000.0,27000000.0,2023-03-31
