Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Impairment Of Capital Assets,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-2377880000.0,0.4,68135400000.0,-5944700000.0,-5944700000.0,6114800000.0,25679500000.0,260909300000.0,62190700000.0,36511200000.0,-18422500000.0,18422500000.0,9681620000.0,6114800000.0,544132100000.0,,,,,6114800000.0,6114800000.0,0.0,6114800000.0,569200000.0,5545600000.0,5545600000.0,12543100000.0,18088700000.0,1759100000.0,-5796300000.0,-698600000.0,0.0,2608800000.0,3886100000.0,-18422500000.0,18422500000.0,40326800000.0,283222800000.0,198551500000.0,25679500000.0,25679500000.0,323549600000.0,260909300000.0,584458900000.0,584458900000.0,2024-03-31
-1002390000.0,0.3,65648600000.0,-3341300000.0,-3341300000.0,5133700000.0,24220400000.0,224465100000.0,62307300000.0,38086900000.0,-18807800000.0,18807800000.0,7472610000.0,5133700000.0,508857700000.0,12223095238.0,12223095238.0,0.42,0.42,5133700000.0,5133700000.0,0.0,5133700000.0,-87700000.0,5221400000.0,5221400000.0,14057700000.0,19279100000.0,2278900000.0,-3368000000.0,,0.0,0.0,3368000000.0,-18807800000.0,18807800000.0,38415300000.0,284392600000.0,200747300000.0,24220400000.0,24220400000.0,322807900000.0,224465100000.0,547273000000.0,547273000000.0,2023-12-31
-2334340131.380774,0.033836,45989500000.0,-68989000000.0,-68989000000.0,-61962400000.0,24798500000.0,259031300000.0,-22999500000.0,-47798000000.0,-19593900000.0,19593900000.0,4692259868.619226,-61962400000.0,533192400000.0,12221380671.0,12221380671.0,-5.07,-5.07,-61962400000.0,-61962400000.0,0.0,-61962400000.0,3149200000.0,-65111600000.0,-65111600000.0,-2280300000.0,-67391900000.0,2282300000.0,-68989000000.0,-48900000.0,0.0,32551100000.0,36486800000.0,-19593900000.0,19593900000.0,17879700000.0,274161100000.0,195944500000.0,24798500000.0,24798500000.0,292040800000.0,259031300000.0,551072100000.0,551072100000.0,2023-09-30
40260000.0,0.3,60794200000.0,134200000.0,134200000.0,6339500000.0,24123200000.0,274751700000.0,60928400000.0,36805200000.0,-18251500000.0,18251500000.0,6245560000.0,6339500000.0,562542400000.0,12191346154.0,12191346154.0,0.52,0.52,6339500000.0,6339500000.0,0.0,6339500000.0,1091000000.0,5248500000.0,5248500000.0,13305200000.0,18553700000.0,11768200000.0,134200000.0,-119600000.0,-199800000.0,0.0,185200000.0,-18251500000.0,18251500000.0,27615600000.0,287790700000.0,209152300000.0,24123200000.0,24123200000.0,315406300000.0,274751700000.0,590158000000.0,590158000000.0,2023-06-30
1573860000.0,0.3,69719600000.0,5246200000.0,5246200000.0,17048600000.0,23822100000.0,570549500000.0,74965800000.0,51143700000.0,-14479600000.0,17936000000.0,13376260000.0,17048600000.0,642421900000.0,,,,,17048600000.0,17048600000.0,0.0,17048600000.0,1386200000.0,15662400000.0,15662400000.0,17545300000.0,33207700000.0,43951700000.0,-28700000.0,327700000.0,0.0,-253700000.0,-45300000.0,-14479600000.0,17936000000.0,-2869700000.0,71872400000.0,-182517800000.0,23822100000.0,23822100000.0,69002700000.0,570549500000.0,639552200000.0,639552200000.0,2023-03-31
,,,,,,,,,,,,,,,12218901099.0,12218901099.0,-1.82,-1.82,,,,,,,,,,,,-714900000.0,,,,,,,,,,,,,,,2022-12-31
-1073790000.0,0.3,70468900000.0,-3579300000.0,-3579300000.0,9596100000.0,25354300000.0,224229700000.0,66889600000.0,41535300000.0,-17767100000.0,17767100000.0,12101610000.0,9596100000.0,502533100000.0,12462467532.0,12462467532.0,0.77,0.77,9596100000.0,9596100000.0,0.0,9596100000.0,410400000.0,9185700000.0,9185700000.0,14582500000.0,23768200000.0,2599100000.0,-3579300000.0,1749500000.0,0.0,,1829800000.0,-17767100000.0,17767100000.0,41590400000.0,278303400000.0,191870200000.0,25354300000.0,25354300000.0,319893800000.0,224229700000.0,544123500000.0,544123500000.0,2024-06-30 00:00:00
