Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.327273,79300000.0,,,14800000.0,52600000.0,1135000000.0,79300000.0,26700000.0,-4700000.0,4700000.0,14800000.0,14800000.0,1780100000.0,,,,,14800000.0,14800000.0,0.0,14800000.0,0.0,14800000.0,14800000.0,7200000.0,22000000.0,400000.0,,-4700000.0,4700000.0,-500000.0,645100000.0,410700000.0,52600000.0,52600000.0,35200000.0,35200000.0,644600000.0,1135000000.0,1779600000.0,1779600000.0,2024-03-31
0.0,0.260997,91700000.0,,,25200000.0,53300000.0,1185200000.0,91700000.0,38400000.0,-4300000.0,4300000.0,25200000.0,25200000.0,1887900000.0,24230769.0,24230769.0,1.04,1.04,25200000.0,25200000.0,0.0,25200000.0,0.0,25200000.0,25200000.0,8900000.0,34100000.0,2200000.0,,-4300000.0,4300000.0,36200000.0,702700000.0,421900000.0,53300000.0,53300000.0,69200000.0,69200000.0,738900000.0,1185200000.0,1924100000.0,1924100000.0,2023-12-31
0.0,0.257937,86400000.0,,,18700000.0,53400000.0,1223800000.0,86400000.0,33000000.0,-7800000.0,7800000.0,18700000.0,18700000.0,1974900000.0,24285714.0,24285714.0,0.77,0.77,18700000.0,18700000.0,0.0,18700000.0,0.0,18700000.0,18700000.0,6500000.0,25200000.0,500000.0,,-7800000.0,7800000.0,32500000.0,751100000.0,433200000.0,53400000.0,53400000.0,100000000.0,100000000.0,783600000.0,1223800000.0,2007400000.0,2007400000.0,2023-09-30
0.0,0.265372,126100000.0,,,45400000.0,52300000.0,1157300000.0,126100000.0,73800000.0,-12000000.0,12000000.0,45400000.0,45400000.0,1807600000.0,24278075.0,24148936.0,1.87,1.88,45400000.0,45400000.0,0.0,45400000.0,0.0,45400000.0,45400000.0,16400000.0,61800000.0,11700000.0,,-12000000.0,12000000.0,62100000.0,650300000.0,388000000.0,52300000.0,52300000.0,50700000.0,50700000.0,712400000.0,1157300000.0,1869700000.0,1869700000.0,2023-06-30
-1258040.500298,0.253127,137240000.0,-4970000.0,-4970000.0,50160000.0,55210000.0,1274990000.0,132270000.0,77060000.0,-8820000.0,9900000.0,53871959.499702,50160000.0,1932900000.0,,,,,50160000.0,50160000.0,0.0,50160000.0,0.0,50160000.0,50160000.0,17000000.0,67160000.0,400000.0,-5490000.0,-8820000.0,9900000.0,82400000.0,657910000.0,-389210000.0,55210000.0,55210000.0,661720000.0,572320000.0,740310000.0,1274990000.0,2015300000.0,2015300000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,24049296.0,24049296.0,2.84,2.84,,,,,,,,,,,0.0,,,,,,,,,,,,,,2022-12-31
0.0,0.285714,63800000.0,0.0,0.0,2000000.0,53600000.0,1137100000.0,63800000.0,10200000.0,-7400000.0,7400000.0,2000000.0,2000000.0,1795600000.0,25000000.0,25000000.0,0.08,0.08,2000000.0,2000000.0,0.0,2000000.0,0.0,2000000.0,2000000.0,800000.0,2800000.0,2800000.0,0.0,-7400000.0,7400000.0,7400000.0,658500000.0,391100000.0,53600000.0,53600000.0,55900000.0,55900000.0,665900000.0,1137100000.0,1803000000.0,1803000000.0,2024-06-30 00:00:00
