Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
17164821.0,17164821.0,129557000.0,8006117000.0,8086596000.0,4749886000.0,8006117000.0,49078000.0,8006117000.0,8086596000.0,8006846000.0,729000.0,8006117000.0,7834469000.0,,,171648000.0,171648000.0,1087272000.0,590639000.0,-1000.0,,7796000.0,426009000.0,116972000.0,36493000.0,80479000.0,27133000.0,496633000.0,178458000.0,,12585000.0,12585000.0,0.0,,33482000.0,136801000.0,,,6125000.0,130676000.0,9094118000.0,3847598000.0,15514000.0,,0.0,2555271000.0,2555271000.0,,82820000.0,1193993000.0,,1193993000.0,0.0,1193993000.0,,,,,5246519000.0,208415000.0,,,316885000.0,,,,257545000.0,0.0,1068279000.0,,,3395395000.0,3244547000.0,150848000.0,,2024-03-31
17164821.0,17164821.0,151800000.0,8223807000.0,8314586000.0,4586151000.0,8223807000.0,61021000.0,8223807000.0,8294340000.0,8225160000.0,1353000.0,8223807000.0,8052159000.0,,,171648000.0,171648000.0,779466000.0,159545000.0,1000.0,,8096000.0,0.0,118970000.0,48437000.0,70533000.0,19653000.0,619921000.0,86197000.0,,32830000.0,12584000.0,20246000.0,,30101000.0,248142000.0,,,62454000.0,185688000.0,9004626000.0,3798554000.0,40206000.0,,68686000.0,2515695000.0,2515695000.0,,26024000.0,1147943000.0,,1147943000.0,168565000.0,979378000.0,,,,,5206072000.0,247755000.0,,,418943000.0,,,,11065000.0,,1057430000.0,,,3470879000.0,3338403000.0,132476000.0,,2023-09-30
17164821.0,17164821.0,191711000.0,7509278000.0,7628286000.0,4211219000.0,7509278000.0,72703000.0,7509278000.0,7541331000.0,7510926000.0,1648000.0,7509278000.0,7337629000.0,5403336000.0,302659000.0,171648000.0,171648000.0,1463580000.0,135597000.0,-1000.0,22611000.0,20221000.0,0.0,92766000.0,60713000.0,32053000.0,22611000.0,1327983000.0,70184000.0,41158000.0,98945000.0,11990000.0,86955000.0,14034000.0,14034000.0,826652000.0,90931000.0,25625000.0,0.0,710096000.0,8974506000.0,3435304000.0,18914000.0,44834000.0,67649000.0,2137582000.0,1612252000.0,525330000.0,26026000.0,1159213000.0,-3321166000.0,4480379000.0,136104000.0,129459000.0,3018274000.0,467013000.0,729529000.0,0.0,5539202000.0,-1000.0,2022351000.0,130797000.0,1257672000.0,879121000.0,8995000.0,369556000.0,348499000.0,321392000.0,1489714000.0,-6729000.0,1496443000.0,290170000.0,22582000.0,267588000.0,267588000.0,2023-03-31
