Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Current Deferred Taxes Liabilities
15994212.0,15994212.0,73653000.0,3194905000.0,3355367000.0,1958483000.0,3194905000.0,58928000.0,3340642000.0,3340642000.0,3346121000.0,5479000.0,3340642000.0,3180700000.0,,,,159942000.0,159942000.0,994167000.0,222506000.0,12672000.0,,,79170000.0,50391000.0,50391000.0,0.0,80273000.0,771661000.0,88839000.0,23262000.0,8537000.0,14725000.0,,66805000.0,343714000.0,,,52285000.0,291429000.0,4340288000.0,1610144000.0,12274000.0,,16150000.0,16150000.0,,,145737000.0,29021000.0,116716000.0,1433831000.0,,1433831000.0,55986000.0,1377845000.0,,,,,2730144000.0,125780000.0,,,1008920000.0,,,,,5456000.0,0.0,810510000.0,,,779478000.0,591582000.0,187896000.0,,,2024-03-31,,
15994212.0,15994212.0,61938000.0,2935396000.0,3072239000.0,1933005000.0,2935396000.0,48968000.0,3059269000.0,3059269000.0,3072544000.0,13275000.0,3059269000.0,2899327000.0,,,,159942000.0,159942000.0,824538000.0,205309000.0,13201000.0,,,78437000.0,37430000.0,37430000.0,0.0,76241000.0,619229000.0,76967000.0,24508000.0,11538000.0,12970000.0,,77043000.0,253332000.0,,,17267000.0,236065000.0,3897082000.0,1344848000.0,8600000.0,,18795000.0,18795000.0,,,123873000.0,21704000.0,102169000.0,1187932000.0,,1187932000.0,82490000.0,1105442000.0,,,,,2552234000.0,124758000.0,,,835349000.0,,,,,3634000.0,0.0,742937000.0,,,845556000.0,775883000.0,69673000.0,,,2023-09-30,,
16331712.0,16331712.0,55380000.0,2822678000.0,2953430000.0,1845715000.0,2822678000.0,41695000.0,2939745000.0,2939745000.0,2952826000.0,13081000.0,2939745000.0,45135000.0,125347000.0,2008414000.0,517471000.0,163317000.0,163317000.0,787513000.0,203680000.0,6753000.0,76241000.0,6977000.0,83472000.0,30237000.0,30237000.0,0.0,76241000.0,583833000.0,73522000.0,25143000.0,11458000.0,13685000.0,11269000.0,55385000.0,418514000.0,187048000.0,15995000.0,0.0,215471000.0,3740339000.0,1310791000.0,9718000.0,18025000.0,1167000.0,1167000.0,7596000.0,7596000.0,117067000.0,14898000.0,102169000.0,1163900000.0,-792006000.0,1955906000.0,70537000.0,84407000.0,988471000.0,748658000.0,63833000.0,0.0,2429548000.0,128650000.0,48892000.0,135226000.0,766729000.0,566000.0,285286000.0,3038000.0,477839000.0,3323000.0,88438000.0,745730000.0,-15222000.0,760952000.0,641210000.0,520069000.0,121141000.0,50000000.0,71141000.0,2023-03-31,,
