Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.352043,68490000.0,39020000.0,2530000.0,8520020000.0,68490000.0,65960000.0,-5740000.0,5740000.0,39020000.0,39020000.0,8682190000.0,11116809.0,11116809.0,3.51,3.51,39020000.0,39020000.0,0.0,39020000.0,39020000.0,0.0,39020000.0,21200000.0,60220000.0,44380000.0,-5740000.0,5740000.0,21580000.0,162170000.0,159640000.0,2530000.0,2530000.0,183750000.0,8520020000.0,8703770000.0,8703770000.0,2023-09-30
0.0,0.298371,69760000.0,45220000.0,2060000.0,7720580000.0,69760000.0,67700000.0,-3250000.0,3250000.0,45220000.0,45220000.0,7885850000.0,11137931.0,11137931.0,4.06,4.06,45220000.0,45220000.0,0.0,45220000.0,45220000.0,0.0,45220000.0,19230000.0,64450000.0,31520000.0,-3250000.0,3250000.0,36180000.0,165270000.0,163210000.0,2060000.0,2060000.0,201450000.0,7720580000.0,7922030000.0,7922030000.0,2023-06-30
0.0,0.327081,81185000.0,51514000.0,2611000.0,6466377000.0,81185000.0,78574000.0,106599000.0,2021000.0,51514000.0,51514000.0,6567654000.0,,,,,51514000.0,51514000.0,0.0,51514000.0,51514000.0,0.0,51514000.0,25039000.0,76553000.0,-83797000.0,106599000.0,2021000.0,49891000.0,101277000.0,44586000.0,2611000.0,2611000.0,151168000.0,6466377000.0,6617545000.0,6617545000.0,2023-03-31
0.0,0.3,47552000.0,24110000.0,1504000.0,6102533000.0,47552000.0,46048000.0,-5526000.0,5526000.0,24110000.0,24110000.0,6276289000.0,11110599.0,11110599.0,2.17,2.17,24110000.0,24110000.0,0.0,24110000.0,24110000.0,0.0,24110000.0,16412000.0,40522000.0,29329000.0,-5526000.0,5526000.0,16719000.0,173756000.0,172252000.0,1504000.0,1504000.0,190475000.0,6102533000.0,6293008000.0,6293008000.0,2022-12-31
0.0,0.247997,56470000.0,35660000.0,1990000.0,4969670000.0,56470000.0,54480000.0,-7060000.0,7060000.0,35660000.0,35660000.0,5082980000.0,11143750.0,11143750.0,3.2,3.2,35660000.0,35660000.0,0.0,35660000.0,35660000.0,0.0,35660000.0,11760000.0,47420000.0,45000000.0,-7060000.0,7060000.0,9480000.0,113310000.0,111320000.0,1990000.0,1990000.0,122790000.0,4969670000.0,5092460000.0,5092460000.0,2024-06-30 00:00:00
