Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Finished Goods,Raw Materials,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
71198198.0,71198198.0,3896820000.0,9249920000.0,6273390000.0,10977920000.0,2833170000.0,6273390000.0,4803570000.0,6531570000.0,6665480000.0,6531570000.0,6531570000.0,6389170000.0,,,142400000.0,142400000.0,13034870000.0,4906110000.0,255030000.0,,,4590250000.0,4456340000.0,133910000.0,60830000.0,8128760000.0,1504170000.0,4659670000.0,347230000.0,4312440000.0,,36590000.0,1542690000.0,,0.0,1542690000.0,19566440000.0,8604310000.0,272840000.0,,187220000.0,553960000.0,553960000.0,,258180000.0,142710000.0,115470000.0,7223560000.0,,7223560000.0,142790000.0,7080770000.0,,,,,10961930000.0,980880000.0,0.0,,,,5928700000.0,,,,23610000.0,2969160000.0,,,1059580000.0,510050000.0,549530000.0,,2024-03-31
71199575.0,71199575.0,7343930000.0,12398970000.0,3561680000.0,11488240000.0,884950000.0,3561680000.0,4752840000.0,3842110000.0,4645760000.0,3842110000.0,3842110000.0,,3031650000.0,636680000.0,125440000.0,125440000.0,15575650000.0,5273530000.0,,60800000.0,1300000.0,5211430000.0,4407780000.0,803650000.0,60800000.0,10302120000.0,60000.0,7187540000.0,345060000.0,6842480000.0,28800000.0,28800000.0,1952440000.0,224620000.0,17980000.0,1709840000.0,19417760000.0,8230690000.0,,693530000.0,171580000.0,79440000.0,,79440000.0,280430000.0,164960000.0,115470000.0,6921770000.0,-1416630000.0,8338400000.0,19600000.0,4150450000.0,1931640000.0,2144740000.0,91970000.0,0.0,11187070000.0,,0.0,299190000.0,44950000.0,739950000.0,6746270000.0,-61360000.0,5916950000.0,890680000.0,,2996500000.0,-71550000.0,3068050000.0,360210000.0,58010000.0,302200000.0,302200000.0,2023-09-30
