Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
1390691.0,1292711137.0,1294101828.0,1550000000.0,5280000000.0,20320000000.0,42150000000.0,15590000000.0,20320000000.0,1450000000.0,38320000000.0,38320000000.0,41690000000.0,3370000000.0,38320000000.0,,,,,1290000000.0,1290000000.0,32520000000.0,8080000000.0,190000000.0,2790000000.0,1040000000.0,1040000000.0,0.0,10000000.0,24440000000.0,2110000000.0,4240000000.0,410000000.0,3830000000.0,790000000.0,70000000.0,16640000000.0,,,830000000.0,15810000000.0,74210000000.0,34180000000.0,400000000.0,,680000000.0,4430000000.0,,4430000000.0,,150000000.0,18000000000.0,9370000000.0,8630000000.0,9530000000.0,,9530000000.0,440000000.0,9090000000.0,,,,,40030000000.0,3780000000.0,,50000000.0,,,13360000000.0,,,,,60000000.0,20000000.0,10690000000.0,,,12070000000.0,9790000000.0,2280000000.0,,,2024-03-31
1385834.0,1292210654.0,1293596488.0,820000000.0,4930000000.0,24070000000.0,45600000000.0,20080000000.0,24070000000.0,1490000000.0,42160000000.0,42160000000.0,46050000000.0,3890000000.0,42160000000.0,,,,,1290000000.0,1290000000.0,35590000000.0,10320000000.0,240000000.0,2740000000.0,1050000000.0,1050000000.0,0.0,10000000.0,25270000000.0,2080000000.0,3880000000.0,440000000.0,3440000000.0,500000000.0,130000000.0,18270000000.0,,,1400000000.0,16870000000.0,81640000000.0,36290000000.0,490000000.0,,1170000000.0,6240000000.0,,6240000000.0,,150000000.0,18090000000.0,9180000000.0,8910000000.0,9430000000.0,,9430000000.0,640000000.0,8790000000.0,,,,,45350000000.0,2470000000.0,,50000000.0,,,12990000000.0,,,,,60000000.0,40000000.0,11660000000.0,,,18080000000.0,15460000000.0,2620000000.0,,,2023-09-30
1206777.0,1291877601.0,1293084378.0,2680000000.0,6080000000.0,23770000000.0,42740000000.0,13910000000.0,23770000000.0,1330000000.0,37990000000.0,38010000000.0,39560000000.0,1570000000.0,37990000000.0,-6810000000.0,600000000.0,35260000000.0,4960000000.0,1290000000.0,1290000000.0,29900000000.0,5610000000.0,200000000.0,1780000000.0,930000000.0,910000000.0,20000000.0,40000000.0,24290000000.0,2170000000.0,5150000000.0,420000000.0,4730000000.0,740000000.0,440000000.0,16280000000.0,880000000.0,10000000.0,870000000.0,14520000000.0,69460000000.0,31260000000.0,20000000.0,600000000.0,1460000000.0,5360000000.0,170000000.0,180000000.0,5010000000.0,160000000.0,14220000000.0,5600000000.0,8620000000.0,8750000000.0,-7310000000.0,16060000000.0,670000000.0,10000000.0,8220000000.0,6450000000.0,710000000.0,0.0,38200000000.0,-10000000.0,10000000.0,70000000.0,20000000.0,1610000000.0,12250000000.0,1160000000.0,4300000000.0,2150000000.0,4640000000.0,40000000.0,720000000.0,10150000000.0,-170000000.0,10320000000.0,13340000000.0,11270000000.0,2070000000.0,110000000.0,1960000000.0,2023-03-31
