Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,-57119000.0,-14733000.0,23000.0,14731000.0,-57119000.0,-57142000.0,-14733000.0,-14733000.0,20809000.0,,,,,-14733000.0,-14733000.0,0.0,-14733000.0,-14733000.0,-14733000.0,-42368000.0,-57101000.0,,-57142000.0,6078000.0,6055000.0,23000.0,23000.0,-51064000.0,14731000.0,-36333000.0,-36333000.0,2024-03-31
0.0,0.234465,383957000.0,293915000.0,23000.0,16329000.0,383957000.0,383934000.0,293915000.0,293915000.0,18836000.0,55247180.0,55247180.0,5.32,5.32,293915000.0,293915000.0,0.0,293915000.0,293915000.0,293915000.0,90019000.0,383934000.0,,383934000.0,2507000.0,2484000.0,23000.0,23000.0,386441000.0,16329000.0,402770000.0,402770000.0,2023-12-31
0.0,0.164726,18662000.0,15567000.0,25000.0,16654000.0,18662000.0,18637000.0,15567000.0,15567000.0,19844000.0,55596429.0,55596429.0,0.28,0.28,15567000.0,15567000.0,0.0,15567000.0,15567000.0,15567000.0,3070000.0,18637000.0,,18637000.0,3190000.0,3165000.0,25000.0,25000.0,21827000.0,16654000.0,38481000.0,38481000.0,2023-09-30
0.0,0.243149,829942000.0,628121000.0,28000.0,96709000.0,829942000.0,829914000.0,628121000.0,628121000.0,66311000.0,55243712.0,55243712.0,11.37,11.37,628121000.0,628121000.0,0.0,628121000.0,628121000.0,628121000.0,201793000.0,829914000.0,,829914000.0,-30398000.0,754000.0,28000.0,28000.0,799516000.0,96709000.0,896225000.0,896225000.0,2023-06-30
0.0,0.3,-137332000.0,-56308000.0,24000.0,149692000.0,-137332000.0,-137356000.0,-56308000.0,-56308000.0,47417000.0,,,,,-56308000.0,-56308000.0,0.0,-56308000.0,-56308000.0,-56308000.0,-96188000.0,-152496000.0,-5324000.0,-38095000.0,-102275000.0,-117375000.0,24000.0,-1000.0,-140370000.0,149692000.0,9322000.0,9322000.0,2023-03-31
,,,,,,,,,,,54994030.0,54994030.0,-0.67,-0.67,,,,,,,,,2000.0,,,,,,,,,,2022-12-31
0.0,0.3,-44530000.0,-18728000.0,22000.0,17670000.0,-44530000.0,-44552000.0,-18728000.0,-18728000.0,44552000.0,55082353.0,55082353.0,-0.34,-0.34,-18728000.0,-18728000.0,0.0,-18728000.0,-18728000.0,-18728000.0,-25824000.0,-44552000.0,,-44552000.0,26882000.0,26860000.0,22000.0,22000.0,-17670000.0,17670000.0,0.0,0.0,2024-06-30 00:00:00
