Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Pensionand Other Post Retirement Benefit Plans Current
4816446.0,4816446.0,6210300000.0,6221600000.0,3204900000.0,9432600000.0,-742400000.0,3204900000.0,3211000000.0,3211000000.0,3211000000.0,3211000000.0,3162800000.0,,48200000.0,48200000.0,7968600000.0,15800000.0,-100000.0,,0.0,15900000.0,7952800000.0,61400000.0,6221600000.0,6221600000.0,22200000.0,1119600000.0,,,1119600000.0,11179600000.0,3969300000.0,271200000.0,,38400000.0,325100000.0,,,,,15200000.0,6100000.0,6100000.0,3313300000.0,,3313300000.0,0.0,3313300000.0,,,,,7210400000.0,812600000.0,,,4155900000.0,,,,,,1584900000.0,,,657000000.0,645700000.0,11300000.0,,2024-03-31,
4816446.0,4816446.0,6331200000.0,6338800000.0,3346800000.0,9691700000.0,-760100000.0,3346800000.0,3352900000.0,3352900000.0,3352900000.0,3352900000.0,3304700000.0,,48200000.0,48200000.0,8560200000.0,13000000.0,,,0.0,13000000.0,8547200000.0,117700000.0,6338800000.0,6338800000.0,7300000.0,1498700000.0,,,1498700000.0,11913100000.0,4126100000.0,271200000.0,,66000000.0,372400000.0,,,,,15300000.0,6100000.0,6100000.0,3395100000.0,,3395100000.0,13000000.0,3382100000.0,,,,,7787100000.0,868200000.0,,,4641500000.0,,,,,,1884200000.0,,,393200000.0,385600000.0,7600000.0,,2023-12-31,
4816446.0,4816446.0,6513300000.0,6574400000.0,3369400000.0,9948500000.0,-672500000.0,3369400000.0,3374100000.0,3374100000.0,3374100000.0,3374100000.0,3325900000.0,,48200000.0,48200000.0,9284600000.0,13000000.0,,,0.0,13000000.0,9271600000.0,156100000.0,6574400000.0,6574400000.0,5600000.0,1903000000.0,,,1903000000.0,12658700000.0,4059600000.0,279200000.0,,12800000.0,323700000.0,,,,,15400000.0,4700000.0,4700000.0,3423800000.0,,3423800000.0,7100000.0,3416700000.0,,,,,8599100000.0,1049300000.0,,,4830300000.0,,,,,,2234600000.0,,,484900000.0,423800000.0,61100000.0,,2023-09-30,
4816446.0,4816446.0,6588147900.0,6622661900.0,3597488000.0,10225350900.0,-277534000.0,3597488000.0,3602689000.0,3602689000.0,3602689000.0,3602689000.0,3554500000.0,2649352000.0,48164000.0,48164000.0,9345981000.0,136744000.0,100000.0,13014000.0,123730000.0,13000000.0,9209237000.0,18048100.0,6622661900.0,6622661900.0,12079000.0,2508561000.0,813745000.0,0.0,1694816000.0,12948670000.0,4016967000.0,-3000.0,387714000.0,,4877000.0,10000.0,4867000.0,285535000.0,285535000.0,27029000.0,5201000.0,5201000.0,3306614000.0,-3047333000.0,6353947000.0,30990000.0,183182000.0,4685333000.0,1313745000.0,140697000.0,0.0,8931703000.0,1000.0,176926000.0,628599000.0,5216197000.0,1840109000.0,1080831000.0,2295257000.0,164911000.0,653319000.0,2057021000.0,-12909000.0,2069930000.0,34729000.0,215000.0,34514000.0,34514000.0,2023-03-31,
