Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Selling General And Administration,Selling And Marketing Expense
0.0,0.251405,3350390000.0,0.0,0.0,1375980000.0,735570000.0,38736910000.0,3350390000.0,2614820000.0,-778140000.0,778140000.0,1375980000.0,1375980000.0,43022470000.0,,,,,1375980000.0,1375980000.0,0.0,1375980000.0,1050000.0,1374930000.0,1374930000.0,461750000.0,1836680000.0,287990000.0,0.0,-778140000.0,778140000.0,2326830000.0,4285560000.0,1951560000.0,735570000.0,735570000.0,6612390000.0,38736910000.0,45349300000.0,45349300000.0,2024-03-31,,
0.0,0.243897,3899460000.0,0.0,0.0,1806130000.0,697310000.0,44616220000.0,3899460000.0,3202150000.0,-816630000.0,816630000.0,1806130000.0,1806130000.0,49229930000.0,1032074286.0,1032074286.0,1.75,1.75,1806130000.0,1806130000.0,0.0,1806130000.0,2430000.0,1803700000.0,1803700000.0,581820000.0,2385520000.0,201310000.0,0.0,-816630000.0,816630000.0,3000840000.0,4613710000.0,2355420000.0,697310000.0,697310000.0,7614550000.0,44616220000.0,52230770000.0,52230770000.0,2023-12-31,,
0.0,0.242907,3267890000.0,0.0,0.0,1352470000.0,669420000.0,37839830000.0,3267890000.0,2598470000.0,-817050000.0,817050000.0,1352470000.0,1352470000.0,41678190000.0,1032419847.0,1032419847.0,1.31,1.31,1352470000.0,1352470000.0,0.0,1352470000.0,3770000.0,1348700000.0,1348700000.0,432720000.0,1781420000.0,131290000.0,0.0,-817050000.0,817050000.0,2467180000.0,3838360000.0,1679030000.0,669420000.0,669420000.0,6305540000.0,37839830000.0,44145370000.0,44145370000.0,2023-09-30,,
0.0,0.238301,3345930000.0,0.0,0.0,1438880000.0,640710000.0,37152970000.0,3345930000.0,2705220000.0,-820590000.0,820590000.0,1438880000.0,1438880000.0,41168680000.0,1027771429.0,1027771429.0,1.4,1.4,1438880000.0,1438880000.0,0.0,1438880000.0,3360000.0,1435520000.0,1435520000.0,449110000.0,1884630000.0,116480000.0,0.0,-820590000.0,820590000.0,2588740000.0,4015710000.0,1960660000.0,640710000.0,640710000.0,6604450000.0,37152970000.0,43757420000.0,43757420000.0,2023-06-30,,
0.0,0.262938,2220940000.0,,,700880000.0,632010000.0,28487910000.0,2220940000.0,1588930000.0,-1038380000.0,641940000.0,700880000.0,700880000.0,31177400000.0,,,,,700880000.0,700880000.0,0.0,700880000.0,2890000.0,697990000.0,697990000.0,249000000.0,946990000.0,-103120000.0,,-1038380000.0,641940000.0,2176250000.0,2689490000.0,-2911950000.0,632010000.0,592470000.0,4865740000.0,28487910000.0,33353650000.0,33353650000.0,2023-03-31,,
,,,0.0,0.0,,,,,,,,,,,1032611111.0,1032611111.0,1.44,1.44,,,,,,,,,,,0.0,,,,,,,,,,,,2022-12-31,,
0.0,0.252359,3981850000.0,0.0,0.0,1777650000.0,754690000.0,47419380000.0,3981850000.0,3227160000.0,-852250000.0,852250000.0,1777650000.0,1777650000.0,52349210000.0,1033517442.0,1027543353.0,1.72,1.73,1777650000.0,1777650000.0,0.0,1777650000.0,2070000.0,1775580000.0,1775580000.0,599330000.0,2374910000.0,221580000.0,0.0,-852250000.0,852250000.0,3005580000.0,4929830000.0,1345120000.0,754690000.0,754690000.0,7935410000.0,47419380000.0,55354790000.0,55354790000.0,2024-06-30 00:00:00,1105700000.0,1105700000.0
