Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number
162446152.0,162446152.0,29010000000.0,40090000000.0,41640000000.0,90480000000.0,34920000000.0,41640000000.0,990000000.0,51380000000.0,65860000000.0,51130000000.0,-250000000.0,51380000000.0,51060000000.0,,,320000000.0,320000000.0,169250000000.0,21380000000.0,240000000.0,,1160000000.0,,230000000.0,14940000000.0,460000000.0,14480000000.0,520000000.0,147870000000.0,46370000000.0,,25150000000.0,530000000.0,24620000000.0,4700000000.0,58990000000.0,,,440000000.0,58550000000.0,220380000000.0,37590000000.0,1380000000.0,,1880000000.0,1950000000.0,1950000000.0,,,,,9740000000.0,7900000000.0,1840000000.0,21320000000.0,,21320000000.0,330000000.0,20990000000.0,,,,,182790000000.0,83800000000.0,10190000000.0,,,13530000000.0,,,,630000000.0,1610000000.0,58050000000.0,,,14980000000.0,4890000000.0,10090000000.0,,,2024-03-31,
162446152.0,162446152.0,33460000000.0,39680000000.0,38360000000.0,87050000000.0,32030000000.0,38360000000.0,970000000.0,48340000000.0,61320000000.0,48020000000.0,-320000000.0,48340000000.0,48020000000.0,,,320000000.0,320000000.0,157770000000.0,21210000000.0,1630000000.0,,1350000000.0,,340000000.0,13430000000.0,450000000.0,12980000000.0,350000000.0,136560000000.0,45320000000.0,,26250000000.0,520000000.0,25730000000.0,5020000000.0,47430000000.0,,,70000000.0,47360000000.0,205790000000.0,37200000000.0,1200000000.0,,1460000000.0,1830000000.0,1830000000.0,,,,,9980000000.0,8170000000.0,1810000000.0,20800000000.0,,20800000000.0,140000000.0,20660000000.0,,,,,168590000000.0,84260000000.0,10300000000.0,,,13470000000.0,,,,1030000000.0,1750000000.0,47430000000.0,,,10350000000.0,5100000000.0,5250000000.0,,,2023-09-30,
162446152.0,162446152.0,27260300000.0,37861300000.0,36831300000.0,84030800000.0,31512300000.0,36831300000.0,1036700000.0,47206200000.0,59354500000.0,46938600000.0,-267600000.0,47206200000.0,46880000000.0,33029700000.0,6937700000.0,324900000.0,324900000.0,148869900000.0,22869700000.0,413000000.0,0.0,1614000000.0,2852100000.0,602100000.0,12696300000.0,548000000.0,12148300000.0,760500000.0,126000200000.0,2452000000.0,1219000000.0,25165000000.0,488700000.0,24676300000.0,4166000000.0,51796400000.0,2751200000.0,6800000.0,1220000000.0,49038400000.0,195808500000.0,38296000000.0,1270000000.0,1402400000.0,1784300000.0,473500000.0,458000000.0,15500000.0,0.0,0.0,0.0,10374900000.0,8538800000.0,1836100000.0,22058700000.0,-12010700000.0,34069400000.0,1189300000.0,168600000.0,21802200000.0,9168700000.0,1740600000.0,0.0,157512500000.0,6900000.0,10226400000.0,2329600000.0,7114700000.0,12284700000.0,2205400000.0,515700000.0,9563600000.0,55181400000.0,6530200000.0,52512500000.0,-1147800000.0,53660300000.0,11326100000.0,1761800000.0,9564300000.0,95500000.0,9468800000.0,2023-03-31,
