Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,1272126621.0,1272126621.0,180478000.0,1248743000.0,16534338000.0,17745840000.0,4794522000.0,16534338000.0,150038000.0,16647135000.0,16693662000.0,20479225000.0,3832090000.0,16647135000.0,31468000.0,-417609000.0,3424438000.0,1272126000.0,1272126000.0,3581254000.0,253580000.0,8232000.0,56467000.0,19414000.0,169467000.0,122940000.0,46527000.0,56467000.0,3327674000.0,3238000.0,13028000.0,1079276000.0,27098000.0,1052178000.0,8220000.0,32031000.0,1534325000.0,1238377000.0,3485000.0,,292463000.0,24060479000.0,15938283000.0,3000.0,2098632000.0,97346000.0,12291102000.0,,12291102000.0,,,195612000.0,112797000.0,9598000.0,103199000.0,888982000.0,-343744000.0,1232726000.0,106466000.0,150448000.0,815779000.0,118920000.0,41113000.0,0.0,8122196000.0,-1000.0,350463000.0,1592400000.0,2191798000.0,179291000.0,411668000.0,1233859000.0,366980000.0,723789000.0,90009000.0,1564490000.0,0.0,1564490000.0,1609248000.0,691021000.0,918227000.0,892812000.0,25415000.0,2024-03-31
,1272126621.0,1272126621.0,1820000.0,388755000.0,14376722000.0,14617593000.0,2351021000.0,14376722000.0,157482000.0,14386320000.0,14390100000.0,15840968000.0,1454648000.0,14386320000.0,13114194000.0,,,1272126000.0,1272126000.0,2210616000.0,176167000.0,-51000.0,,,135720000.0,131940000.0,3780000.0,40498000.0,2034449000.0,1470723000.0,,253035000.0,25542000.0,227493000.0,,43467000.0,252370000.0,,,,252370000.0,18051584000.0,13666115000.0,1124463000.0,,45232000.0,11841848000.0,,11841848000.0,,,,9598000.0,,,644974000.0,,644974000.0,274031000.0,370943000.0,,,,,4385470000.0,1075127000.0,,,1916341000.0,,,,,205500000.0,37193000.0,353970000.0,,,797339000.0,567886000.0,229453000.0,,,2023-09-30
,1272126621.0,1272126621.0,632607000.0,699205000.0,10171783000.0,10822543000.0,1782459000.0,10171783000.0,58043000.0,10181381000.0,10185646000.0,11033336000.0,851955000.0,10181381000.0,71664000.0,-131933000.0,3010710000.0,1272126000.0,1272126000.0,1940763000.0,93357000.0,2000.0,39394000.0,,53963000.0,49698000.0,4265000.0,39394000.0,1847406000.0,2000.0,0.0,645242000.0,8345000.0,636897000.0,7672000.0,26784000.0,250807000.0,1628000.0,192000.0,0.0,248987000.0,12974099000.0,9344234000.0,-2000.0,6004000.0,10751000.0,6229397000.0,32500000.0,6229397000.0,362000.0,362000.0,0.0,9598000.0,9598000.0,0.0,579360000.0,-317328000.0,896688000.0,255531000.0,53045000.0,435663000.0,111336000.0,41113000.0,0.0,3629865000.0,963024000.0,74602000.0,958643000.0,1220501000.0,172414000.0,74702000.0,801915000.0,171470000.0,535487000.0,95394000.0,393189000.0,0.0,393189000.0,352049000.0,343494000.0,8555000.0,1892000.0,6663000.0,2023-03-31
