Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Other Payable,Dividends Payable,Non Current Prepaid Assets,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Cash Financial,Other Inventories,Cash Equivalents
12591253.0,12591253.0,898815000.0,1029820000.0,3470698000.0,4578376000.0,1731403000.0,3470698000.0,23888000.0,3572444000.0,3602444000.0,3572444000.0,3572444000.0,3446334000.0,126110000.0,126110000.0,1244819000.0,44618000.0,1069000.0,36669000.0,6669000.0,30000000.0,6880000.0,1200201000.0,83781000.0,993151000.0,17219000.0,975932000.0,17143000.0,103205000.0,103205000.0,4817263000.0,1885659000.0,85132000.0,50631000.0,38675000.0,38675000.0,101746000.0,5200000.0,96546000.0,1609475000.0,1609475000.0,88973000.0,1520502000.0,2931604000.0,281292000.0,0.0,1295238000.0,1044841000.0,310233000.0,203116000.0,107117000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,
11624780.0,11624780.0,1961178000.0,2050393000.0,2573029000.0,4655570000.0,1038929000.0,2573029000.0,82177000.0,2687354000.0,2737354000.0,2687354000.0,2687354000.0,2571106000.0,116248000.0,116248000.0,2296889000.0,127977000.0,1732000.0,120208000.0,70208000.0,50000000.0,6037000.0,2168912000.0,162837000.0,1930185000.0,11969000.0,1918216000.0,12668000.0,62018000.0,62018000.0,4984243000.0,1776402000.0,910000.0,37780000.0,37559000.0,37559000.0,114325000.0,17779000.0,96546000.0,1585828000.0,1585828000.0,158053000.0,1427775000.0,3207841000.0,302703000.0,500000.0,1864413000.0,1029271000.0,10954000.0,3916000.0,7038000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,
11624780.0,11624780.0,1463685000.0,1558140000.0,2544917000.0,4117861000.0,1075553000.0,2544917000.0,87864000.0,2647585000.0,2707387000.0,2647585000.0,2647585000.0,2531337000.0,116248000.0,116248000.0,2083026000.0,144063000.0,1732000.0,136294000.0,76492000.0,59802000.0,6037000.0,1938963000.0,418419000.0,1421846000.0,11372000.0,1410474000.0,3216000.0,92953000.0,92953000.0,4730611000.0,1716095000.0,39624000.0,39076000.0,38473000.0,38473000.0,102668000.0,6122000.0,96546000.0,1496254000.0,1496254000.0,116673000.0,1379581000.0,3014516000.0,356231000.0,1900000.0,1608239000.0,1040351000.0,7795000.0,1204000.0,6591000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,
26050358.0,26050358.0,1452083000.0,1469982000.0,3841747000.0,5397703000.0,1664283000.0,3841747000.0,15303000.0,3943024000.0,3973024000.0,3943024000.0,3943024000.0,3812772000.0,130252000.0,130252000.0,1765853000.0,37461000.0,738000.0,30000000.0,0.0,30000000.0,6723000.0,1728392000.0,20921000.0,1439982000.0,15303000.0,1424679000.0,115570000.0,134709000.0,134709000.0,5708877000.0,2316202000.0,58410000.0,47807000.0,38615000.0,38615000.0,101277000.0,4731000.0,96546000.0,2070093000.0,2070093000.0,449041000.0,1621052000.0,3392675000.0,518160000.0,,1423702000.0,1365020000.0,85793000.0,83197000.0,2596000.0,2024-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
