Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
971912408.0,971912408.0,1697800000.0,12989500000.0,28255200000.0,95577600000.0,4574700000.0,28255200000.0,1493300000.0,84081400000.0,94689700000.0,84081400000.0,84081400000.0,74362300000.0,,,9719100000.0,9719100000.0,35918000000.0,23430900000.0,2244500000.0,,,,5146500000.0,11884700000.0,1276400000.0,10608300000.0,754700000.0,12487100000.0,1180100000.0,,1104800000.0,216900000.0,887900000.0,,611500000.0,6774700000.0,,6774700000.0,119999400000.0,102937600000.0,3645200000.0,,2322600000.0,2322600000.0,630300000.0,55826200000.0,26301500000.0,29524700000.0,36910800000.0,,36910800000.0,4452500000.0,32458300000.0,,,,,17061800000.0,191200000.0,,,798400000.0,,,39200000.0,4626900000.0,,,11406100000.0,1607700000.0,9798400000.0,,,2024-03-31
971580320.0,971580320.0,,6601900000.0,27886500000.0,83758400000.0,12316700000.0,27886500000.0,1303700000.0,78460200000.0,83235500000.0,78460200000.0,78460200000.0,,,,9715800000.0,9715800000.0,28103100000.0,16762800000.0,2182700000.0,,,,4665900000.0,5875800000.0,1100500000.0,4775300000.0,687000000.0,11340300000.0,963100000.0,,726100000.0,203200000.0,522900000.0,,609100000.0,6030300000.0,,6030300000.0,106563300000.0,82906300000.0,3662300000.0,,2083400000.0,2083400000.0,,50573700000.0,26027100000.0,24546600000.0,23223100000.0,,23223100000.0,2536600000.0,20686500000.0,,,,,23657000000.0,214900000.0,,,715600000.0,,,166700000.0,4303700000.0,,,18256100000.0,2440300000.0,15815800000.0,,,2023-09-30
970922825.0,970922825.0,5220700000.0,9082500000.0,23441000000.0,79744100000.0,8975000000.0,23441000000.0,3434300000.0,74095900000.0,79061700000.0,74095900000.0,74095900000.0,416300000.0,12340600000.0,51580300000.0,9709200000.0,9709200000.0,26922600000.0,16466900000.0,2383300000.0,812400000.0,604800000.0,117300000.0,4371300000.0,8177800000.0,3212000000.0,4965800000.0,604800000.0,10455700000.0,60100000.0,26800000.0,904700000.0,222300000.0,682400000.0,456900000.0,483700000.0,6796100000.0,1361500000.0,5434600000.0,101018500000.0,81587800000.0,100000.0,4334300000.0,5100000.0,5100000.0,,50654900000.0,26108300000.0,24546600000.0,22256300000.0,-7357300000.0,29613600000.0,2065500000.0,9052500000.0,4737600000.0,7839600000.0,5918400000.0,0.0,19430700000.0,163300000.0,1902000000.0,290100000.0,762300000.0,762300000.0,336400000.0,157800000.0,3361200000.0,-269400000.0,3630600000.0,12778700000.0,12351200000.0,427500000.0,88600000.0,338900000.0,2023-03-31
