Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
82888580.0,82888580.0,693503000.0,702345000.0,2783902000.0,3478993000.0,1274674000.0,2783902000.0,8187000.0,2784835000.0,2784835000.0,2784835000.0,2784835000.0,1955949000.0,,,828886000.0,828886000.0,2040996000.0,365145000.0,357706000.0,7439000.0,7439000.0,,1675851000.0,45626000.0,,694906000.0,748000.0,694158000.0,,43381000.0,870259000.0,,,0.0,870259000.0,4825831000.0,1875306000.0,2115000.0,,141797000.0,141797000.0,10320000.0,933000.0,933000.0,1629774000.0,,1629774000.0,2676000.0,1627098000.0,,,,,2950525000.0,72410000.0,,,1677343000.0,,,,,2000000.0,218359000.0,980413000.0,979758000.0,655000.0,,,2024-03-31
82888580.0,82888580.0,88548000.0,190675000.0,2764326000.0,2946890000.0,1333278000.0,2764326000.0,8540000.0,2764755000.0,2764755000.0,2764755000.0,2764755000.0,1935869000.0,,,828886000.0,828886000.0,1305656000.0,333244000.0,324914000.0,8330000.0,8330000.0,,972412000.0,67427000.0,115662000.0,182345000.0,210000.0,182135000.0,,93802000.0,504168000.0,,,,504168000.0,4070411000.0,1764721000.0,15478000.0,,10057000.0,10057000.0,10438000.0,429000.0,429000.0,1606609000.0,,1606609000.0,49628000.0,1556981000.0,,,,,2305690000.0,115625000.0,,,1234769000.0,,,,,,70995000.0,884301000.0,790714000.0,93587000.0,,,2023-09-30
82888580.0,82888580.0,374473000.0,385001000.0,2575069000.0,2951771000.0,1116071000.0,2575069000.0,8831000.0,2575601000.0,2575601000.0,2575601000.0,2575601000.0,1746715000.0,1413855000.0,140000000.0,828886000.0,828886000.0,1742736000.0,315404000.0,307218000.0,8186000.0,8186000.0,0.0,1427332000.0,31923000.0,,376815000.0,645000.0,376170000.0,31253000.0,78202000.0,883630000.0,14549000.0,877000.0,13895000.0,854309000.0,4318337000.0,1774934000.0,3274000.0,13200000.0,9926000.0,9926000.0,10556000.0,532000.0,532000.0,1598858000.0,-941764000.0,2540622000.0,87970000.0,9724000.0,2105475000.0,298322000.0,39131000.0,0.0,2543403000.0,63401000.0,942000.0,121275000.0,1355968000.0,1189165000.0,55488000.0,111315000.0,61071000.0,,282364000.0,721783000.0,720086000.0,1697000.0,1190000.0,507000.0,2023-03-31
