Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
49572490.0,49572490.0,11729001000.0,11876669000.0,14172637000.0,26066875000.0,12581802000.0,14172637000.0,14190206000.0,24935373000.0,14190206000.0,14190206000.0,14091060000.0,,99146000.0,99146000.0,14812722000.0,11765308000.0,-1000.0,,,76498000.0,10745167000.0,10745167000.0,943644000.0,3047414000.0,49085000.0,1131502000.0,1131502000.0,21190000.0,583006000.0,,,10335000.0,572671000.0,29002928000.0,13373822000.0,234116000.0,,,130256000.0,,36720000.0,36720000.0,,1094666000.0,17569000.0,,,923722000.0,,923722000.0,130523000.0,793199000.0,,,,,15629216000.0,189796000.0,1400365000.0,1185427000.0,,,649947000.0,,,,,10016974000.0,784618000.0,,,1402089000.0,1254421000.0,147668000.0,,,2024-03-31
49572490.0,49572490.0,14712863000.0,15076975000.0,13941160000.0,29037905000.0,11318267000.0,13941160000.0,13960930000.0,24775802000.0,13960930000.0,13960930000.0,13861785000.0,,99145000.0,99145000.0,18416895000.0,11850829000.0,,,,89428000.0,10814872000.0,10814872000.0,946529000.0,6566066000.0,1078824000.0,4262103000.0,4262103000.0,16643000.0,758889000.0,,,16260000.0,742629000.0,32377825000.0,14493492000.0,218434000.0,,,110827000.0,,23211000.0,23211000.0,,2165696000.0,19770000.0,,,942612000.0,,942612000.0,35685000.0,906927000.0,,,,,17884333000.0,421506000.0,1299043000.0,,,,1418288000.0,,,,,12339747000.0,809923000.0,,,1595826000.0,1231714000.0,364112000.0,,,2023-09-30
49572490.0,49572490.0,17268222000.0,17674637000.0,14073204000.0,31769648000.0,11506149000.0,14073204000.0,14095011000.0,25321644000.0,14095011000.0,14095011000.0,13995866000.0,12139524000.0,99145000.0,99145000.0,20949764000.0,12232233000.0,,0.0,0.0,64662000.0,11226633000.0,11226633000.0,940938000.0,8717531000.0,18609000.0,6448004000.0,6448004000.0,16643000.0,2170797000.0,333962000.0,6204000.0,15469000.0,1815162000.0,35044775000.0,14821095000.0,161596000.0,7392000.0,166818000.0,84975000.0,0.0,6353000.0,3916000.0,2437000.0,2171134000.0,21807000.0,21807000.0,0.0,945151000.0,-429480000.0,1374631000.0,12174000.0,8918000.0,1010365000.0,285393000.0,57781000.0,0.0,20223680000.0,584025000.0,1278802000.0,0.0,252935000.0,598833000.0,2037363000.0,15597000.0,152460000.0,133974000.0,1735332000.0,14136517000.0,892452000.0,-154550000.0,1047002000.0,1026778000.0,620363000.0,406415000.0,171000.0,406244000.0,2023-03-31
