Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Restructuring And Mergern Acquisition
0.0,0.207628,17869000000.0,0.0,0.0,11791000000.0,2053000000.0,16115000000.0,17869000000.0,15816000000.0,-346000000.0,346000000.0,11791000000.0,11593000000.0,39465000000.0,,,,,11593000000.0,11593000000.0,0.0,11593000000.0,-638000000.0,12231000000.0,,12429000000.0,3212000000.0,15470000000.0,1564000000.0,0.0,-177000000.0,-346000000.0,346000000.0,14199000000.0,23350000000.0,14601000000.0,2053000000.0,2053000000.0,37549000000.0,16115000000.0,53664000000.0,53664000000.0,2024-03-31,
0.0,0.23101,11401000000.0,0.0,0.0,7678000000.0,1948000000.0,14685000000.0,11401000000.0,9453000000.0,-198000000.0,198000000.0,7678000000.0,7896000000.0,34567000000.0,1012307692.0,1012307692.0,7.8,7.8,7896000000.0,7896000000.0,0.0,7896000000.0,-3000000.0,7899000000.0,218000000.0,7681000000.0,2138000000.0,9255000000.0,377000000.0,0.0,,-198000000.0,198000000.0,8870000000.0,19882000000.0,11376000000.0,1948000000.0,1948000000.0,28752000000.0,14685000000.0,43437000000.0,43437000000.0,2023-12-31,
0.0,0.224782,12001000000.0,0.0,0.0,8017000000.0,1842000000.0,14738000000.0,12001000000.0,10159000000.0,-87000000.0,87000000.0,8017000000.0,8007000000.0,33789000000.0,1012262958.0,1012262958.0,7.91,7.91,8007000000.0,8007000000.0,0.0,8007000000.0,-25000000.0,8032000000.0,-10000000.0,8042000000.0,2264000000.0,10072000000.0,540000000.0,0.0,,-87000000.0,87000000.0,8797000000.0,19051000000.0,10782000000.0,1842000000.0,1842000000.0,27848000000.0,14738000000.0,42586000000.0,42586000000.0,2023-09-30,
-23086217.273548,0.162579,15413000000.0,-142000000.0,-142000000.0,10879000000.0,1798000000.0,16744000000.0,15271000000.0,13473000000.0,-181000000.0,181000000.0,10997913782.726452,10869000000.0,37002000000.0,1012011173.0,1012011173.0,10.74,10.74,10869000000.0,10869000000.0,0.0,10869000000.0,-467000000.0,11336000000.0,-10000000.0,11346000000.0,2161000000.0,13292000000.0,360000000.0,-142000000.0,142000000.0,-181000000.0,181000000.0,13526000000.0,20258000000.0,12024000000.0,1798000000.0,1798000000.0,33784000000.0,16744000000.0,50528000000.0,50528000000.0,2023-06-30,
-1404195965.417867,0.282421,11849000000.0,-4972000000.0,-4972000000.0,2988000000.0,1786000000.0,19448000000.0,6877000000.0,5091000000.0,481000000.0,233000000.0,6555804034.582133,2966000000.0,40578000000.0,,,,,2966000000.0,2966000000.0,0.0,2966000000.0,-616000000.0,3582000000.0,-22000000.0,3604000000.0,1372000000.0,4858000000.0,-1452000000.0,-5826000000.0,5805000000.0,481000000.0,233000000.0,7947000000.0,21130000000.0,-12769000000.0,1786000000.0,715000000.0,29077000000.0,19448000000.0,48525000000.0,48525000000.0,2023-03-31,
,,,,,,,,,,,,,,,1012845528.0,1012845528.0,6.15,6.15,,,,,,,4000000.0,,,,,,,,,,,,,,,,,,2022-12-31,
0.0,0.229563,21472000000.0,0.0,0.0,14199000000.0,2153000000.0,15861000000.0,21472000000.0,19319000000.0,-322000000.0,322000000.0,14199000000.0,14199000000.0,41526000000.0,1006307583.0,1006307583.0,14.11,14.11,14199000000.0,14199000000.0,0.0,14199000000.0,-626000000.0,14825000000.0,0.0,14825000000.0,4361000000.0,18997000000.0,632000000.0,0.0,,-322000000.0,322000000.0,18939000000.0,25665000000.0,16287000000.0,2153000000.0,2153000000.0,44604000000.0,15861000000.0,60465000000.0,60465000000.0,2024-06-30 00:00:00,
