Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-41580505.415162,0.240072,283000000.0,-173200000.0,-173200000.0,42400000.0,39800000.0,48400000.0,109800000.0,70000000.0,-14600000.0,14600000.0,174019494.584838,68200000.0,141000000.0,243571429.0,243571429.0,0.28,0.28,68200000.0,68200000.0,0.0,68200000.0,300000.0,68000000.0,25800000.0,42200000.0,13300000.0,55400000.0,128800000.0,-173200000.0,,173200000.0,-14600000.0,14600000.0,114500000.0,92600000.0,19800000.0,39800000.0,39800000.0,207100000.0,48400000.0,255500000.0,255500000.0,2023-12-31
296476286.662977,0.306309,182000000.0,967900000.0,967900000.0,752000000.0,41500000.0,39300000.0,1149900000.0,1108400000.0,-24200000.0,24200000.0,80576286.662977,785000000.0,133400000.0,246081505.0,246081505.0,3.19,3.19,785000000.0,785000000.0,0.0,785000000.0,-100000.0,785100000.0,33000000.0,752100000.0,332100000.0,1084200000.0,25100000.0,967900000.0,-967900000.0,,-24200000.0,24200000.0,115400000.0,94100000.0,35600000.0,41500000.0,41500000.0,209500000.0,39300000.0,248800000.0,248800000.0,2023-09-30
-45090000.0,0.3,168800000.0,-150300000.0,-150300000.0,-168600000.0,42200000.0,41500000.0,18500000.0,-23700000.0,-108300000.0,116000000.0,-63390000.0,-135300000.0,144800000.0,,,,,-135300000.0,-135300000.0,0.0,-135300000.0,-2100000.0,-133200000.0,33300000.0,-166500000.0,26800000.0,-139700000.0,-29800000.0,-148500000.0,,,-108300000.0,116000000.0,148700000.0,103300000.0,5600000.0,42200000.0,41500000.0,252000000.0,41500000.0,293500000.0,293500000.0,2023-03-31
0.0,0.3,194300000.0,0.0,0.0,65500000.0,59200000.0,107500000.0,194300000.0,135100000.0,-94900000.0,94900000.0,65500000.0,78400000.0,244100000.0,245695524.0,245695524.0,0.319094,0.319094,78400000.0,78400000.0,0.0,78400000.0,0.0,78400000.0,12900000.0,65500000.0,-25400000.0,40200000.0,16100000.0,0.0,,0.0,-94900000.0,94900000.0,118900000.0,136600000.0,46000000.0,59200000.0,59200000.0,255500000.0,107500000.0,363000000.0,363000000.0,2022-12-31
517474910.941476,0.252649,164800000.0,2048200000.0,2048200000.0,1615400000.0,38900000.0,,2213000000.0,2174100000.0,-12600000.0,12600000.0,84674910.941476,1590300000.0,143700000.0,,,,,1590300000.0,1590300000.0,0.0,1590300000.0,0.0,1590200000.0,-25100000.0,1615300000.0,546100000.0,2161500000.0,68700000.0,2048200000.0,-2048200000.0,,-12600000.0,12600000.0,57100000.0,286900000.0,221800000.0,38900000.0,38900000.0,,,200800000.0,200800000.0,2024-03-31 00:00:00
0.0,0.3,146300000.0,0.0,0.0,47300000.0,38300000.0,,146300000.0,108000000.0,-12000000.0,12000000.0,47300000.0,47300000.0,175400000.0,248947368.0,248947368.0,0.19,0.19,47300000.0,47300000.0,0.0,47300000.0,0.0,47300000.0,0.0,47300000.0,48700000.0,96000000.0,96600000.0,0.0,,,-12000000.0,12000000.0,11400000.0,175400000.0,83400000.0,38300000.0,38300000.0,,,186800000.0,186800000.0,2024-06-30 00:00:00
-9863225.806452,0.36129,145900000.0,-27300000.0,-27300000.0,29000000.0,41800000.0,,118600000.0,76800000.0,-30300000.0,30300000.0,46436774.193548,60500000.0,171500000.0,245695524.0,245695524.0,0.24624,0.24624,60500000.0,60500000.0,0.0,60500000.0,-600000.0,61200000.0,31500000.0,29700000.0,16800000.0,46500000.0,12500000.0,-27300000.0,27300000.0,,-30300000.0,30300000.0,91600000.0,171500000.0,111200000.0,41800000.0,41800000.0,,,263100000.0,263100000.0,2023-06-30 00:00:00
