Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
321189486.021379,0.270061,493723000.0,1189323000.0,1189323000.0,970398000.0,92330000.0,1949091000.0,1683046000.0,1590716000.0,-261293000.0,261293000.0,102264486.021379,1072954000.0,2756370000.0,,,,,1072954000.0,1072954000.0,0.0,1072954000.0,1072954000.0,102556000.0,970398000.0,359025000.0,1329423000.0,44607000.0,1189323000.0,,-261293000.0,261293000.0,356786000.0,807279000.0,561120000.0,92330000.0,92330000.0,1164065000.0,1949091000.0,3113156000.0,3113156000.0,2024-03-31
0.0,0.243946,-152612000.0,0.0,0.0,-418244000.0,93549000.0,1023893000.0,-152612000.0,-246161000.0,-307032000.0,307032000.0,-418244000.0,-426561000.0,1782834000.0,118819220.0,118819220.0,-3.59,-3.59,-426561000.0,-426561000.0,0.0,-426561000.0,-426561000.0,-8317000.0,-418244000.0,-134949000.0,-553193000.0,27829000.0,0.0,,-307032000.0,307032000.0,-273990000.0,758941000.0,503411000.0,93549000.0,93549000.0,484951000.0,1023893000.0,1508844000.0,1508844000.0,2023-12-31
0.0,0.35989,107782000.0,0.0,0.0,-157072000.0,93014000.0,1607265000.0,107782000.0,14768000.0,-260151000.0,260151000.0,-157072000.0,-157067000.0,2381866000.0,118990152.0,118990152.0,-1.32,-1.32,-157067000.0,-157067000.0,0.0,-157067000.0,-157067000.0,5000.0,-157072000.0,-88311000.0,-245383000.0,23918000.0,0.0,,-260151000.0,260151000.0,-9150000.0,774601000.0,551328000.0,93014000.0,93014000.0,765451000.0,1607265000.0,2372716000.0,2372716000.0,2023-09-30
288630271.487142,0.272571,423517000.0,1058919000.0,1058919000.0,823071000.0,91827000.0,2401598000.0,1482436000.0,1390609000.0,-259130000.0,259130000.0,52782271.487142,805595000.0,3402579000.0,118819322.0,118819322.0,6.78,6.78,805595000.0,805595000.0,0.0,805595000.0,805595000.0,-17476000.0,823071000.0,308408000.0,1131479000.0,36173000.0,1058919000.0,-1058919000.0,-259130000.0,259130000.0,295517000.0,1000981000.0,733299000.0,91827000.0,91827000.0,1296498000.0,2401598000.0,3698096000.0,3698096000.0,2023-06-30
614639400.0,0.3,493595000.0,2048798000.0,2048798000.0,2200452000.0,94516000.0,1943017000.0,2542393000.0,2447877000.0,-268160000.0,268160000.0,766293400.0,2199907000.0,2936218000.0,,,,,2199907000.0,2199907000.0,0.0,2199907000.0,2199907000.0,-545000.0,2200452000.0,-20735000.0,2179717000.0,102808000.0,2048798000.0,-2048798000.0,-268160000.0,268160000.0,296271000.0,993201000.0,780530000.0,94516000.0,94516000.0,1289472000.0,1943017000.0,3232489000.0,3232489000.0,2023-03-31
,,,,,,,,,,,,,,,118709756.0,118709756.0,1.64,1.64,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
45279564.927828,0.132723,690315000.0,341159000.0,341159000.0,578970000.0,92177000.0,2374406000.0,1031474000.0,939297000.0,-271725000.0,271725000.0,283090564.927828,578970000.0,3374185000.0,118885010.0,118885010.0,4.87,4.87,578970000.0,578970000.0,0.0,578970000.0,578970000.0,0.0,578970000.0,88602000.0,667572000.0,36431000.0,341159000.0,,-271725000.0,271725000.0,561707000.0,999779000.0,753670000.0,92177000.0,92177000.0,1561486000.0,2374406000.0,3935892000.0,3935892000.0,2024-06-30 00:00:00
