Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,3618087518.0,3618087518.0,80210000000.0,880870000000.0,904890000000.0,668800000000.0,880870000000.0,80210000000.0,904890000000.0,904890000000.0,913190000000.0,8300000000.0,904890000000.0,901270000000.0,700330000000.0,4440000000.0,3620000000.0,3620000000.0,551300000000.0,90260000000.0,,6860000000.0,690000000.0,4820000000.0,9770000000.0,65160000000.0,65160000000.0,461040000000.0,3530000000.0,15050000000.0,15050000000.0,45190000000.0,1400000000.0,196770000000.0,6250000000.0,530000000.0,157630000000.0,32360000000.0,1464490000000.0,334650000000.0,2130000000.0,35020000000.0,2470000000.0,34030000000.0,,7850000000.0,7850000000.0,24020000000.0,5700000000.0,18320000000.0,188540000000.0,-244770000000.0,433310000000.0,16520000000.0,22020000000.0,204810000000.0,177130000000.0,12830000000.0,0.0,1129840000000.0,3490000000.0,1410000000.0,15880000000.0,11930000000.0,40300000000.0,280000000.0,0.0,280000000.0,160740000000.0,14390000000.0,444340000000.0,-5520000000.0,449860000000.0,437080000000.0,347010000000.0,90070000000.0,62120000000.0,27950000000.0,2024-03-31
0.0,3659051373.0,3659051373.0,77640000000.0,981340000000.0,1006810000000.0,766050000000.0,981340000000.0,77640000000.0,1006810000000.0,1006810000000.0,1014120000000.0,7310000000.0,1006810000000.0,1003150000000.0,826610000000.0,4400000000.0,3660000000.0,3660000000.0,535280000000.0,86240000000.0,,6380000000.0,1040000000.0,4560000000.0,9390000000.0,62530000000.0,62530000000.0,449040000000.0,3300000000.0,15110000000.0,15110000000.0,43880000000.0,3440000000.0,260800000000.0,8390000000.0,520000000.0,146570000000.0,105320000000.0,1549400000000.0,334310000000.0,2100000000.0,34630000000.0,1810000000.0,34540000000.0,360000000.0,23400000000.0,23400000000.0,25470000000.0,7290000000.0,18180000000.0,185090000000.0,-233080000000.0,418170000000.0,14870000000.0,21300000000.0,196740000000.0,172370000000.0,12890000000.0,0.0,1215090000000.0,4090000000.0,2660000000.0,13540000000.0,21770000000.0,22790000000.0,280000000.0,0.0,280000000.0,162590000000.0,14240000000.0,422960000000.0,-5630000000.0,428590000000.0,550170000000.0,474810000000.0,75360000000.0,52140000000.0,23220000000.0,2023-09-30
,3659051373.0,3659051373.0,76990000000.0,901350000000.0,928420000000.0,691660000000.0,901350000000.0,76990000000.0,928420000000.0,928420000000.0,935690000000.0,7270000000.0,928420000000.0,,758290000000.0,4400000000.0,3660000000.0,3660000000.0,604100000000.0,85850000000.0,,6040000000.0,1090000000.0,5360000000.0,8740000000.0,62280000000.0,62280000000.0,518250000000.0,2790000000.0,14710000000.0,14710000000.0,43150000000.0,3430000000.0,352720000000.0,7640000000.0,79340000000.0,160180000000.0,105560000000.0,1539790000000.0,329880000000.0,420000000.0,33470000000.0,960000000.0,33530000000.0,370000000.0,9240000000.0,9240000000.0,27070000000.0,8540000000.0,18530000000.0,188620000000.0,-227270000000.0,415890000000.0,15520000000.0,21370000000.0,194550000000.0,171530000000.0,12920000000.0,0.0,1209910000000.0,3790000000.0,1730000000.0,12760000000.0,19000000000.0,14070000000.0,320000000.0,10000000.0,310000000.0,161950000000.0,17940000000.0,414730000000.0,-5450000000.0,420180000000.0,563620000000.0,407480000000.0,156140000000.0,132710000000.0,23430000000.0,2023-06-30
,3659051373.0,3659051373.0,76880000000.0,876030000000.0,904240000000.0,667120000000.0,876030000000.0,76880000000.0,904240000000.0,904240000000.0,912060000000.0,7820000000.0,904240000000.0,900580000000.0,747220000000.0,4400000000.0,3660000000.0,3660000000.0,524450000000.0,88870000000.0,,5360000000.0,1200000000.0,10030000000.0,7920000000.0,62030000000.0,62030000000.0,435580000000.0,2300000000.0,14850000000.0,14850000000.0,40650000000.0,3450000000.0,180050000000.0,7310000000.0,510000000.0,134640000000.0,37590000000.0,1436510000000.0,333810000000.0,2080000000.0,29850000000.0,1140000000.0,33070000000.0,370000000.0,9610000000.0,9610000000.0,28210000000.0,9630000000.0,18580000000.0,189960000000.0,-221140000000.0,411100000000.0,13020000000.0,21380000000.0,192770000000.0,170990000000.0,12940000000.0,0.0,1102700000000.0,3930000000.0,1910000000.0,10350000000.0,28360000000.0,28380000000.0,280000000.0,50000000.0,230000000.0,157200000000.0,10570000000.0,410490000000.0,-5380000000.0,415870000000.0,451230000000.0,380080000000.0,71150000000.0,49990000000.0,21160000000.0,2023-03-31
,3659051373.0,3659051373.0,76770000000.0,1032490000000.0,1061240000000.0,838200000000.0,1032490000000.0,76770000000.0,1061240000000.0,1061240000000.0,1068740000000.0,7500000000.0,1061240000000.0,,928360000000.0,4400000000.0,3660000000.0,3660000000.0,517290000000.0,92170000000.0,92170000000.0,5750000000.0,1790000000.0,12310000000.0,7780000000.0,62220000000.0,62220000000.0,425120000000.0,2080000000.0,14550000000.0,14550000000.0,41080000000.0,3500000000.0,240060000000.0,6380000000.0,480000000.0,122520000000.0,110680000000.0,1586030000000.0,322710000000.0,3100000000.0,29580000000.0,950000000.0,31960000000.0,,9800000000.0,9800000000.0,28750000000.0,10450000000.0,18300000000.0,189880000000.0,-215300000000.0,405180000000.0,16220000000.0,21000000000.0,188350000000.0,168390000000.0,11220000000.0,0.0,1263320000000.0,4670000000.0,420000000.0,10370000000.0,18840000000.0,99400000000.0,300000000.0,0.0,300000000.0,155130000000.0,9240000000.0,409360000000.0,-3930000000.0,413290000000.0,555590000000.0,466320000000.0,89270000000.0,59490000000.0,29780000000.0,2022-12-31
,3618087518.0,3618087518.0,90460000000.0,991810000000.0,1014950000000.0,784580000000.0,991810000000.0,90460000000.0,1014950000000.0,1014950000000.0,1023830000000.0,8880000000.0,1014950000000.0,1011330000000.0,,,3620000000.0,3620000000.0,587410000000.0,102590000000.0,,7890000000.0,,2990000000.0,9380000000.0,74770000000.0,74770000000.0,484820000000.0,69300000000.0,15690000000.0,15690000000.0,48490000000.0,1550000000.0,242880000000.0,,,113610000000.0,129270000000.0,1611240000000.0,341840000000.0,36740000000.0,,,33880000000.0,,28390000000.0,28390000000.0,23140000000.0,4130000000.0,19010000000.0,199150000000.0,,199150000000.0,15000000000.0,184150000000.0,,,,,1269400000000.0,132860000000.0,,,,,290000000.0,,,84350000000.0,1720000000.0,495320000000.0,,,554860000000.0,473310000000.0,81550000000.0,,,2024-09-30 00:00:00
