Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,64328941.0,64328941.0,166777000.0,220335000.0,1358847000.0,1571784000.0,960827000.0,1358847000.0,12633000.0,1364082000.0,1571784000.0,1364082000.0,1364082000.0,1042437000.0,,,321645000.0,321645000.0,395241000.0,274074000.0,210615000.0,2913000.0,207702000.0,63459000.0,121167000.0,10984000.0,,9720000.0,9720000.0,,,6125000.0,26242000.0,,,0.0,26242000.0,1759323000.0,677329000.0,128326000.0,,201833000.0,201833000.0,,162918000.0,5235000.0,158000.0,5077000.0,87921000.0,,87921000.0,87921000.0,,,,,1081994000.0,14853000.0,,,67141000.0,19222000.0,47919000.0,113000.0,482790000.0,,,517097000.0,476172000.0,40925000.0,,,2024-03-31
,64328941.0,64328941.0,203379000.0,247964000.0,1324061000.0,1560552000.0,898794000.0,1324061000.0,16726000.0,1329314000.0,1560552000.0,1329314000.0,1329314000.0,1007669000.0,,,321645000.0,321645000.0,448906000.0,296610000.0,238244000.0,7006000.0,231238000.0,58366000.0,152296000.0,16388000.0,,9720000.0,9720000.0,0.0,,7370000.0,87201000.0,,,33563000.0,53638000.0,1778220000.0,727130000.0,136784000.0,,210913000.0,210913000.0,,217689000.0,5253000.0,176000.0,5077000.0,97005000.0,,97005000.0,97005000.0,,,,,1051090000.0,96209000.0,,,26766000.0,26766000.0,0.0,39000.0,417203000.0,,,510873000.0,483014000.0,27859000.0,,,2023-09-30
,64328941.0,64328941.0,215762000.0,264864000.0,1466563000.0,1716118000.0,989380000.0,1466563000.0,20593000.0,1471847000.0,1716118000.0,1471847000.0,1471847000.0,1150202000.0,826603000.0,253890000.0,321645000.0,321645000.0,454212000.0,313510000.0,255144000.0,10873000.0,244271000.0,58366000.0,140702000.0,10318000.0,33827000.0,9720000.0,9720000.0,0.0,5731000.0,5731000.0,62587000.0,13012000.0,4917000.0,33827000.0,44658000.0,1926059000.0,795977000.0,184576000.0,110747000.0,219767000.0,131774000.0,87993000.0,217123000.0,5284000.0,207000.0,5077000.0,107596000.0,-99118000.0,206714000.0,1426000.0,140696000.0,64592000.0,0.0,0.0,1130082000.0,1747000.0,4917000.0,114566000.0,19552000.0,,19552000.0,46000.0,410374000.0,-42634000.0,453008000.0,578880000.0,550371000.0,28509000.0,3000000.0,25509000.0,2023-03-31
