Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
1770104500.0,1770104500.0,196600000.0,40714600000.0,42953300000.0,15713000000.0,40714600000.0,138800000.0,42895500000.0,42918500000.0,42911800000.0,16300000.0,42895500000.0,39355300000.0,,,3540200000.0,3540200000.0,6722300000.0,343900000.0,77500000.0,,,,126000000.0,103000000.0,23000000.0,47400000.0,6378400000.0,1350700000.0,70600000.0,35800000.0,34800000.0,,4900000.0,3861500000.0,,3861500000.0,49634100000.0,27542700000.0,463900000.0,,3189300000.0,161500000.0,,161500000.0,8050400000.0,,,2180900000.0,1272700000.0,908200000.0,13494500000.0,,13494500000.0,275800000.0,13218700000.0,,,,22091400000.0,1031100000.0,,,10700000.0,,4000000.0,0.0,1807300000.0,,,19238300000.0,18848900000.0,389400000.0,,,2024-03-31
1770104500.0,1770104500.0,68600000.0,39871600000.0,42338300000.0,14115500000.0,39871600000.0,,42269700000.0,42303400000.0,42286000000.0,16300000.0,42269700000.0,38729500000.0,,,3540200000.0,3540200000.0,7406200000.0,278900000.0,77000000.0,,,,33700000.0,,33700000.0,46900000.0,7127300000.0,1419300000.0,34900000.0,,34900000.0,,4100000.0,4591900000.0,,4591900000.0,49692200000.0,28449400000.0,775600000.0,,3398200000.0,169000000.0,,169000000.0,7915000000.0,,,2398100000.0,1489000000.0,909100000.0,13791300000.0,,13791300000.0,457600000.0,13333700000.0,,,,21242800000.0,1080200000.0,,,13100000.0,,4000000.0,200000.0,2176900000.0,,,17968400000.0,17756600000.0,211800000.0,,,2023-09-30
1770104500.0,1770104500.0,50700000.0,39308800000.0,41881200000.0,12423300000.0,39308800000.0,,41830500000.0,41864000000.0,41847000000.0,16500000.0,41830500000.0,38290300000.0,-8870500000.0,1000000.0,3540200000.0,3540200000.0,6462100000.0,256500000.0,100000.0,1000000.0,73300000.0,0.0,33500000.0,,33500000.0,41300000.0,6205600000.0,103900000.0,17200000.0,,17200000.0,3700000.0,3700000.0,4312600000.0,892000000.0,3420600000.0,48309100000.0,29680200000.0,300000.0,1420700000.0,3631400000.0,2700000.0,1500000.0,1200000.0,7828000000.0,83000000.0,7745000000.0,2521700000.0,1612600000.0,909100000.0,14273100000.0,-20038200000.0,34311300000.0,478100000.0,250000000.0,33583200000.0,0.0,0.0,18628900000.0,962400000.0,1751000000.0,209600000.0,28000000.0,28000000.0,538100000.0,837600000.0,1202500000.0,-5055500000.0,6258000000.0,14062100000.0,12304200000.0,1757900000.0,1400000000.0,357900000.0,2023-03-31
1770104500.0,1770104500.0,159300000.0,41400600000.0,43377900000.0,16946200000.0,41400600000.0,121700000.0,43340300000.0,43351100000.0,43356000000.0,15700000.0,43340300000.0,39800100000.0,,,3540200000.0,3540200000.0,8676300000.0,299900000.0,77800000.0,,,,93900000.0,83100000.0,10800000.0,46400000.0,8376400000.0,1410500000.0,65400000.0,38600000.0,26800000.0,,5800000.0,5547600000.0,,5547600000.0,52032300000.0,26709700000.0,510800000.0,,2977500000.0,156300000.0,,156300000.0,7975500000.0,,,1939700000.0,1031500000.0,908200000.0,13147700000.0,,13147700000.0,241000000.0,12906700000.0,,,,25322600000.0,1102700000.0,,,5300000.0,,4000000.0,1800000.0,3668700000.0,,,20540100000.0,20215800000.0,324300000.0,,,2024-09-30 00:00:00
