Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.320706,202121000.0,99645000.0,46831000.0,370617000.0,202121000.0,155290000.0,-8601000.0,8601000.0,99645000.0,99645000.0,845269000.0,82351240.0,82351240.0,1.21,1.21,99645000.0,99645000.0,0.0,99645000.0,99645000.0,99645000.0,47044000.0,146689000.0,22361000.0,-8601000.0,8601000.0,132929000.0,474652000.0,427821000.0,46831000.0,46831000.0,607581000.0,370617000.0,978198000.0,978198000.0
2023-09-30,0.0,0.307008,253986000.0,135053000.0,43863000.0,398313000.0,253986000.0,210123000.0,-1359000.0,15239000.0,135053000.0,135053000.0,871554000.0,,,,,135053000.0,135053000.0,0.0,135053000.0,135053000.0,135053000.0,59831000.0,194884000.0,-10708000.0,-1359000.0,15239000.0,204981000.0,473241000.0,-157822000.0,43863000.0,42553000.0,678222000.0,398313000.0,1076535000.0,1076535000.0
2023-06-30,0.0,0.295,204984000.0,99797000.0,43367000.0,373227000.0,204984000.0,161617000.0,-20061000.0,20061000.0,99797000.0,99797000.0,814726000.0,82054823.0,82054823.0,1.216223,1.216223,99797000.0,99797000.0,0.0,99797000.0,99797000.0,99797000.0,41759000.0,141556000.0,14338000.0,-20061000.0,20061000.0,147279000.0,441499000.0,398132000.0,43367000.0,43367000.0,588778000.0,373227000.0,962005000.0,962005000.0
