Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Other Non Current Liabilities,Non Current Prepaid Assets,Other Properties,Buildings And Improvements,Properties
0.0,861219600.0,861219600.0,,0.0,983408000.0,1061562000.0,510670000.0,983408000.0,1061562000.0,1061562000.0,1061562000.0,1061562000.0,200342000.0,,,861220000.0,861220000.0,188551000.0,0.0,0.0,0.0,188551000.0,15990000.0,,,,170674000.0,,16946000.0,153728000.0,1250113000.0,550892000.0,,181000.0,250000000.0,85000.0,85000.0,78154000.0,78154000.0,3012000.0,,,,699221000.0,5276000.0,,56497000.0,,129111000.0,5965000.0,499136000.0,,,3236000.0,4986000.0,-1750000.0,,2024-03-31,,,,,
,861219600.0,861219600.0,,0.0,851666000.0,851666000.0,509095000.0,851666000.0,851666000.0,851666000.0,851666000.0,851666000.0,-9554000.0,,,861220000.0,861220000.0,223913000.0,0.0,,,223913000.0,9039000.0,,0.0,0.0,214874000.0,,9056000.0,205818000.0,1075579000.0,342572000.0,,2000.0,342500000.0,,,0.0,,70000.0,,,,733008000.0,27283000.0,,11601000.0,,212083000.0,1875000.0,475437000.0,,,4729000.0,,4729000.0,,2023-09-30,,,,,
,515373529.0,515373529.0,2510000.0,10425000.0,344756000.0,355181000.0,344685000.0,344756000.0,344756000.0,344756000.0,344756000.0,344756000.0,-17864000.0,-328580000.0,74638000.0,362619000.0,362619000.0,93723000.0,-1000.0,,,93724000.0,122000.0,4945000.0,10425000.0,10425000.0,78232000.0,154000.0,4945000.0,78078000.0,438479000.0,70000.0,-1000.0,2000.0,,,,0.0,,68000.0,-2652000.0,2720000.0,2720000.0,438409000.0,-1000.0,25996000.0,5217000.0,5217000.0,257706000.0,370000.0,141206000.0,0.0,141206000.0,7915000.0,,7915000.0,7915000.0,2023-03-31,,,,,
,1096219600.0,1096219600.0,,0.0,1261822000.0,1355633000.0,739701000.0,1261822000.0,1355633000.0,1355633000.0,1355633000.0,1355633000.0,259413000.0,,,1096220000.0,1096220000.0,149366000.0,-1000.0,0.0,0.0,149367000.0,510000.0,,,,148177000.0,,26931000.0,121246000.0,1504999000.0,615931000.0,,173000.0,292000000.0,85000.0,85000.0,93811000.0,93811000.0,2922000.0,,,,889068000.0,102615000.0,,12003000.0,,134086000.0,8764000.0,622198000.0,,,9402000.0,,9402000.0,,2024-09-30 00:00:00,-1000.0,,,,
