Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Other Special Charges
0.0,0.0,8871000.0,-6950000.0,-6950000.0,-4897000.0,,2432000.0,1921000.0,1921000.0,2053000.0,-4897000.0,-1921000.0,,,,,-4897000.0,-4897000.0,0.0,-4897000.0,-4897000.0,-4897000.0,0.0,-4897000.0,25000.0,-450000.0,0.0,1921000.0,-4353000.0,2149000.0,,,-2432000.0,2432000.0,0.0,0.0,2024-03-31,
0.0,0.0,-4200000.0,0.0,0.0,2700000.0,0.0,2400000.0,-4200000.0,-4200000.0,2700000.0,2700000.0,4200000.0,12857143.0,12857143.0,0.21,0.21,2700000.0,2700000.0,0.0,2700000.0,2700000.0,2700000.0,0.0,2700000.0,7000000.0,0.0,0.0,-4200000.0,1800000.0,1800000.0,0.0,0.0,-2400000.0,2400000.0,0.0,0.0,2023-12-31,
0.0,0.0,-15500000.0,6500000.0,6500000.0,-2600000.0,0.0,5700000.0,-9000000.0,-9000000.0,-9100000.0,-2600000.0,9000000.0,13000000.0,13000000.0,-0.2,-0.2,-2600000.0,-2600000.0,0.0,-2600000.0,-2600000.0,-2600000.0,0.0,-2600000.0,,0.0,0.0,-9000000.0,3300000.0,3300000.0,0.0,0.0,-5700000.0,5700000.0,0.0,0.0,2023-09-30,
0.0,0.0,-7400000.0,2300000.0,2300000.0,-2800000.0,0.0,3400000.0,-5100000.0,-5100000.0,-5100000.0,-2800000.0,5100000.0,12727273.0,12727273.0,-0.22,-0.22,-2800000.0,-2800000.0,0.0,-2800000.0,-2800000.0,-2800000.0,0.0,-2800000.0,,0.0,0.0,-5100000.0,1700000.0,1700000.0,0.0,0.0,-3400000.0,3400000.0,0.0,0.0,2023-06-30,
0.0,0.0,-1721000.0,-1094000.0,-1094000.0,-3903000.0,-46000.0,2265000.0,-2815000.0,-2815000.0,-2809000.0,-3903000.0,2815000.0,,,,,-3903000.0,-3903000.0,0.0,-3903000.0,-3903000.0,-3903000.0,0.0,-3903000.0,,0.0,0.0,-2815000.0,550000.0,-3479000.0,-46000.0,-93000.0,-2265000.0,2265000.0,0.0,0.0,2023-03-31,
,,,,,,100000.0,,,,,,,13030303.0,13030303.0,-0.66,-0.66,,,,,,,,,,,,,,,100000.0,100000.0,,,,,2022-12-31,
0.0,0.0,-3850000.0,-708000.0,-708000.0,-4979000.0,0.0,2113000.0,-4558000.0,-4558000.0,-4271000.0,-4979000.0,4558000.0,12766667.0,12766667.0,-0.39,-0.39,-4979000.0,-4979000.0,0.0,-4979000.0,-4979000.0,-4979000.0,0.0,-4979000.0,286000.0,-708000.0,0.0,-4558000.0,2445000.0,2445000.0,0.0,0.0,-2113000.0,2113000.0,0.0,0.0,2024-06-30 00:00:00,708000.0
