Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-17042614.379085,0.224837,782800000.0,-75800000.0,-75800000.0,237800000.0,275100000.0,4186800000.0,707000000.0,431900000.0,-125900000.0,125900000.0,296557385.620915,237800000.0,7106100000.0,,,,,237800000.0,237800000.0,0.0,237800000.0,3200000.0,239100000.0,0.0,237200000.0,68800000.0,306000000.0,-49200000.0,-75800000.0,,-125900000.0,125900000.0,547700000.0,2919300000.0,1696800000.0,275100000.0,275100000.0,3467000000.0,4186800000.0,7653800000.0,7653800000.0,2024-03-31
-247995.176364,0.27555,699700000.0,-900000.0,-900000.0,241000000.0,265200000.0,3972700000.0,698800000.0,433600000.0,-101900000.0,101900000.0,241652004.823636,241000000.0,6769900000.0,7658087.0,7658087.0,31.47,31.47,241000000.0,241000000.0,0.0,241000000.0,-700000.0,240300000.0,0.0,240300000.0,91400000.0,331700000.0,15900000.0,-900000.0,,-101900000.0,101900000.0,418600000.0,2797200000.0,1629400000.0,265200000.0,265200000.0,3215800000.0,3972700000.0,7188500000.0,7188500000.0,2023-12-31
-3581261.527112,0.279786,913100000.0,-12800000.0,-12800000.0,391200000.0,257100000.0,4001300000.0,900300000.0,643200000.0,-101000000.0,101000000.0,400418738.472888,391200000.0,6747500000.0,7657076.0,7657076.0,51.09,51.09,391200000.0,391200000.0,0.0,391200000.0,700000.0,390500000.0,0.0,390500000.0,151700000.0,542200000.0,7000000.0,-12800000.0,,-101000000.0,101000000.0,649000000.0,2746200000.0,1606800000.0,257100000.0,257100000.0,3395200000.0,4001300000.0,7396500000.0,7396500000.0,2023-09-30
0.0,0.251963,638800000.0,0.0,0.0,209500000.0,240900000.0,3889700000.0,638800000.0,397900000.0,-117700000.0,117700000.0,209500000.0,209500000.0,6656700000.0,7657164.0,7657164.0,27.36,27.36,209500000.0,209500000.0,0.0,209500000.0,-100000.0,209600000.0,0.0,209600000.0,70600000.0,280200000.0,32600000.0,0.0,0.0,-117700000.0,117700000.0,365300000.0,2767000000.0,1697900000.0,240900000.0,240900000.0,3132300000.0,3889700000.0,7022000000.0,7022000000.0,2023-06-30
-668728.908886,0.163105,611700000.0,-4100000.0,-4100000.0,223700000.0,233400000.0,4554300000.0,607600000.0,374200000.0,-114000000.0,107500000.0,227131271.091114,223700000.0,6306100000.0,,,,,223700000.0,223700000.0,0.0,223700000.0,-2900000.0,223200000.0,,223200000.0,43500000.0,266700000.0,6500000.0,-4100000.0,,-114000000.0,107500000.0,394900000.0,1751800000.0,-1785000000.0,233400000.0,189900000.0,2146700000.0,4554300000.0,6701000000.0,6701000000.0,2023-03-31
,,,,,,,,,,,,,,,7659491.0,7659491.0,25.55,25.55,,,,,,,0.0,,,,,,,,,,,,,,,,,,2022-12-31
-1950000.0,0.3,549800000.0,-6500000.0,-6500000.0,66800000.0,293600000.0,4400700000.0,543300000.0,249700000.0,-132100000.0,132100000.0,71350000.0,66800000.0,7656600000.0,7651775.0,7651775.0,8.73,8.73,66800000.0,66800000.0,0.0,66800000.0,-400000.0,66400000.0,0.0,66400000.0,51200000.0,117600000.0,3000000.0,-6500000.0,6500000.0,-132100000.0,132100000.0,253200000.0,3255900000.0,1953100000.0,293600000.0,293600000.0,3509100000.0,4400700000.0,7909800000.0,7909800000.0,2024-06-30 00:00:00
