Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Non Current Pension And Other Postretirement Benefit Plans,Other Investments,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Investmentsin Associatesat Cost
33809830.0,33809830.0,1144560000.0,1218497000.0,1878723000.0,3117646000.0,1360751000.0,1878723000.0,1899149000.0,1903850000.0,1906214000.0,7065000.0,1899149000.0,1561051000.0,,,338098000.0,338098000.0,1768812000.0,6674000.0,,,4701000.0,4701000.0,1973000.0,1762138000.0,152338000.0,1213796000.0,1213796000.0,,141000.0,324396000.0,,324396000.0,3675026000.0,552137000.0,110083000.0,,1368000.0,327401000.0,327401000.0,,32756000.0,20426000.0,20149000.0,277000.0,60103000.0,,60103000.0,187000.0,59916000.0,,,,,3122889000.0,332651000.0,,1217407000.0,,49330000.0,21819000.0,1165030000.0,336652000.0,262715000.0,73937000.0,,2024-03-31,,,,,
33809830.0,33809830.0,1072376000.0,1490270000.0,1806699000.0,3297249000.0,1415246000.0,1806699000.0,1806979000.0,1913079000.0,1809327000.0,2348000.0,1806979000.0,1468881000.0,,,338098000.0,338098000.0,1947931000.0,107889000.0,,0.0,106100000.0,106100000.0,1789000.0,1840042000.0,222379000.0,1384170000.0,1384170000.0,,151000.0,176203000.0,,176203000.0,3757258000.0,501970000.0,52269000.0,,44000.0,362260000.0,362260000.0,,32756000.0,280000.0,,280000.0,54361000.0,,,,,,,,,3255288000.0,390988000.0,,1646016000.0,,5271000.0,22442000.0,642530000.0,548041000.0,130147000.0,417894000.0,,2023-09-30,,,,,
33809830.0,33809830.0,680280000.0,1088661000.0,1798541000.0,2887202000.0,1358891000.0,1798541000.0,1798541000.0,1810269000.0,1798541000.0,,1798541000.0,1460444000.0,951835000.0,489531000.0,338098000.0,338098000.0,1483884000.0,13518000.0,2000.0,,11728000.0,11728000.0,1788000.0,1470366000.0,1058000.0,1076933000.0,1076933000.0,1484000.0,151000.0,195565000.0,4167000.0,191398000.0,3282425000.0,453168000.0,116000.0,26254000.0,50000.0,339411000.0,307540000.0,31871000.0,32756000.0,,,,54581000.0,-6794000.0,61375000.0,,1731000.0,8947000.0,46651000.0,4046000.0,0.0,2829257000.0,1000.0,301296000.0,727112000.0,727112000.0,11257000.0,132719000.0,1244266000.0,412606000.0,4225000.0,408381000.0,408381000.0,2023-03-31,,,,,
