Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
193402216.0,193402216.0,2042100000.0,8963300000.0,33189000000.0,58398200000.0,30282600000.0,33189000000.0,1561900000.0,50996800000.0,51487900000.0,67447100000.0,16450300000.0,50996800000.0,50803400000.0,,,193400000.0,193400000.0,64346900000.0,15419100000.0,14100000.0,0.0,,4800000.0,743100000.0,1786300000.0,1295200000.0,491100000.0,686400000.0,48927800000.0,5006000000.0,,7177000000.0,266700000.0,6910300000.0,2796800000.0,28357100000.0,,,613100000.0,27744000000.0,131794000000.0,52583600000.0,1023700000.0,,1246000000.0,,902800000.0,,902800000.0,,87800000.0,,120500000.0,17807800000.0,6779000000.0,11028800000.0,30049000000.0,,30049000000.0,3482400000.0,26566600000.0,,,,,79210400000.0,5000800000.0,33000000.0,731800000.0,,,17875200000.0,,,,,26300000.0,,27327800000.0,,,28215500000.0,22856200000.0,5359300000.0,,,2024-03-31
193318815.0,193318815.0,3708100000.0,8212900000.0,25715400000.0,51018700000.0,23023500000.0,25715400000.0,1437600000.0,44243400000.0,44773600000.0,57788000000.0,13544600000.0,44243400000.0,44050100000.0,,,193300000.0,193300000.0,65054600000.0,15280700000.0,39400000.0,0.0,,0.0,1002600000.0,1725100000.0,1194900000.0,530200000.0,495200000.0,49773900000.0,4403400000.0,,6487800000.0,242700000.0,6245100000.0,2551600000.0,25628800000.0,,,325800000.0,25303000000.0,122842600000.0,50045200000.0,1302300000.0,,2390600000.0,15900000.0,1164200000.0,,1164200000.0,,90800000.0,,116000000.0,18528000000.0,7717000000.0,10811000000.0,26226600000.0,,26226600000.0,2094500000.0,24132100000.0,,,,,72797400000.0,4201500000.0,39200000.0,731800000.0,,,16540700000.0,,,,,18900000.0,893000000.0,23961900000.0,,,26410400000.0,23343200000.0,3067200000.0,,,2023-09-30
193121076.0,193121076.0,1863100000.0,11260700000.0,25769800000.0,49797700000.0,12770400000.0,25769800000.0,969300000.0,39506300000.0,43948100000.0,49555000000.0,10048700000.0,39506300000.0,148100000.0,31844000000.0,3522900000.0,193100000.0,193100000.0,52964400000.0,6089300000.0,22400000.0,10700000.0,22000000.0,4800000.0,319300000.0,5272900000.0,831100000.0,4441800000.0,433400000.0,46875100000.0,1577800000.0,1200000.0,5987800000.0,138200000.0,5849600000.0,2499200000.0,23995400000.0,623200000.0,38700000.0,142400000.0,23191100000.0,102519400000.0,42874500000.0,10300000.0,762200000.0,3349600000.0,,466800000.0,206100000.0,255100000.0,5600000.0,94100000.0,94100000.0,117200000.0,13736500000.0,5391700000.0,8344800000.0,23986200000.0,-13989800000.0,37976000000.0,1779300000.0,22206900000.0,21191300000.0,13037800000.0,1967600000.0,0.0,59645500000.0,4045300000.0,700000.0,1898700000.0,1107700000.0,2253700000.0,13529100000.0,506300000.0,3158800000.0,4487600000.0,5376400000.0,1402400000.0,2803700000.0,21289000000.0,-1248000000.0,22537000000.0,15360400000.0,6932100000.0,8428300000.0,6397900000.0,2030400000.0,2023-03-31
