Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Dividends Payable,Cash Equivalents
132984460.0,132984460.0,3134900000.0,11479200000.0,8541300000.0,14693800000.0,4678000000.0,8541300000.0,6818300000.0,10032900000.0,10138700000.0,11924200000.0,1891300000.0,10032900000.0,9501000000.0,,,531900000.0,531900000.0,24145500000.0,6951400000.0,8900000.0,,,5471000000.0,5365200000.0,105800000.0,155100000.0,17194100000.0,845900000.0,6008200000.0,1453100000.0,4555100000.0,74500000.0,9424200000.0,,62000000.0,9362200000.0,36069700000.0,14197600000.0,155200000.0,,3892300000.0,560700000.0,560700000.0,1491600000.0,379300000.0,1112300000.0,7507300000.0,,7507300000.0,14600000.0,7492700000.0,,,,21872100000.0,4118000000.0,,16300000.0,,,9094400000.0,,11500000.0,6467800000.0,,,2164100000.0,638100000.0,1526000000.0,,2024-03-31,,,
132874971.0,132874971.0,4955100000.0,12739300000.0,7549800000.0,15078400000.0,3348900000.0,7549800000.0,6704900000.0,9044000000.0,9218200000.0,10649400000.0,1605400000.0,9044000000.0,8512500000.0,,,531500000.0,531500000.0,27491300000.0,6805800000.0,7500000.0,,,5306600000.0,5132400000.0,174200000.0,163300000.0,20685500000.0,1033800000.0,7432700000.0,1572500000.0,5860200000.0,97800000.0,11669100000.0,,136900000.0,11532200000.0,38140700000.0,14106300000.0,185900000.0,,4128200000.0,700200000.0,700200000.0,1494200000.0,381900000.0,1112300000.0,7222000000.0,,7222000000.0,11800000.0,7210200000.0,,,,24034400000.0,4804500000.0,,,,,11030300000.0,,18200000.0,6440300000.0,,,1741100000.0,661800000.0,1079300000.0,,2023-09-30,,,
132800971.0,132800971.0,4198800000.0,12650300000.0,7574800000.0,15072900000.0,3743500000.0,7574800000.0,6673800000.0,9096400000.0,9402300000.0,10922300000.0,1825900000.0,9096400000.0,161300000.0,-12002100000.0,21474500000.0,531300000.0,531300000.0,25797900000.0,6770800000.0,5000000.0,151800000.0,5000000.0,5394500000.0,5088600000.0,305900000.0,151800000.0,19027100000.0,2500000.0,7255800000.0,1585200000.0,5670600000.0,70400000.0,10884300000.0,663000000.0,26300000.0,10195000000.0,36720200000.0,13949600000.0,199900000.0,610600000.0,4120000000.0,24700000.0,24700000.0,1521600000.0,409300000.0,1112300000.0,7148800000.0,-3191200000.0,10340000000.0,18000000.0,6080400000.0,2410700000.0,1830900000.0,0.0,22770600000.0,729400000.0,8400000.0,0.0,212400000.0,2948200000.0,9819000000.0,9819000000.0,177700000.0,7084800000.0,-4868200000.0,11953000000.0,1790700000.0,13000000.0,1777700000.0,1777700000.0,2023-03-31,,,
