Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
199169177.0,199169177.0,7563300000.0,7890800000.0,4879400000.0,12997500000.0,1452300000.0,4879400000.0,4300000.0,5111000000.0,6605000000.0,5111000000.0,5111000000.0,4911800000.0,,,199200000.0,199200000.0,13071700000.0,1643900000.0,,,0.0,1494000000.0,0.0,1494000000.0,149900000.0,11427800000.0,197700000.0,,6396800000.0,4300000.0,6392500000.0,,56800000.0,3310700000.0,,,14800000.0,3295900000.0,18182700000.0,5302600000.0,23600000.0,,100700000.0,,69300000.0,69300000.0,151400000.0,,231600000.0,231600000.0,4619500000.0,,4619500000.0,281300000.0,4338200000.0,,,,,12880100000.0,1079400000.0,,,3473200000.0,,,,,,7666900000.0,,,660600000.0,337400000.0,323200000.0,,2024-03-31
198841843.0,198841843.0,7197300000.0,7750400000.0,5152700000.0,13089000000.0,2080900000.0,5152700000.0,17900000.0,5356500000.0,7163800000.0,5356500000.0,5356500000.0,5157700000.0,,,198800000.0,198800000.0,14122600000.0,1952200000.0,,,0.0,1807300000.0,0.0,1807300000.0,144900000.0,12170400000.0,248800000.0,,5943100000.0,17900000.0,5925200000.0,,50800000.0,5084600000.0,,,28400000.0,5056200000.0,19479100000.0,5227800000.0,88900000.0,,32500000.0,,68300000.0,68300000.0,148600000.0,,203800000.0,203800000.0,4582400000.0,,4582400000.0,315400000.0,4267000000.0,,,,,14251300000.0,684200000.0,,,4362100000.0,,,,,,8334400000.0,,,870600000.0,335400000.0,535200000.0,,2023-09-30
198841843.0,198841843.0,6793600000.0,7239800000.0,5566200000.0,12947800000.0,2964900000.0,5566200000.0,31400000.0,5739400000.0,7773900000.0,5739400000.0,5739400000.0,22200000.0,3769300000.0,1375500000.0,198800000.0,198800000.0,13413300000.0,2262600000.0,0.0,132300000.0,91500000.0,2038800000.0,4300000.0,2034500000.0,,11150700000.0,173800000.0,128400000.0,5201000000.0,27100000.0,5173900000.0,40100000.0,40100000.0,5088600000.0,237800000.0,5700000.0,128400000.0,4845100000.0,19152700000.0,5037100000.0,35600000.0,77700000.0,14400000.0,900000.0,100000.0,100000.0,140300000.0,140300000.0,173200000.0,173200000.0,4583900000.0,-3431700000.0,8015600000.0,579000000.0,4004900000.0,5458100000.0,1435900000.0,542600000.0,0.0,14115600000.0,65300000.0,319700000.0,676400000.0,4910100000.0,101400000.0,2210400000.0,345300000.0,2253000000.0,14200000.0,7715100000.0,-77800000.0,7792900000.0,414800000.0,319700000.0,414800000.0,414800000.0,2023-03-31
