Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
1288181.0,157992958.0,159281139.0,6542200000.0,7402500000.0,27170400000.0,34704700000.0,4938200000.0,27170400000.0,72500000.0,27374700000.0,31630400000.0,27374700000.0,27374700000.0,27216700000.0,,,,158000000.0,158000000.0,19944200000.0,7083400000.0,,2135800000.0,4299500000.0,43800000.0,4255700000.0,648100000.0,12860800000.0,234200000.0,3103000000.0,28700000.0,3074300000.0,,182000000.0,7896500000.0,,,229800000.0,7666700000.0,47318900000.0,29519900000.0,322600000.0,,127200000.0,252500000.0,252500000.0,51500000.0,204300000.0,204300000.0,28496300000.0,,28496300000.0,3306700000.0,25189600000.0,,,,,17799000000.0,1459900000.0,,,9413000000.0,,,,4300000.0,45400000.0,5719700000.0,,,1156700000.0,368900000.0,787800000.0,,,2024-03-31
,159281139.0,159281139.0,7100400000.0,7651900000.0,26864900000.0,34569400000.0,5877200000.0,26864900000.0,81900000.0,26999400000.0,29999400000.0,26999400000.0,26999400000.0,26841400000.0,,,,158000000.0,158000000.0,17703800000.0,5799500000.0,,2084700000.0,3052100000.0,52100000.0,3000000000.0,662700000.0,11904300000.0,224200000.0,4599800000.0,29800000.0,4570000000.0,,185600000.0,5892600000.0,,,3300000.0,5889300000.0,44703200000.0,26921700000.0,692000000.0,,133700000.0,119600000.0,119600000.0,51300000.0,134500000.0,,25724700000.0,,25724700000.0,4523700000.0,21201000000.0,,,,,17781500000.0,1837600000.0,,,10495600000.0,,,,4600000.0,26800000.0,4542400000.0,,,874500000.0,404900000.0,469600000.0,,,2023-09-30
,159281139.0,159281139.0,3240020000.0,4067490000.0,26520300000.0,30629590000.0,6384290000.0,26520300000.0,100220000.0,26662320000.0,28162320000.0,26662320000.0,26662320000.0,40100000.0,180900000.0,11576790000.0,5713230000.0,158970000.0,158970000.0,15926470000.0,4130720000.0,661300000.0,1899530000.0,1569890000.0,69890000.0,1500000000.0,661300000.0,11795750000.0,190400000.0,2497600000.0,30330000.0,2467270000.0,292960000.0,202500000.0,8912300000.0,884810000.0,3230000.0,13050000.0,8011210000.0,42588790000.0,24408750000.0,42430000.0,84570000.0,98860000.0,31790000.0,31790000.0,50560000.0,142020000.0,142020000.0,23899060000.0,-7613540000.0,31512600000.0,5579300000.0,18319700000.0,21642980000.0,3445320000.0,845000000.0,0.0,18180040000.0,36790000.0,3230000.0,572260000.0,10351120000.0,3719590000.0,2095430000.0,4536100000.0,1244080000.0,11410000.0,5108880000.0,-29120000.0,5138000000.0,852270000.0,125020000.0,727250000.0,4100000.0,723150000.0,2023-03-31
