Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
,22585200.0,22585200.0,695574000.0,1115815000.0,-431275000.0,445812000.0,-676465000.0,-431275000.0,393111000.0,-276892000.0,313554000.0,-220744000.0,56148000.0,-276892000.0,-389818000.0,,,112926000.0,112926000.0,2457720000.0,1208209000.0,15016000.0,,943225000.0,352779000.0,590446000.0,55816000.0,1249511000.0,352067000.0,172590000.0,40332000.0,132258000.0,,124216000.0,443978000.0,,,,443978000.0,2236976000.0,1663930000.0,113528000.0,,,29301000.0,234866000.0,234866000.0,,,,126569000.0,154383000.0,154383000.0,1005283000.0,,1005283000.0,27405000.0,977878000.0,,,,,573046000.0,124818000.0,,,,11500000.0,,141218000.0,,79697000.0,,,215813000.0,188683000.0,27130000.0,,2024-03-31
0.0,22585200.0,22585200.0,601576000.0,1001888000.0,-356293000.0,519322000.0,-542479000.0,-356293000.0,281423000.0,-201143000.0,417227000.0,-106093000.0,95050000.0,-201143000.0,-324112000.0,,,122969000.0,122969000.0,2544708000.0,1350890000.0,412180000.0,,858718000.0,240348000.0,618370000.0,65417000.0,1193818000.0,316797000.0,143170000.0,41075000.0,102095000.0,,228588000.0,388240000.0,,,,388240000.0,2438615000.0,1787275000.0,143937000.0,,,28467000.0,276016000.0,276016000.0,,,,127294000.0,155150000.0,155150000.0,1056411000.0,,1056411000.0,18788000.0,1037623000.0,,,,,651339000.0,160684000.0,,,,15774000.0,,157430000.0,,45383000.0,,,272068000.0,153179000.0,118889000.0,,2023-12-31
,22585200.0,22585200.0,610459000.0,973953000.0,-388560000.0,507046000.0,-554299000.0,-388560000.0,267324000.0,-199583000.0,401599000.0,-106083000.0,93500000.0,-199583000.0,-322484000.0,,,122901000.0,122901000.0,2517864000.0,1339221000.0,438193000.0,,820108000.0,218926000.0,601182000.0,64681000.0,1178643000.0,313366000.0,153845000.0,48398000.0,105447000.0,,156560000.0,427271000.0,,,,427271000.0,2411781000.0,1787438000.0,119564000.0,,,27168000.0,264780000.0,264780000.0,,,,128027000.0,188977000.0,188977000.0,1058922000.0,,1058922000.0,36456000.0,1022466000.0,,,,,624344000.0,142789000.0,,,,14154000.0,,152989000.0,,17500000.0,,,296912000.0,200742000.0,96170000.0,,2023-09-30
,22585200.0,22585200.0,636055000.0,1240894000.0,-348219000.0,509160000.0,-470431000.0,-348219000.0,525633000.0,-206101000.0,397730000.0,-126697000.0,79404000.0,-206101000.0,-1000.0,-1377985000.0,973605000.0,112926000.0,112926000.0,2555676000.0,1464977000.0,6095000.0,46414000.0,1070038000.0,466207000.0,603831000.0,49724000.0,1090699000.0,105020000.0,170856000.0,59426000.0,111430000.0,5122000.0,107233000.0,438034000.0,18143000.0,223000.0,32965000.0,386703000.0,2428979000.0,1808711000.0,1000.0,307964000.0,534000.0,31592000.0,2719000.0,273000.0,2446000.0,38185000.0,38185000.0,129484000.0,142118000.0,142118000.0,1156114000.0,-1288175000.0,2444289000.0,30385000.0,684185000.0,854898000.0,844821000.0,30000000.0,0.0,620268000.0,-1000.0,0.0,223000.0,310721000.0,12831000.0,12831000.0,31818000.0,15619000.0,90086000.0,-52012000.0,142098000.0,158971000.0,79765000.0,79206000.0,79206000.0,2023-03-31
,22585200.0,22585200.0,528119000.0,1093680000.0,-241155000.0,551723000.0,-282649000.0,-241155000.0,418303000.0,-123654000.0,480959000.0,-28281000.0,95373000.0,-123654000.0,-236580000.0,,,112926000.0,112926000.0,2634688000.0,1581085000.0,81175000.0,,972919000.0,368306000.0,604613000.0,57576000.0,1053603000.0,283145000.0,120761000.0,49997000.0,70764000.0,,160937000.0,385933000.0,,,,385933000.0,2606407000.0,1835454000.0,147274000.0,,,29642000.0,227470000.0,227470000.0,,,,130252000.0,117501000.0,117501000.0,1183315000.0,,1183315000.0,35051000.0,1148264000.0,,,,,770954000.0,217834000.0,,,,14031000.0,,153635000.0,,86370000.0,,,299084000.0,151826000.0,147258000.0,,2022-12-31
