Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
0.0,1709553100.0,1709553100.0,,0.0,3939239000.0,4285523000.0,164169000.0,3939239000.0,4285523000.0,4285523000.0,4391736000.0,106213000.0,4285523000.0,2575970000.0,,,,1709553000.0,1709553000.0,170923000.0,50236000.0,,,0.0,0.0,14413000.0,120687000.0,113357000.0,0.0,0.0,,688000.0,4496000.0,,,4496000.0,4562659000.0,4277804000.0,,18265000.0,,714965000.0,714965000.0,1574581000.0,346284000.0,1304000.0,344980000.0,344673000.0,,344673000.0,0.0,344673000.0,,,,,284856000.0,12179000.0,,54546000.0,,19561000.0,,,198570000.0,182976000.0,15594000.0,,2024-03-31
,1709553100.0,1709553100.0,19054000.0,32760000.0,3566075000.0,3600163000.0,27439000.0,3566075000.0,3567403000.0,3600163000.0,3567403000.0,,3567403000.0,1857850000.0,,,,1709553000.0,1709553000.0,153231000.0,82097000.0,,,32760000.0,32760000.0,14239000.0,71134000.0,56464000.0,0.0,0.0,,688000.0,11617000.0,,,11617000.0,3720634000.0,3622062000.0,,7898000.0,,1514621000.0,1514621000.0,1571918000.0,1328000.0,,,363669000.0,,,,,,,,,98573000.0,11891000.0,,7220000.0,,35123000.0,,,44339000.0,30633000.0,13706000.0,,2023-09-30
,1709553100.0,1709553100.0,162587000.0,186127000.0,3586790000.0,3774269000.0,-113000.0,3586790000.0,3588142000.0,3741422000.0,3588142000.0,,3588142000.0,1878590000.0,1302732000.0,-3086296000.0,2509944000.0,1709553000.0,1709553000.0,305608000.0,200850000.0,7636000.0,13327000.0,153280000.0,153280000.0,13327000.0,104758000.0,1859000.0,32847000.0,32847000.0,2090000.0,2090000.0,40928000.0,25902000.0,4513000.0,10513000.0,3893750000.0,3789105000.0,10278000.0,7644000.0,523906000.0,1058227000.0,1058227000.0,1579298000.0,1352000.0,1352000.0,,314150000.0,-296328000.0,610478000.0,-70801000.0,384951000.0,273471000.0,169288000.0,238520000.0,0.0,104645000.0,8210000.0,9441000.0,4943000.0,248000.0,37132000.0,-5340000.0,42472000.0,52881000.0,29341000.0,23540000.0,23541000.0,2023-03-31
