Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
86801898.0,86801898.0,9053616000.0,9373849000.0,13012539000.0,27442813000.0,1834773000.0,13012539000.0,17977000.0,18086941000.0,23688540000.0,17999569000.0,-87372000.0,18086941000.0,18000139000.0,,,86802000.0,86802000.0,12932476000.0,5998994000.0,160382000.0,,,0.0,5614320000.0,12721000.0,5601599000.0,224292000.0,6933482000.0,271948000.0,3759529000.0,5256000.0,3754273000.0,,205789000.0,1748242000.0,,,,1748242000.0,30932045000.0,22163791000.0,562135000.0,,102614000.0,462695000.0,,462695000.0,,,5074402000.0,4612094000.0,462308000.0,15961945000.0,,15961945000.0,4030013000.0,11931932000.0,,,,,8768255000.0,1018774000.0,,,3449281000.0,,,,,,46884000.0,3920455000.0,,,332861000.0,30605000.0,302256000.0,,,2024-03-31
86801898.0,86801898.0,8397657000.0,8654395000.0,12903876000.0,26469718000.0,1949141000.0,12903876000.0,19426000.0,17834749000.0,23403067000.0,17745894000.0,-88855000.0,17834749000.0,17747947000.0,,,86802000.0,86802000.0,12294449000.0,5992409000.0,169936000.0,,,24113000.0,5587744000.0,19426000.0,5568318000.0,210616000.0,6302040000.0,192348000.0,3066651000.0,0.0,3066651000.0,,250073000.0,1858928000.0,,,11015000.0,1847913000.0,30040343000.0,21789163000.0,853200000.0,,,514637000.0,,514637000.0,,,4930873000.0,4475606000.0,455267000.0,15490453000.0,,15490453000.0,3890930000.0,11599523000.0,,,,,8251181000.0,1069201000.0,,,3316005000.0,,,,,,0.0,3553873000.0,,,312102000.0,74790000.0,237312000.0,,,2023-09-30
86801898.0,86801898.0,7757169000.0,7992021000.0,12971025000.0,25803121000.0,-149023000.0,12971025000.0,21670000.0,17832770000.0,20720959000.0,17743565000.0,-89205000.0,17832770000.0,876000.0,10011804000.0,7249515000.0,86802000.0,86802000.0,11280261000.0,3451130000.0,3164000.0,50000000.0,174765000.0,140508000.0,2906203000.0,18014000.0,2888189000.0,176490000.0,7829131000.0,59000.0,5085818000.0,3656000.0,5082162000.0,293760000.0,206980000.0,2112127000.0,535272000.0,2464000.0,130252000.0,1444139000.0,29023826000.0,21343718000.0,44000.0,177346000.0,,220000.0,20000.0,200000.0,426362000.0,426362000.0,4861745000.0,4406478000.0,455267000.0,15877532000.0,-4356089000.0,20233621000.0,4083038000.0,4494602000.0,8327486000.0,3003202000.0,325293000.0,0.0,7680108000.0,920619000.0,3864000.0,333232000.0,3198210000.0,226562000.0,550938000.0,520991000.0,1899719000.0,65022000.0,623107000.0,3243491000.0,-3254000.0,3246745000.0,213182000.0,1400000.0,213182000.0,14899000.0,198283000.0,2023-03-31
