Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Non Current Accrued Expenses
371250405.0,371250405.0,,1308471000.0,14615779000.0,15942889000.0,13347906000.0,14615779000.0,14634418000.0,15268705000.0,15166797000.0,532379000.0,14634418000.0,13891917000.0,,,742501000.0,742501000.0,6378890000.0,864569000.0,,4456000.0,634287000.0,634287000.0,81354000.0,5514321000.0,2863510000.0,,674184000.0,674184000.0,,94859000.0,1299549000.0,,,68687000.0,1230862000.0,21545687000.0,2683460000.0,140661000.0,,160579000.0,,406688000.0,406688000.0,,1391292000.0,84648000.0,18639000.0,18639000.0,426790000.0,,426790000.0,0.0,426790000.0,,,,,18862227000.0,537222000.0,26472000.0,,,5046955000.0,,,,4041056000.0,87245000.0,1441697000.0,,,7681580000.0,5226119000.0,2455461000.0,,,2024-03-31,,
371250405.0,371250405.0,812332000.0,2167015000.0,12177374000.0,14363028000.0,10567077000.0,12177374000.0,12196013000.0,12930301000.0,13138330000.0,942317000.0,12196013000.0,11453512000.0,,,742501000.0,742501000.0,6125692000.0,914960000.0,,87000.0,734288000.0,734288000.0,73884000.0,5210732000.0,1809171000.0,,1432727000.0,1432727000.0,,88858000.0,1437967000.0,,,270990000.0,1166977000.0,19264022000.0,3486213000.0,583658000.0,,426481000.0,,416721000.0,416721000.0,,1087597000.0,54687000.0,18639000.0,18639000.0,504438000.0,,504438000.0,12000.0,504426000.0,,,,,15777809000.0,511587000.0,,,,4565018000.0,,,,2543307000.0,108209000.0,1281740000.0,,,6767948000.0,5413265000.0,1354683000.0,,,2023-09-30,,
371250405.0,371250405.0,910063000.0,2058783000.0,10875185000.0,12952607000.0,7889043000.0,10875185000.0,10893824000.0,11016886000.0,11451683000.0,557859000.0,10893824000.0,10151323000.0,7647803000.0,2008323000.0,742501000.0,742501000.0,6356619000.0,278170000.0,76894000.0,0.0,123062000.0,123062000.0,76894000.0,6078449000.0,4363000.0,121710000.0,1935721000.0,1935721000.0,73234000.0,73234000.0,2139730000.0,78737000.0,1944000.0,72060000.0,1986989000.0,17808302000.0,3840810000.0,1004929000.0,1045374000.0,416619000.0,54952000.0,43988000.0,189148000.0,43988000.0,1008333000.0,56051000.0,18639000.0,18639000.0,531363000.0,-423682000.0,955045000.0,0.0,115984000.0,612255000.0,225155000.0,1651000.0,0.0,13967492000.0,601433000.0,,616572000.0,467717000.0,3803061000.0,384000.0,3725617000.0,77060000.0,3217135000.0,122698000.0,3325556000.0,-424000.0,3325980000.0,2414753000.0,1266033000.0,1148720000.0,86621000.0,1062099000.0,2023-03-31,,
