Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Total Tax Payable,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Properties,Restricted Cash,Prepaid Assets,Cash Financial
0.0,15196000.0,15196000.0,150154000.0,203151000.0,662077000.0,818101000.0,525864000.0,662077000.0,47794000.0,662744000.0,687882000.0,662744000.0,662744000.0,503856000.0,158888000.0,158888000.0,482984000.0,69941000.0,-2000.0,52795000.0,27657000.0,25138000.0,17148000.0,413043000.0,90156000.0,150356000.0,20137000.0,130219000.0,7599000.0,91762000.0,91762000.0,1145728000.0,206822000.0,54711000.0,15118000.0,482000.0,667000.0,667000.0,135844000.0,135844000.0,135844000.0,938907000.0,376212000.0,,2921000.0,240965000.0,318809000.0,313606000.0,5203000.0,2024-03-31,,,,,,,,,,,,,
,15096000.0,15096000.0,172773000.0,224802000.0,597987000.0,777160000.0,502869000.0,597987000.0,46341000.0,598699000.0,633711000.0,598699000.0,598699000.0,446739000.0,151960000.0,151960000.0,467771000.0,81114000.0,1000.0,61216000.0,26204000.0,35012000.0,19897000.0,386657000.0,55896000.0,163586000.0,20137000.0,143449000.0,1525000.0,92509000.0,92509000.0,1066470000.0,176943000.0,17320000.0,13215000.0,538000.0,712000.0,,145158000.0,145158000.0,145158000.0,889526000.0,449817000.0,0.0,1258000.0,137662000.0,300789000.0,295101000.0,5688000.0,2023-09-30,,,,,,,,,,,,,
,15096000.0,15096000.0,124709000.0,189540000.0,569620000.0,704626000.0,470864000.0,569620000.0,55334000.0,570420000.0,612632000.0,570420000.0,570420000.0,419460000.0,150960000.0,150960000.0,511474000.0,93846000.0,-1000.0,75815000.0,33603000.0,42212000.0,18032000.0,417628000.0,92247000.0,113725000.0,21731000.0,91994000.0,1894000.0,159419000.0,159419000.0,1081894000.0,193402000.0,18259000.0,7569000.0,238000.0,800000.0,,166536000.0,166536000.0,166536000.0,888492000.0,497100000.0,0.0,1921000.0,177789000.0,211682000.0,202185000.0,9497000.0,2023-03-31,,,,,,,,,,,,,
