Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Hedging Assets Current,Cash Equivalents
192210862.0,192210862.0,12587400000.0,14158800000.0,21646700000.0,38251500000.0,909000000.0,21646700000.0,1073800000.0,25166500000.0,28093400000.0,29211200000.0,4044700000.0,25166500000.0,23244400000.0,,,1922100000.0,1922100000.0,27821500000.0,5891800000.0,137900000.0,,,,1678500000.0,3763300000.0,836400000.0,2926900000.0,70100000.0,21929700000.0,1760700000.0,10395500000.0,237400000.0,10158100000.0,689800000.0,6678400000.0,,,400700000.0,6277700000.0,57032700000.0,34194000000.0,372700000.0,,367000000.0,590000000.0,590000000.0,,1519200000.0,,3519800000.0,871000000.0,2648800000.0,25781600000.0,,25781600000.0,1731600000.0,24050000000.0,,,,,22838700000.0,1793300000.0,,,14559200000.0,,,,,189300000.0,5189100000.0,,,1107800000.0,610200000.0,497600000.0,,2024-03-31,,
192210862.0,192210862.0,14330600000.0,15635900000.0,20161800000.0,38220200000.0,-129700000.0,20161800000.0,1072000000.0,23656300000.0,25881100000.0,27708100000.0,4051800000.0,23656300000.0,21734200000.0,,,1922100000.0,1922100000.0,28962600000.0,5180800000.0,141700000.0,,,,1693900000.0,3054500000.0,829700000.0,2224800000.0,67000000.0,23781800000.0,1087000000.0,12581400000.0,242300000.0,12339100000.0,1577000000.0,6339100000.0,,,210200000.0,6128900000.0,56670700000.0,33018600000.0,654300000.0,,375500000.0,626500000.0,626500000.0,,1328700000.0,,3494500000.0,845700000.0,2648800000.0,25180200000.0,,25180200000.0,1972600000.0,23207600000.0,,,,,23652100000.0,2207300000.0,,,13763000000.0,,,,,164000000.0,6333700000.0,,,1184100000.0,950800000.0,233300000.0,,2023-09-30,,
192160890.0,192160890.0,12947900000.0,14330000000.0,19870000000.0,36590000000.0,-724900000.0,19870000000.0,1115300000.0,23375300000.0,23922300000.0,27436000000.0,4060700000.0,23375300000.0,57900000.0,18782100000.0,4338900000.0,1921600000.0,1921600000.0,27423500000.0,3643700000.0,146500000.0,57600000.0,177300000.0,146500000.0,1797900000.0,1464400000.0,917400000.0,547000000.0,57600000.0,23779800000.0,228700000.0,12865600000.0,197900000.0,12667700000.0,851400000.0,7571800000.0,503100000.0,2700000.0,22700000.0,7043300000.0,54859500000.0,31804600000.0,122200000.0,617000000.0,423800000.0,169800000.0,169700000.0,100000.0,1414300000.0,1414300000.0,3505300000.0,856500000.0,2648800000.0,24172700000.0,-9069000000.0,33241700000.0,2196800000.0,21983900000.0,17316200000.0,9029600000.0,4699100000.0,0.0,23054900000.0,702300000.0,10200000.0,1249200000.0,14419700000.0,978500000.0,3283300000.0,816500000.0,9341400000.0,648300000.0,5740300000.0,-391300000.0,6131600000.0,284900000.0,18100000.0,266800000.0,266800000.0,2023-03-31,,
