Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
28877488.0,28877488.0,3151300000.0,3234900000.0,2769200000.0,6104900000.0,-2570900000.0,2769200000.0,37400000.0,2907400000.0,3227400000.0,2907400000.0,2907400000.0,2763000000.0,,,144400000.0,144400000.0,7532600000.0,850500000.0,100400000.0,,,23100000.0,,0.0,344100000.0,24100000.0,320000000.0,142000000.0,6682100000.0,989500000.0,2890800000.0,13300000.0,2877500000.0,193300000.0,1485300000.0,,,1485300000.0,10440000000.0,6328800000.0,65000000.0,,523100000.0,704600000.0,,704600000.0,,,,100000.0,138200000.0,100000.0,138100000.0,4806400000.0,,4806400000.0,98200000.0,4708200000.0,,,,,4111200000.0,285800000.0,62200000.0,,,2895300000.0,,,,,20300000.0,0.0,515200000.0,,,332400000.0,286200000.0,46200000.0,,2024-03-31
28877488.0,28877488.0,2934100000.0,3052100000.0,2355600000.0,5500900000.0,-1180900000.0,2355600000.0,45000000.0,2493800000.0,2874100000.0,2493800000.0,2493800000.0,2380500000.0,,,113300000.0,113300000.0,6815700000.0,1829400000.0,72700000.0,,,21800000.0,,12200000.0,411500000.0,31200000.0,380300000.0,841700000.0,4986300000.0,460900000.0,2640600000.0,13800000.0,2626800000.0,345200000.0,998700000.0,,,998700000.0,9309500000.0,5504100000.0,117700000.0,,421700000.0,203100000.0,,203100000.0,,,,200000.0,138200000.0,100000.0,138100000.0,4515300000.0,,4515300000.0,242600000.0,4272700000.0,,,,,3805400000.0,344800000.0,60600000.0,,,2015600000.0,,,,,19300000.0,3300000.0,864000000.0,,,497800000.0,424800000.0,73000000.0,,2023-09-30
28877488.0,28877488.0,2922103000.0,3014369000.0,2076016000.0,5177715000.0,-1625386000.0,2076016000.0,50939000.0,2214285000.0,2588965000.0,2214285000.0,2214285000.0,58967000.0,310286000.0,16521000.0,113334000.0,113334000.0,6960997000.0,1487906000.0,8000.0,157766000.0,0.0,25994000.0,99481000.0,11643000.0,413119000.0,38439000.0,374680000.0,778335000.0,5473091000.0,331021000.0,2601250000.0,12500000.0,2588750000.0,281686000.0,2179138000.0,1135196000.0,1294000.0,1042648000.0,9175282000.0,5327577000.0,-6000.0,128888000.0,414990000.0,136571000.0,3000.0,124878000.0,11690000.0,0.0,0.0,206000.0,138269000.0,180000.0,138089000.0,4415248000.0,-2411744000.0,6826992000.0,71962000.0,733129000.0,3811356000.0,1462388000.0,748157000.0,0.0,3847705000.0,475000.0,59716000.0,47659000.0,291011000.0,2521664000.0,15757000.0,2107151000.0,8859000.0,389897000.0,331054000.0,3075000.0,519653000.0,-2836000.0,522489000.0,73398000.0,32071000.0,41327000.0,41327000.0,2023-03-31
