Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Inventories
92172140.0,92172140.0,6644800000.0,6753600000.0,2966100000.0,9720000000.0,17100000.0,2966100000.0,1700000.0,2968100000.0,9333300000.0,2968100000.0,2968100000.0,2046400000.0,,,,921700000.0,921700000.0,7828500000.0,6475300000.0,38500000.0,,6365200000.0,,6365200000.0,18600000.0,1353200000.0,121100000.0,388400000.0,1700000.0,386700000.0,,3700000.0,746500000.0,,746500000.0,10796600000.0,9426300000.0,64600000.0,,1072100000.0,124400000.0,124400000.0,,2000000.0,2000000.0,8149500000.0,,8149500000.0,1300000.0,8148200000.0,,,,,1370300000.0,93100000.0,,,591900000.0,,,,,,5600000.0,385100000.0,,,294600000.0,187500000.0,107100000.0,,,2024-03-31,
92172140.0,92172140.0,6377400000.0,6432300000.0,3367700000.0,9798000000.0,302000000.0,3367700000.0,2200000.0,3367900000.0,9423100000.0,3367900000.0,3367900000.0,2446200000.0,,,,921700000.0,921700000.0,7244500000.0,6069000000.0,,,6055900000.0,700000.0,6055200000.0,12700000.0,1175500000.0,47000000.0,376400000.0,1500000.0,374900000.0,,6800000.0,730600000.0,,730600000.0,10612400000.0,9134900000.0,98000000.0,,869300000.0,90500000.0,90500000.0,,200000.0,,7986900000.0,,7986900000.0,859400000.0,7127500000.0,,,,,1477500000.0,102400000.0,,,660300000.0,,,,,,0.0,544800000.0,,,170000000.0,117300000.0,52700000.0,,,2023-09-30,
92172140.0,92172140.0,4812058000.0,5249048000.0,3552452000.0,8801500000.0,375008000.0,3552452000.0,,3552452000.0,8801500000.0,3552452000.0,3552452000.0,2630700000.0,0.0,-3619826000.0,2349072000.0,921721000.0,921721000.0,5535656000.0,5264942000.0,,0.0,5249048000.0,,5249048000.0,15894000.0,270714000.0,30476000.0,0.0,,0.0,6813000.0,6800000.0,233377000.0,204394000.0,28983000.0,9088108000.0,8442386000.0,1000.0,137092000.0,659191000.0,1170000.0,1170000.0,0.0,,,7644806000.0,-6110157000.0,13754963000.0,263015000.0,721107000.0,11643820000.0,1057120000.0,69901000.0,0.0,645722000.0,63200000.0,92645000.0,63176000.0,51667000.0,-78187000.0,0.0,27120000.0,102734000.0,751000.0,493000.0,0.0,0.0,0.0,436990000.0,93300000.0,436990000.0,400000000.0,36990000.0,2023-03-31,
