Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.259815,1083780000.0,,,671370000.0,30750000.0,5359520000.0,1083780000.0,1053030000.0,-146000000.0,146000000.0,,671370000.0,671370000.0,5553910000.0,,,,,,671370000.0,671370000.0,0.0,671370000.0,671370000.0,671370000.0,235660000.0,907030000.0,34880000.0,,,,-146000000.0,,146000000.0,,1018150000.0,194390000.0,64760000.0,30750000.0,30750000.0,,,,,1212540000.0,5359520000.0,6572060000.0,6572060000.0,2024-03-31
0.0,0.248063,366850000.0,,,173690000.0,28430000.0,1927320000.0,366850000.0,338420000.0,-107430000.0,107430000.0,,173690000.0,173690000.0,2109190000.0,,124956835.0,124956835.0,1.39,1.39,173690000.0,173690000.0,0.0,173690000.0,173690000.0,173690000.0,57300000.0,230990000.0,27110000.0,,,,-107430000.0,,107430000.0,,311310000.0,181870000.0,51350000.0,28430000.0,28430000.0,,,,,493180000.0,1927320000.0,2420500000.0,2420500000.0,2023-12-31
0.0,0.261574,399700000.0,,,212460000.0,25070000.0,2435050000.0,399700000.0,374630000.0,-86910000.0,86910000.0,,212460000.0,212460000.0,2606020000.0,,103639024.0,103639024.0,2.05,2.05,212460000.0,212460000.0,0.0,212460000.0,212460000.0,212460000.0,75260000.0,287720000.0,16260000.0,,,,-86910000.0,,86910000.0,,358370000.0,170970000.0,52490000.0,25070000.0,25070000.0,,,,,529340000.0,2435050000.0,2964390000.0,2964390000.0,2023-09-30
0.0,0.261072,635110000.0,0.0,0.0,399080000.0,20880000.0,3754990000.0,635110000.0,614230000.0,-84090000.0,74150000.0,13540000.0,399080000.0,399080000.0,3934200000.0,20630000.0,,,,,399080000.0,399080000.0,0.0,399080000.0,399080000.0,399080000.0,141000000.0,540080000.0,1340000.0,0.0,0.0,0.0,-84090000.0,23480000.0,74150000.0,13540000.0,622830000.0,179210000.0,43830000.0,20880000.0,20880000.0,33020000.0,410000.0,32610000.0,1920000.0,802040000.0,3754990000.0,4557030000.0,4557030000.0,2023-03-31
0.0,0.26085,407030000.0,,,226860000.0,18570000.0,2308090000.0,407030000.0,388460000.0,-81540000.0,81540000.0,,226860000.0,226860000.0,2430440000.0,,124644000.0,124644000.0,1.820064,1.820064,226860000.0,226860000.0,0.0,226860000.0,226860000.0,226860000.0,80060000.0,306920000.0,10500000.0,,,,-81540000.0,,81540000.0,,377960000.0,122350000.0,32850000.0,18570000.0,18570000.0,,,,,500310000.0,2308090000.0,2808400000.0,2808400000.0,2022-12-31
0.0,0.250381,358320000.0,,,147630000.0,33200000.0,2070900000.0,358320000.0,325120000.0,-128180000.0,128180000.0,,147630000.0,147630000.0,2262960000.0,,125110169.0,125110169.0,1.18,1.18,147630000.0,147630000.0,0.0,147630000.0,147630000.0,147630000.0,49310000.0,196940000.0,22450000.0,,,,-128180000.0,,128180000.0,,302670000.0,192060000.0,54420000.0,33200000.0,33200000.0,,,,,494730000.0,2070900000.0,2565630000.0,2565630000.0,2024-06-30 00:00:00
0.0,0.251037,336380000.0,,,164360000.0,27500000.0,2314850000.0,336380000.0,308880000.0,-89430000.0,89430000.0,,164360000.0,164360000.0,2482380000.0,,124644000.0,124644000.0,1.318635,1.318635,164360000.0,164360000.0,0.0,164360000.0,164360000.0,164360000.0,55090000.0,219450000.0,9560000.0,,,,-89430000.0,,89430000.0,,299320000.0,167530000.0,50610000.0,27500000.0,27500000.0,,,,,466850000.0,2314850000.0,2781700000.0,2781700000.0,2023-06-30 00:00:00
