Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
10942262.0,10942262.0,2147988000.0,3103560000.0,8870551000.0,11629394000.0,458733000.0,8870551000.0,359551000.0,8885385000.0,11417193000.0,8885385000.0,8885385000.0,8775962000.0,109423000.0,109423000.0,5496955000.0,3451546000.0,650000.0,378941000.0,2865282000.0,333474000.0,2531808000.0,202095000.0,2045409000.0,599567000.0,238278000.0,26077000.0,212201000.0,61094000.0,263943000.0,0.0,263943000.0,14382340000.0,11878198000.0,160681000.0,154388000.0,154388000.0,14834000.0,11548295000.0,11548295000.0,386310000.0,11161985000.0,2504142000.0,44742000.0,146985000.0,168054000.0,2144361000.0,1548340000.0,596021000.0,2024-03-31
10942262.0,10942262.0,3134431000.0,3917571000.0,7800335000.0,11357623000.0,445133000.0,7800335000.0,370955000.0,7811007000.0,11147753000.0,7811007000.0,7811007000.0,7701584000.0,109423000.0,109423000.0,6194578000.0,4251556000.0,826000.0,354393000.0,3683460000.0,346714000.0,3336746000.0,208536000.0,1943022000.0,430423000.0,234111000.0,24241000.0,209870000.0,68727000.0,338723000.0,30229000.0,308494000.0,14005585000.0,11617430000.0,317813000.0,174344000.0,174344000.0,10672000.0,11114601000.0,11114601000.0,393314000.0,10721287000.0,2388155000.0,90003000.0,150049000.0,250848000.0,1897255000.0,1485070000.0,412185000.0,2023-09-30
10942262.0,10942262.0,4550388000.0,5109127000.0,7174433000.0,11920350000.0,1138924000.0,7174433000.0,379220000.0,7190443000.0,11664118000.0,7190443000.0,7190443000.0,7081020000.0,109423000.0,109423000.0,7230068000.0,5379167000.0,985000.0,355053000.0,4830801000.0,357126000.0,4473675000.0,188059000.0,1850901000.0,723962000.0,278326000.0,22094000.0,256232000.0,58202000.0,273671000.0,331000.0,273340000.0,14420511000.0,11430686000.0,44121000.0,277864000.0,277864000.0,16010000.0,11092691000.0,11092691000.0,233238000.0,10859453000.0,2989825000.0,56921000.0,137240000.0,252792000.0,2542872000.0,2363353000.0,179519000.0,2023-03-31
