Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Income Discontinuous Operations
-28503729.312718,0.264413,5150900000.0,-107800000.0,-107800000.0,2292100000.0,883800000.0,14899100000.0,5043100000.0,4159300000.0,-1035400000.0,1035400000.0,2371396270.687282,2292100000.0,22609800000.0,,,,,2292100000.0,2292100000.0,0.0,2292100000.0,-5800000.0,2297900000.0,2297900000.0,826000000.0,3123900000.0,776800000.0,-107800000.0,0.0,,107800000.0,-1035400000.0,1035400000.0,3475200000.0,7710700000.0,3814100000.0,883800000.0,883800000.0,11185900000.0,14899100000.0,26085000000.0,26085000000.0,2024-03-31,
0.0,0.25246,4218300000.0,0.0,0.0,1835000000.0,703000000.0,13832200000.0,4218300000.0,3515300000.0,-1035300000.0,1035300000.0,1835000000.0,1835000000.0,20945300000.0,66557853.0,66557853.0,27.57,27.57,1835000000.0,1835000000.0,0.0,1835000000.0,-18900000.0,1853900000.0,1853900000.0,626100000.0,2480000000.0,641800000.0,0.0,,0.0,0.0,-1035300000.0,1035300000.0,2916500000.0,7113100000.0,3498200000.0,703000000.0,703000000.0,10029600000.0,13832200000.0,23861800000.0,23861800000.0,2023-12-31,
-55089777.714852,0.239417,3895500000.0,-230100000.0,-230100000.0,1597800000.0,653700000.0,13184800000.0,3665400000.0,3011700000.0,-892800000.0,892800000.0,1772810222.285148,1597800000.0,20041300000.0,66547272.0,66547272.0,24.01,24.01,1597800000.0,1597800000.0,0.0,1597800000.0,-13800000.0,1611600000.0,1611600000.0,507300000.0,2118900000.0,672600000.0,-230100000.0,230100000.0,0.0,0.0,-892800000.0,892800000.0,2492700000.0,6856500000.0,3364600000.0,653700000.0,653700000.0,9349200000.0,13184800000.0,22534000000.0,22534000000.0,2023-09-30,
-2301124.849106,0.024454,12420800000.0,-94100000.0,-94100000.0,10652700000.0,597200000.0,10200800000.0,12326700000.0,11729500000.0,-794700000.0,794700000.0,10744498875.150894,10652700000.0,16345500000.0,66575214.0,66575214.0,160.01,160.01,10652700000.0,10652700000.0,0.0,10652700000.0,-14700000.0,10667400000.0,10667400000.0,267400000.0,10934800000.0,550200000.0,-94100000.0,94100000.0,0.0,0.0,-794700000.0,794700000.0,1369100000.0,6144700000.0,2704400000.0,597200000.0,597200000.0,7513800000.0,10200800000.0,17714600000.0,17714600000.0,2023-06-30,
-246637800.0,0.3,3801414000.0,-822126000.0,-822126000.0,1943482000.0,616109000.0,12518622000.0,2979288000.0,2363179000.0,-155748000.0,629286000.0,2518970200.0,1943482000.0,17488826000.0,,,,,1943482000.0,1943482000.0,0.0,1943482000.0,-21349000.0,1964831000.0,1964831000.0,-230938000.0,1733893000.0,-516201000.0,-1058150000.0,680303000.0,361281000.0,16566000.0,-155748000.0,629286000.0,2989392000.0,4970204000.0,-3489143000.0,616109000.0,590699000.0,7959596000.0,12518622000.0,20478218000.0,20478218000.0,2023-03-31,
,,,,,,,,,,,,,,,66554386.0,66554386.0,14.25,14.25,,,,,,,,,,,,42100000.0,0.0,,,,,,,,,,,,,2022-12-31,
0.0,0.274208,1486100000.0,0.0,0.0,566200000.0,393900000.0,6070000000.0,1486100000.0,1092200000.0,-306300000.0,306300000.0,566200000.0,73664600000.0,8757600000.0,66958079.0,66551568.0,1100.16,1106.88,73664600000.0,73664600000.0,0.0,73664600000.0,-4200000.0,73668800000.0,570400000.0,215500000.0,785900000.0,606200000.0,0.0,,,0.0,-306300000.0,306300000.0,618900000.0,2687600000.0,1093200000.0,393900000.0,393900000.0,3306500000.0,6070000000.0,9376500000.0,9376500000.0,2024-06-30 00:00:00,73098400000.0
