Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
115163508.0,115163508.0,80100000.0,255900000.0,8245500000.0,8433100000.0,4538200000.0,8245500000.0,71900000.0,8249100000.0,8269300000.0,8249100000.0,8249100000.0,8133900000.0,,,115200000.0,115200000.0,1768100000.0,254900000.0,5100000.0,,151100000.0,81700000.0,61500000.0,20200000.0,17000000.0,1513200000.0,100800000.0,174200000.0,10400000.0,163800000.0,,62300000.0,946400000.0,,0.0,946400000.0,10017200000.0,3965800000.0,79300000.0,,7100000.0,505300000.0,505300000.0,,3600000.0,,3370500000.0,,3370500000.0,584000000.0,2786500000.0,,,,6051400000.0,44500000.0,,,2080200000.0,,,,,377300000.0,2384600000.0,,,1164800000.0,1060900000.0,103900000.0,,2024-03-31
115163508.0,115163508.0,,156200000.0,7995400000.0,8072600000.0,3826400000.0,7995400000.0,80700000.0,7997100000.0,8026000000.0,7997100000.0,7997100000.0,7881900000.0,,,115200000.0,115200000.0,1787700000.0,239100000.0,,,124600000.0,98900000.0,70000000.0,28900000.0,15600000.0,1548600000.0,67000000.0,57300000.0,10700000.0,46600000.0,,60700000.0,1262200000.0,,0.0,1262200000.0,9784800000.0,4409800000.0,50500000.0,,3200000.0,1237400000.0,1237400000.0,,1700000.0,,3081200000.0,,3081200000.0,467300000.0,2613900000.0,,,,5375000000.0,211200000.0,,,1790500000.0,,,,,9200000.0,2765400000.0,,,598700000.0,409900000.0,188800000.0,,2023-09-30
115163508.0,115163508.0,,127460000.0,7730250000.0,7767320000.0,4586130000.0,7730250000.0,91630000.0,7731490000.0,7748560000.0,7731490000.0,7731490000.0,7616330000.0,6138610000.0,959350000.0,115160000.0,115160000.0,1477180000.0,216110000.0,10000.0,14310000.0,103350000.0,98450000.0,81380000.0,17070000.0,14310000.0,1261070000.0,10500000.0,29010000.0,10250000.0,18760000.0,52390000.0,52390000.0,1113430000.0,22300000.0,0.0,1091130000.0,9208670000.0,3361470000.0,30000.0,98400000.0,2440000.0,120510000.0,11010000.0,109500000.0,1240000.0,1240000.0,2754880000.0,-333550000.0,3088430000.0,273440000.0,179050000.0,2075950000.0,559990000.0,0.0,5847200000.0,10000.0,296240000.0,354700000.0,2249650000.0,66950000.0,1458930000.0,72230000.0,651540000.0,11250000.0,2620710000.0,-102800000.0,2723510000.0,314640000.0,188430000.0,126210000.0,126210000.0,2023-03-31
