Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
32000000.0,32000000.0,1038933000.0,1040182000.0,804782000.0,5031234000.0,-133458000.0,804782000.0,3991052000.0,4992357000.0,4212044000.0,220992000.0,3991052000.0,3671052000.0,,,320000000.0,320000000.0,1837646000.0,1044223000.0,,,7310000.0,1001305000.0,1001305000.0,23174000.0,793423000.0,18137000.0,38877000.0,38877000.0,692915000.0,,,1832000.0,691083000.0,6049690000.0,5389725000.0,26776000.0,,4934000.0,0.0,3186270000.0,,2171745000.0,,2171745000.0,2130943000.0,40802000.0,,659965000.0,27507000.0,,,211800000.0,,10000.0,779000.0,3074000.0,,,416795000.0,415546000.0,1249000.0,,2024-03-31
32000000.0,32000000.0,332100000.0,361663000.0,803542000.0,4350461000.0,-686543000.0,803542000.0,3988798000.0,4350461000.0,4210909000.0,222111000.0,3988798000.0,3668798000.0,,,320000000.0,320000000.0,1867230000.0,391912000.0,,,7075000.0,361663000.0,361663000.0,23174000.0,1475318000.0,,0.0,0.0,1362504000.0,,,2921000.0,1359583000.0,6078139000.0,5289364000.0,8281000.0,,196000.0,0.0,3185256000.0,,2095631000.0,,2095631000.0,2054713000.0,40918000.0,,788775000.0,32989000.0,,,116184000.0,,,680000.0,6272000.0,,,632650000.0,603087000.0,29563000.0,,2023-09-30
32000000.0,32000000.0,330590000.0,339906000.0,809891000.0,4335053000.0,-488572000.0,809891000.0,3995147000.0,4335053000.0,4222139000.0,226992000.0,3995147000.0,-1000.0,1997747000.0,1437419000.0,320000000.0,320000000.0,1708778000.0,399928000.0,1000.0,29652000.0,7195000.0,339906000.0,339906000.0,23174000.0,1308850000.0,11083000.0,0.0,0.0,1295830000.0,28605000.0,603000.0,6769000.0,1259853000.0,5930917000.0,5110639000.0,13158000.0,13158000.0,196000.0,0.0,3185256000.0,3185256000.0,1912029000.0,-15828000.0,1927857000.0,1877794000.0,21906000.0,28157000.0,820278000.0,72246000.0,2779000.0,16971000.0,58551000.0,58551000.0,607227000.0,,3978000.0,0.0,3978000.0,58526000.0,49210000.0,9316000.0,9316000.0,2023-03-31
