Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
63382860.0,63382860.0,5653113000.0,8048596000.0,7043230000.0,19108992000.0,3732929000.0,7043230000.0,1853004000.0,12913400000.0,15723210000.0,12913400000.0,12913400000.0,12596485000.0,316915000.0,316915000.0,14497789000.0,4364721000.0,150070000.0,4214651000.0,1404841000.0,2809810000.0,10133068000.0,256361000.0,3833945000.0,448163000.0,3385782000.0,559727000.0,1840550000.0,,1840550000.0,27411189000.0,13545192000.0,80140000.0,408309000.0,405276000.0,405276000.0,5870170000.0,5870170000.0,6769058000.0,6769058000.0,1279860000.0,5489198000.0,13865997000.0,1364435000.0,6036023000.0,3525249000.0,2940290000.0,2397811000.0,542479000.0,2024-03-31
60651494.0,60651494.0,15946000.0,1421986000.0,9619189000.0,9927309000.0,5542607000.0,9619189000.0,1125478000.0,9630801000.0,9735579000.0,9630801000.0,9630801000.0,9327543000.0,303258000.0,303258000.0,4506090000.0,1039038000.0,131472000.0,907566000.0,802788000.0,104778000.0,3467052000.0,142725000.0,514420000.0,322690000.0,191730000.0,487508000.0,821992000.0,22618000.0,799374000.0,14136891000.0,5127232000.0,81947000.0,320427000.0,284041000.0,284041000.0,11612000.0,,4425694000.0,4425694000.0,1013297000.0,3412397000.0,9009659000.0,685540000.0,2232818000.0,752656000.0,5338645000.0,5058083000.0,280562000.0,2023-09-30
60577994.0,60577994.0,207286000.0,1544114000.0,8851317000.0,9217019000.0,5339053000.0,8851317000.0,1189607000.0,8862512000.0,8958943000.0,8862512000.0,8862512000.0,8559622000.0,302890000.0,302890000.0,4557641000.0,1098818000.0,134689000.0,964129000.0,867698000.0,96431000.0,3458823000.0,122025000.0,579985000.0,321909000.0,258076000.0,439781000.0,840114000.0,,840114000.0,13420153000.0,4622277000.0,116455000.0,306473000.0,282224000.0,282224000.0,11195000.0,11195000.0,3865045000.0,3865045000.0,1078662000.0,2786383000.0,8797876000.0,818508000.0,2929922000.0,1358268000.0,3691178000.0,3543957000.0,147221000.0,2023-03-31
