Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
918240000.0,0.4,9572100000.0,2295600000.0,2295600000.0,9446800000.0,2350300000.0,17492400000.0,11867700000.0,9517400000.0,-667000000.0,667000000.0,8069440000.0,9446800000.0,48069700000.0,,,,,9446800000.0,9446800000.0,0.0,9446800000.0,500000.0,9448400000.0,9448400000.0,-598000000.0,8850400000.0,1197400000.0,2295600000.0,,-667000000.0,667000000.0,6017500000.0,30577300000.0,15541000000.0,2350300000.0,2350300000.0,11013900000.0,11013900000.0,36594800000.0,17492400000.0,54087200000.0,54087200000.0,2024-03-31
0.0,0.262769,9984500000.0,0.0,0.0,5376700000.0,2352300000.0,13410300000.0,9984500000.0,7632200000.0,-339100000.0,339100000.0,5376700000.0,5376700000.0,42448700000.0,188325744.0,187799511.0,28.55,28.63,5376700000.0,5376700000.0,0.0,5376700000.0,400000.0,5376700000.0,5376700000.0,1916400000.0,7293100000.0,861500000.0,0.0,,-339100000.0,339100000.0,6694900000.0,29038400000.0,15346400000.0,2352300000.0,2352300000.0,9556800000.0,9556800000.0,35733300000.0,13410300000.0,49143600000.0,49143600000.0,2023-12-31
0.0,0.253215,7610600000.0,0.0,0.0,3878800000.0,2128000000.0,12944300000.0,7610600000.0,5482600000.0,-288600000.0,288600000.0,3878800000.0,3878800000.0,40982500000.0,188291262.0,187744434.0,20.6,20.66,3878800000.0,3878800000.0,0.0,3878800000.0,300000.0,3878800000.0,3878800000.0,1315200000.0,5194000000.0,2100500000.0,0.0,,-288600000.0,288600000.0,3364800000.0,28038200000.0,14483800000.0,2128000000.0,2128000000.0,9478900000.0,9478900000.0,31403000000.0,12944300000.0,44347300000.0,44347300000.0,2023-09-30
0.0,0.254832,8507100000.0,0.0,0.0,4661000000.0,2000500000.0,14269300000.0,8507100000.0,6506600000.0,-251100000.0,251100000.0,4661000000.0,4661000000.0,46302800000.0,188247173.0,187792103.0,24.76,24.82,4661000000.0,4661000000.0,0.0,4661000000.0,-400000.0,4661400000.0,4661400000.0,1594100000.0,6255500000.0,769100000.0,0.0,,-251100000.0,251100000.0,5708300000.0,32033500000.0,16859200000.0,2000500000.0,2000500000.0,11654300000.0,11654300000.0,37741800000.0,14269300000.0,52011100000.0,52011100000.0,2023-06-30
-203703902.91899,0.257527,4229500000.0,-791000000.0,-791000000.0,1131900000.0,1725400000.0,12877900000.0,3438500000.0,1713100000.0,-188600000.0,188600000.0,1719196097.08101,1131900000.0,43303700000.0,188336106.0,187711443.0,6.01,6.03,1131900000.0,1131900000.0,0.0,1131900000.0,300000.0,1131900000.0,1131900000.0,392600000.0,1524500000.0,406700000.0,-791000000.0,791000000.0,-188600000.0,188600000.0,2066000000.0,30425800000.0,16653000000.0,1725400000.0,1725400000.0,10017800000.0,10017800000.0,32491800000.0,12877900000.0,45369700000.0,45369700000.0,2022-12-31
0.0,0.256807,7517400000.0,0.0,0.0,3613600000.0,2323200000.0,17508600000.0,7517400000.0,5194200000.0,-331400000.0,331400000.0,3613600000.0,3613600000.0,47081300000.0,188306410.0,187817048.0,19.19,19.24,3613600000.0,3613600000.0,0.0,3613600000.0,-400000.0,3614000000.0,3614000000.0,1248800000.0,4862800000.0,717200000.0,0.0,,-331400000.0,331400000.0,4467600000.0,29572700000.0,14754900000.0,2323200000.0,2323200000.0,10853700000.0,10853700000.0,34040300000.0,17508600000.0,51548900000.0,51548900000.0,2024-06-30 00:00:00
