Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Other Properties,Current Assets,Other Current Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Current Provisions,Construction In Progress,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Non Current Prepaid Assets,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Properties,Restricted Cash,Prepaid Assets,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
16126973.0,16126973.0,244941000.0,292843000.0,746577000.0,1074888000.0,506302000.0,746577000.0,2137000.0,784182000.0,799673000.0,787554000.0,3372000.0,784182000.0,622912000.0,161270000.0,161270000.0,881558000.0,84340000.0,16769000.0,1278000.0,15491000.0,67571000.0,797218000.0,80809000.0,276074000.0,859000.0,275215000.0,440335000.0,440335000.0,1669112000.0,365592000.0,41730000.0,17398000.0,30669000.0,30669000.0,37605000.0,10815000.0,26790000.0,166429000.0,166429000.0,166429000.0,1303520000.0,134618000.0,4051000.0,0.0,864140000.0,300711000.0,254946000.0,45765000.0,2023-09-30,,,,,,,,,,,,,,,,,,,
16126973.0,16126973.0,293384000.0,337773000.0,749209000.0,1095550000.0,467644000.0,749209000.0,2855000.0,760632000.0,773839000.0,761674000.0,1042000.0,760632000.0,599362000.0,161270000.0,161270000.0,811494000.0,79515000.0,14921000.0,1714000.0,13207000.0,64594000.0,731979000.0,56630000.0,322852000.0,1141000.0,321711000.0,312753000.0,312753000.0,1573168000.0,373545000.0,,24793000.0,39220000.0,39220000.0,11423000.0,10690000.0,733000.0,218891000.0,218891000.0,183891000.0,1199623000.0,70274000.0,2686000.0,0.0,856780000.0,269883000.0,228349000.0,41534000.0,2024-03-31 00:00:00,10786000.0,35000000.0,,,,,,,,,,,,,,,,,
,,55586000.0,165699000.0,,912382000.0,623572000.0,,,747113000.0,749667000.0,750257000.0,,747113000.0,1250000.0,,,472615000.0,55610000.0,,,,,417005000.0,11239000.0,162777000.0,,162715000.0,237745000.0,195092000.0,1222872000.0,182295000.0,1000.0,,16379000.0,877000.0,6350000.0,,733000.0,120943000.0,181796000.0,,,,,,,,,,2023-03-31 00:00:00,,0.0,267998000.0,,52688000.0,5244000.0,42653000.0,0.0,23229000.0,15502000.0,-60853000.0,98238000.0,83558000.0,,0.0,,,,
