Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Total Unusual Items,Total Unusual Items Excluding Goodwill,Special Income Charges
0.0,0.23938,1480400000.0,775300000.0,426000000.0,6569600000.0,1480400000.0,1054400000.0,-35100000.0,35100000.0,775300000.0,775300000.0,7196400000.0,,,,,775300000.0,775300000.0,0.0,775300000.0,0.0,775300000.0,775300000.0,244000000.0,1019300000.0,191000000.0,-35100000.0,35100000.0,1130600000.0,626800000.0,-254800000.0,426000000.0,426000000.0,1757400000.0,6569600000.0,8327000000.0,8327000000.0,2024-03-31,,,
0.0,0.262346,1252500000.0,621400000.0,405400000.0,4746000000.0,1252500000.0,847100000.0,-4700000.0,4700000.0,621400000.0,621400000.0,5901000000.0,320309278.0,320309278.0,1.94,1.94,621400000.0,621400000.0,0.0,621400000.0,0.0,621400000.0,621400000.0,221000000.0,842400000.0,64500000.0,-4700000.0,4700000.0,782600000.0,1155000000.0,199400000.0,405400000.0,405400000.0,1937600000.0,4746000000.0,6683600000.0,6683600000.0,2023-12-31,,,
0.0,0.246628,1289400000.0,681500000.0,378700000.0,4116500000.0,1289400000.0,910700000.0,-6100000.0,6100000.0,681500000.0,681500000.0,5217500000.0,321462264.0,321462264.0,2.12,2.12,681500000.0,681500000.0,0.0,681500000.0,0.0,681500000.0,681500000.0,223100000.0,904600000.0,136700000.0,-6100000.0,6100000.0,774000000.0,1101000000.0,206500000.0,378700000.0,378700000.0,1875000000.0,4116500000.0,5991500000.0,5991500000.0,2023-09-30,,,
0.0,0.262392,1424600000.0,760400000.0,325800000.0,5438900000.0,1424600000.0,1098800000.0,290200000.0,67900000.0,760400000.0,760400000.0,5944100000.0,,,,,760400000.0,760400000.0,0.0,760400000.0,,760400000.0,760400000.0,270500000.0,1030900000.0,-211000000.0,290200000.0,67900000.0,1032800000.0,505200000.0,-543400000.0,325800000.0,275400000.0,1538000000.0,5438900000.0,6976900000.0,6976900000.0,2023-03-31,,,
0.0,0.259388,822200000.0,319500000.0,369600000.0,2998300000.0,822200000.0,452600000.0,-21200000.0,21200000.0,319500000.0,319500000.0,4169100000.0,319500000.0,319500000.0,1.0,1.0,319500000.0,319500000.0,0.0,319500000.0,0.0,319500000.0,319500000.0,111900000.0,431400000.0,78500000.0,-21200000.0,21200000.0,374100000.0,1170800000.0,316800000.0,369600000.0,369600000.0,1544900000.0,2998300000.0,4543200000.0,4543200000.0,2022-12-31,,,
-47512309.074573,0.271189,1228200000.0,486700000.0,375500000.0,3890000000.0,1053000000.0,677500000.0,-9700000.0,9700000.0,614387690.925427,486700000.0,4922900000.0,320197368.0,320197368.0,1.52,1.52,486700000.0,486700000.0,0.0,486700000.0,0.0,486700000.0,486700000.0,181100000.0,667800000.0,194500000.0,-9700000.0,9700000.0,658200000.0,1032900000.0,96000000.0,375500000.0,375500000.0,1691100000.0,3890000000.0,5581100000.0,5581100000.0,2024-06-30 00:00:00,-175200000.0,-175200000.0,-175200000.0
-40942168.674699,0.253984,1053900000.0,383900000.0,366900000.0,3153800000.0,892700000.0,525800000.0,-11200000.0,11200000.0,504157831.325301,383900000.0,4140300000.0,319916667.0,319916667.0,1.2,1.2,383900000.0,383900000.0,0.0,383900000.0,0.0,383900000.0,383900000.0,130700000.0,514600000.0,151200000.0,-11200000.0,11200000.0,535800000.0,986500000.0,95900000.0,366900000.0,366900000.0,1522300000.0,3153800000.0,4676100000.0,4676100000.0,2023-06-30 00:00:00,-161200000.0,-161200000.0,-161200000.0
