Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Non Current Pension And Other Postretirement Benefit Plans
58705502.0,58705502.0,250700000.0,327600000.0,15989000000.0,16442700000.0,5597700000.0,15989000000.0,0.0,16115100000.0,16115100000.0,16115100000.0,16115100000.0,15528000000.0,,,587100000.0,587100000.0,6328900000.0,728900000.0,400000.0,661400000.0,0.0,0.0,0.0,67100000.0,5600000000.0,168800000.0,327600000.0,0.0,327600000.0,,33900000.0,4691800000.0,,,4691800000.0,22444000000.0,11246300000.0,243500000.0,,662800000.0,662800000.0,126100000.0,126100000.0,10213900000.0,,10213900000.0,998300000.0,9215600000.0,,,,,11197700000.0,640600000.0,,,,,4248400000.0,,,,,67600000.0,4712300000.0,,,1528800000.0,1451900000.0,76900000.0,,2024-03-31,
58705502.0,58705502.0,558200000.0,590500000.0,15785600000.0,16487900000.0,4892000000.0,15785600000.0,0.0,15897400000.0,15897400000.0,15897400000.0,15897400000.0,15310300000.0,,,587100000.0,587100000.0,4916700000.0,615300000.0,800000.0,587000000.0,0.0,0.0,0.0,27500000.0,4301400000.0,163600000.0,590500000.0,0.0,590500000.0,,91100000.0,3144100000.0,,,3144100000.0,20814100000.0,11620700000.0,293900000.0,,2377200000.0,2377200000.0,111800000.0,111800000.0,8837800000.0,,8837800000.0,397900000.0,8439900000.0,,,,,9193400000.0,300400000.0,,,,,3162700000.0,,,,,71100000.0,4901100000.0,,,758100000.0,725800000.0,32300000.0,,2023-09-30,
58705502.0,58705502.0,782400000.0,798100000.0,14986400000.0,15873700000.0,4641300000.0,14986400000.0,1800000.0,15077400000.0,15077400000.0,15077400000.0,15077400000.0,14490100000.0,12194000000.0,2257200000.0,587100000.0,587100000.0,5143900000.0,581300000.0,1200000.0,563600000.0,0.0,0.0,0.0,16500000.0,4562600000.0,170400000.0,798100000.0,1800000.0,796300000.0,81300000.0,81300000.0,3438400000.0,287200000.0,9000000.0,3142200000.0,20221300000.0,11017400000.0,90100000.0,96700000.0,2040700000.0,2040700000.0,91000000.0,91000000.0,8325600000.0,-2424700000.0,10750300000.0,814000000.0,15000000.0,7848000000.0,1368900000.0,704400000.0,0.0,9203900000.0,410700000.0,2500000.0,0.0,157000000.0,410700000.0,3255200000.0,1097000000.0,618500000.0,1539700000.0,221300000.0,17500000.0,5052800000.0,-14100000.0,5066900000.0,86900000.0,73000000.0,13900000.0,13900000.0,2023-03-31,
