Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
546954715.413378,0.257998,181090000000.0,2120000000.0,2120000000.0,124340000000.0,12460000000.0,257370000000.0,183210000000.0,170750000000.0,35550000000.0,2260000000.0,,122766954715.41338,124340000000.0,452050000000.0,,,,,124340000000.0,124340000000.0,0.0,124340000000.0,-680000000.0,125020000000.0,125020000000.0,43470000000.0,168490000000.0,-32140000000.0,-1000000000.0,-140000000.0,,35550000000.0,2260000000.0,,160320000000.0,194680000000.0,-108210000000.0,12460000000.0,12460000000.0,,,355000000000.0,257370000000.0,612370000000.0,612370000000.0,2024-03-31
-2410989277.766539,0.251669,172500000000.0,-9580000000.0,-9580000000.0,110580000000.0,12330000000.0,358950000000.0,162920000000.0,150590000000.0,-2300000000.0,2300000000.0,,117749010722.23346,110580000000.0,454280000000.0,3650709805.0,3650709805.0,30.29,30.29,110580000000.0,110580000000.0,0.0,110580000000.0,-390000000.0,110970000000.0,110970000000.0,37320000000.0,148290000000.0,8620000000.0,-9580000000.0,9580000000.0,,-2300000000.0,2300000000.0,,151550000000.0,95330000000.0,83000000000.0,12330000000.0,12330000000.0,,,246880000000.0,358950000000.0,605830000000.0,605830000000.0,2023-12-31
77299412.915851,0.257665,167220000000.0,300000000.0,300000000.0,113420000000.0,12630000000.0,355850000000.0,167520000000.0,154890000000.0,7140000000.0,1590000000.0,8730000000.0,113197299412.91583,113420000000.0,451770000000.0,3659051373.0,3659051373.0,31.0,31.0,113420000000.0,113420000000.0,0.0,113420000000.0,-380000000.0,113800000000.0,113800000000.0,39500000000.0,153300000000.0,30000000.0,-320000000.0,,320000000.0,7140000000.0,1590000000.0,8730000000.0,145150000000.0,95920000000.0,34940000000.0,12630000000.0,12630000000.0,48350000000.0,48350000000.0,241070000000.0,355850000000.0,596920000000.0,596920000000.0,2023-09-30
170360931.349656,0.258123,163290000000.0,660000000.0,660000000.0,110740000000.0,12430000000.0,356540000000.0,163950000000.0,151520000000.0,10460000000.0,1630000000.0,12090000000.0,110250360931.34966,110740000000.0,456080000000.0,3659051373.0,3659051373.0,30.26,30.26,110740000000.0,110740000000.0,0.0,110740000000.0,-460000000.0,111200000000.0,111200000000.0,38690000000.0,149890000000.0,210000000.0,-160000000.0,-20000000.0,180000000.0,10460000000.0,1630000000.0,12090000000.0,137730000000.0,99540000000.0,35550000000.0,12430000000.0,12430000000.0,51560000000.0,51560000000.0,237270000000.0,356540000000.0,593810000000.0,593810000000.0,2023-06-30
95078292.508609,0.256968,169120000000.0,370000000.0,370000000.0,113920000000.0,12860000000.0,316900000000.0,169490000000.0,156630000000.0,6740000000.0,2720000000.0,9460000000.0,113645078292.5086,113920000000.0,446320000000.0,,,,,113920000000.0,113920000000.0,0.0,113920000000.0,-440000000.0,114360000000.0,114360000000.0,39550000000.0,153910000000.0,430000000.0,-390000000.0,-30000000.0,420000000.0,6740000000.0,2720000000.0,9460000000.0,145300000000.0,129420000000.0,33510000000.0,12860000000.0,12860000000.0,56880000000.0,56880000000.0,274720000000.0,316900000000.0,591620000000.0,591620000000.0,2023-03-31
,,,,,,,,,,,,8790000000.0,,,,3659244265.0,3659244265.0,29.64,29.64,,,,,,,,,,,,-150000000.0,430000000.0,,,8790000000.0,,,,,,60850000000.0,60850000000.0,,,,,2022-12-31
0.0,0.254304,174600000000.0,0.0,0.0,119090000000.0,12660000000.0,398840000000.0,174600000000.0,161940000000.0,-1620000000.0,1620000000.0,,119090000000.0,119090000000.0,487940000000.0,3617557716.0,3617557716.0,32.92,32.92,119090000000.0,119090000000.0,0.0,119090000000.0,-460000000.0,119550000000.0,119550000000.0,40770000000.0,160320000000.0,7290000000.0,0.0,,,-1620000000.0,1620000000.0,,154650000000.0,89100000000.0,76440000000.0,12660000000.0,12660000000.0,,,243750000000.0,398840000000.0,642590000000.0,642590000000.0,2024-09-30 00:00:00
