Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.317661,127806000.0,0.0,0.0,65308000.0,16819000.0,2328611000.0,127806000.0,110987000.0,-15275000.0,15275000.0,65308000.0,65308000.0,2473449000.0,,,,,65308000.0,65308000.0,0.0,65308000.0,65308000.0,,65308000.0,30404000.0,95712000.0,-8505000.0,0.0,-15275000.0,15275000.0,119492000.0,144838000.0,16819000.0,16819000.0,13376000.0,13376000.0,264330000.0,2328611000.0,2592941000.0,2592941000.0,2024-03-31
0.0,0.249279,69687000.0,0.0,0.0,29929000.0,15645000.0,1161095000.0,69687000.0,54042000.0,-14175000.0,14175000.0,29929000.0,29929000.0,1258008000.0,13421076.0,13421076.0,2.23,2.23,29929000.0,29929000.0,0.0,29929000.0,29929000.0,,29929000.0,9938000.0,39867000.0,417000.0,0.0,-14175000.0,14175000.0,53624000.0,96913000.0,15645000.0,15645000.0,12731000.0,12731000.0,150537000.0,1161095000.0,1311632000.0,1311632000.0,2023-12-31
0.0,0.3,18094000.0,0.0,0.0,-1009000.0,13394000.0,566103000.0,18094000.0,4700000.0,-6512000.0,6512000.0,-1009000.0,-1009000.0,629448000.0,12612500.0,12612500.0,-0.08,-0.08,-1009000.0,-1009000.0,0.0,-1009000.0,-1010000.0,,-1010000.0,-802000.0,-1812000.0,8377000.0,0.0,-6512000.0,6512000.0,-3676000.0,63345000.0,13394000.0,13394000.0,7734000.0,7734000.0,59669000.0,566103000.0,625772000.0,625772000.0,2023-09-30
0.0,0.361109,31030000.0,0.0,0.0,7330000.0,12188000.0,1079478000.0,31030000.0,18842000.0,-7369000.0,7369000.0,7330000.0,7330000.0,1150739000.0,13327273.0,13327273.0,0.55,0.55,7330000.0,7330000.0,0.0,7330000.0,7330000.0,0.0,7330000.0,4143000.0,11473000.0,23000.0,0.0,-7369000.0,7369000.0,18819000.0,71261000.0,12188000.0,12188000.0,7839000.0,7839000.0,90080000.0,1079478000.0,1169558000.0,1169558000.0,2023-06-30
0.0,0.279172,96409000.0,,,54603000.0,13766000.0,1309822000.0,96409000.0,82643000.0,-7283000.0,6894000.0,54603000.0,54603000.0,1332241000.0,,,,,54603000.0,54603000.0,0.0,54603000.0,54602000.0,,54602000.0,21147000.0,75749000.0,-1293000.0,,-7283000.0,6894000.0,84460000.0,22419000.0,13766000.0,13766000.0,3773000.0,-719000.0,106879000.0,1309822000.0,1416701000.0,1416701000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,13364103.0,13364103.0,0.78,0.78,,,,,,,,,,,0.0,,,,,,,,,,,,,2022-12-31
0.0,0.394666,61792000.0,0.0,0.0,17841000.0,15440000.0,2123824000.0,61792000.0,46352000.0,-16879000.0,16879000.0,17841000.0,17841000.0,2267280000.0,13414286.0,13414286.0,1.33,1.33,17841000.0,17841000.0,0.0,17841000.0,17841000.0,0.0,17841000.0,11632000.0,29473000.0,21000.0,0.0,-16879000.0,16879000.0,46331000.0,143456000.0,15440000.0,15440000.0,14980000.0,14980000.0,189787000.0,2123824000.0,2313611000.0,2313611000.0,2024-06-30 00:00:00
