Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Impairment Of Capital Assets,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-9680000.0,0.4,371300000.0,-24200000.0,-24200000.0,25600000.0,281800000.0,4536000000.0,347100000.0,65300000.0,-30400000.0,30400000.0,40120000.0,25600000.0,6769700000.0,,,,,25600000.0,25600000.0,0.0,25600000.0,159100000.0,-133500000.0,-133500000.0,168400000.0,34900000.0,133900000.0,-24200000.0,24200000.0,0.0,0.0,-30400000.0,30400000.0,-44400000.0,2233700000.0,1108800000.0,281800000.0,281800000.0,2189300000.0,4536000000.0,6725300000.0,6725300000.0,2024-03-31
182321549.636804,0.386602,497800000.0,471600000.0,471600000.0,580300000.0,203300000.0,4399400000.0,969400000.0,766100000.0,-22700000.0,22700000.0,291021549.636804,580300000.0,6503500000.0,233991935.0,232120000.0,2.48,2.5,580300000.0,580300000.0,0.0,580300000.0,124300000.0,456000000.0,456000000.0,287400000.0,743400000.0,144200000.0,471600000.0,-471600000.0,0.0,0.0,-22700000.0,22700000.0,150300000.0,2104100000.0,1077000000.0,203300000.0,203300000.0,2254400000.0,4399400000.0,6653800000.0,6653800000.0,2023-12-31
-1141500000.0,0.3,613400000.0,-3805000000.0,-3805000000.0,-1907800000.0,191500000.0,5034900000.0,-3191600000.0,-3383100000.0,-22100000.0,22100000.0,755700000.0,-1907800000.0,6999400000.0,232092457.0,232092457.0,-8.22,-8.22,-1907800000.0,-1907800000.0,0.0,-1907800000.0,1838100000.0,-3745900000.0,-3745900000.0,340700000.0,-3405200000.0,154400000.0,-3805000000.0,3645000000.0,160000000.0,0.0,-22100000.0,22100000.0,267500000.0,1964500000.0,1047200000.0,191500000.0,191500000.0,2232000000.0,5034900000.0,7266900000.0,7266900000.0,2023-09-30
2790000.0,0.3,71000000.0,9300000.0,9300000.0,-50800000.0,167300000.0,4023800000.0,80300000.0,-87000000.0,-17100000.0,17100000.0,-57310000.0,-50800000.0,5988300000.0,230909091.0,230909091.0,-0.22,-0.22,-50800000.0,-50800000.0,0.0,-50800000.0,198500000.0,-249300000.0,-249300000.0,145200000.0,-104100000.0,215100000.0,9300000.0,-18500000.0,0.0,9200000.0,-17100000.0,17100000.0,-302400000.0,1964500000.0,1078100000.0,167300000.0,167300000.0,1662100000.0,4023800000.0,5685900000.0,5685900000.0,2023-06-30
-39552758.863583,0.360883,699000000.0,-109600000.0,-109600000.0,266500000.0,152000000.0,6221400000.0,589400000.0,437400000.0,512000000.0,11500000.0,336547241.136417,266500000.0,7585500000.0,,,,,266500000.0,266500000.0,0.0,266500000.0,-5700000.0,272200000.0,272200000.0,153700000.0,425900000.0,-321900000.0,-114500000.0,-45000000.0,158400000.0,0.0,512000000.0,11500000.0,372600000.0,1364100000.0,34800000.0,152000000.0,-96600000.0,1736700000.0,6221400000.0,7958100000.0,7958100000.0,2023-03-31
,,,,,,,,,,,,,,,229642857.0,229642857.0,0.28,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.3,442500000.0,0.0,0.0,103200000.0,260500000.0,4311200000.0,442500000.0,182000000.0,-29400000.0,29400000.0,103200000.0,103200000.0,6384600000.0,234545455.0,234545455.0,0.44,0.44,103200000.0,103200000.0,0.0,103200000.0,104800000.0,-1600000.0,-1600000.0,154200000.0,152600000.0,169600000.0,0.0,,0.0,0.0,-29400000.0,29400000.0,12400000.0,2073400000.0,1067400000.0,260500000.0,260500000.0,2085800000.0,4311200000.0,6397000000.0,6397000000.0,2024-06-30 00:00:00
